"","name","state","year","treated","socialist_voteshare"
"2103","GROSS-SCHWEINBARTH","LOWERAUSTRIA",1986,0,0.1864407
"2104","GROSS-SIEGHARTS","LOWERAUSTRIA",1994,0,0.4371197
"2105","GROSS-SIEGHARTS","LOWERAUSTRIA",1986,0,0.510157
"2106","GROSS-SIEGHARTS","LOWERAUSTRIA",1983,0,0.5269161
"2107","GROSS-SIEGHARTS","LOWERAUSTRIA",1990,0,0.5057197
"2108","GROSSARL","SALZBURG",1983,0,0.3666866
"2109","GROSSARL","SALZBURG",1986,0,0.3487324
"2110","GROSSARL","SALZBURG",1990,0,0.4171152
"2111","GROSSARL","SALZBURG",1994,0,0.3399066
"2112","GROSSDIETMANNS","LOWERAUSTRIA",1986,0,0.3512518
"2113","GROSSDIETMANNS","LOWERAUSTRIA",1990,0,0.392029
"2114","GROSSDIETMANNS","LOWERAUSTRIA",1983,0,0.4738707
"2115","GROSSDIETMANNS","LOWERAUSTRIA",1994,0,0.3271513
"2116","GROSSEBERSDORF","LOWERAUSTRIA",1986,0,0.42713
"2117","GROSSEBERSDORF","LOWERAUSTRIA",1983,0,0.4360731
"2118","GROSSEBERSDORF","LOWERAUSTRIA",1994,0,0.2290373
"2119","GROSSEBERSDORF","LOWERAUSTRIA",1990,0,0.4508197
"2120","GROSSGMAIN","SALZBURG",1986,0,0.2189409
"2121","GROSSGMAIN","SALZBURG",1990,0,0.2580331
"2122","GROSSGMAIN","SALZBURG",1994,0,0.1965889
"2123","GROSSGMAIN","SALZBURG",1983,0,0.2616452
"2124","GROSSGOETTFRITZ","LOWERAUSTRIA",1994,0,0.160221
"2125","GROSSGOETTFRITZ","LOWERAUSTRIA",1986,0,0.1599526
"2126","GROSSGOETTFRITZ","LOWERAUSTRIA",1983,0,0.1766871
"2127","GROSSGOETTFRITZ","LOWERAUSTRIA",1990,0,0.213615
"2128","GROSSHARRAS","LOWERAUSTRIA",1986,0,0.2880795
"2129","GROSSHARRAS","LOWERAUSTRIA",1983,0,0.3294491
"2130","GROSSHARRAS","LOWERAUSTRIA",1990,0,0.3023783
"2131","GROSSHARRAS","LOWERAUSTRIA",1994,0,0.2472325
"2132","GROSSHART","STYRIA",1990,1,0.2666667
"2133","GROSSHART","STYRIA",1986,1,0.2650919
"2134","GROSSHART","STYRIA",1994,1,0.2246377
"2135","GROSSHART","STYRIA",1983,1,0.311828
"2136","GROSSHOEFLEIN","BURGENLAND",1994,0,0.4309587
"2137","GROSSHOEFLEIN","BURGENLAND",1990,0,0.5113533
"2138","GROSSHOEFLEIN","BURGENLAND",1986,0,0.5068244
"2139","GROSSHOEFLEIN","BURGENLAND",1983,0,0.5482981
"2140","GROSSHOFEN","LOWERAUSTRIA",1990,0,0.1632653
"2141","GROSSHOFEN","LOWERAUSTRIA",1994,0,0.1162791
"2142","GROSSHOFEN","LOWERAUSTRIA",1983,0,0.3225331
"2143","GROSSHOFEN","LOWERAUSTRIA",1986,0,0.3032544
"2144","GROSSKIRCHHEIM","CARINTHIA",1990,1,0.3088235
"2145","GROSSKIRCHHEIM","CARINTHIA",1986,1,0.2969837
"2146","GROSSKIRCHHEIM","CARINTHIA",1994,1,0.2529976
"2147","GROSSKIRCHHEIM","CARINTHIA",1983,1,0.3490683
"2148","GROSSKLEIN","STYRIA",1986,1,0.3372822
"2149","GROSSKLEIN","STYRIA",1990,1,0.3808511
"2150","GROSSKLEIN","STYRIA",1994,1,0.3015037
"2151","GROSSKLEIN","STYRIA",1983,1,0.3832249
"2152","GROSSKRUT","LOWERAUSTRIA",1983,0,0.3358714
"2153","GROSSKRUT","LOWERAUSTRIA",1994,0,0.2472527
"2154","GROSSKRUT","LOWERAUSTRIA",1986,0,0.300086
"2155","GROSSKRUT","LOWERAUSTRIA",1990,0,0.3001761
"2156","GROSSLOBMING","STYRIA",1994,1,0.4427001
"2157","GROSSLOBMING","STYRIA",1990,1,0.5039495
"2158","GROSSLOBMING","STYRIA",1986,1,0.4918626
"2159","GROSSLOBMING","STYRIA",1983,1,0.5836735
"2160","GROSSMUGL","LOWERAUSTRIA",1990,0,0.1414474
"2161","GROSSMUGL","LOWERAUSTRIA",1983,0,0.1478522
"2162","GROSSMUGL","LOWERAUSTRIA",1986,0,0.1234177
"2163","GROSSMUGL","LOWERAUSTRIA",1994,0,0.1372119
"2164","GROSSPETERSDORF","BURGENLAND",1990,0,0.5625672
"2165","GROSSPETERSDORF","BURGENLAND",1983,0,0.5700211
"2166","GROSSPETERSDORF","BURGENLAND",1994,0,0.5307612
"2167","GROSSPETERSDORF","BURGENLAND",1986,0,0.5545649
"2168","GROSSRADL","STYRIA",1994,1,0.3271335
"2169","GROSSRADL","STYRIA",1986,1,0.3536201
"2170","GROSSRADL","STYRIA",1983,1,0.3802497
"2171","GROSSRADL","STYRIA",1990,1,0.3621053
"2172","GROSSRAMING","UPPERAUSTRIA",1986,0,0.4082744
"2173","GROSSRAMING","UPPERAUSTRIA",1994,0,0.3832237
"2174","GROSSRAMING","UPPERAUSTRIA",1990,0,0.4225195
"2175","GROSSRAMING","UPPERAUSTRIA",1983,0,0.4469866
"2176","GROSSRIEDENTHAL","LOWERAUSTRIA",1990,0,0.2976744
"2177","GROSSRIEDENTHAL","LOWERAUSTRIA",1994,0,0.2269841
"2178","GROSSRIEDENTHAL","LOWERAUSTRIA",1983,0,0.2674772
"2179","GROSSRIEDENTHAL","LOWERAUSTRIA",1986,0,0.2492401
"2180","GROSSRUSSBACH","LOWERAUSTRIA",1990,0,0.212828
"2181","GROSSRUSSBACH","LOWERAUSTRIA",1983,0,0.224261
"2182","GROSSRUSSBACH","LOWERAUSTRIA",1994,0,0.1908676
"2183","GROSSRUSSBACH","LOWERAUSTRIA",1986,0,0.1920152
"2184","GROSSSCHOENAU","LOWERAUSTRIA",1986,0,0.1794195
"2185","GROSSSCHOENAU","LOWERAUSTRIA",1994,0,0.1678623
"2186","GROSSSCHOENAU","LOWERAUSTRIA",1990,0,0.1878453
"2187","GROSSSCHOENAU","LOWERAUSTRIA",1983,0,0.2168675
"2188","GROSSSOELK","STYRIA",1983,1,0.484375
"2189","GROSSSOELK","STYRIA",1986,1,0.4567568
"2190","GROSSSOELK","STYRIA",1994,1,0.3244838
"2191","GROSSSOELK","STYRIA",1990,1,0.4027778
"2192","GROSSSTUEBING","STYRIA",1994,1,0.3074074
"2193","GROSSSTUEBING","STYRIA",1983,1,0.4285714
"2194","GROSSSTUEBING","STYRIA",1986,1,0.402439
"2195","GROSSSTUEBING","STYRIA",1990,1,0.4092664
"2196","GROSSTEINBACH","STYRIA",1983,1,0.2031063
"2197","GROSSTEINBACH","STYRIA",1994,1,0.1320755
"2198","GROSSTEINBACH","STYRIA",1986,1,0.1471611
"2199","GROSSTEINBACH","STYRIA",1990,1,0.1757225
"2200","GROSSWARASDORF","BURGENLAND",1986,0,0.3703704
"2201","GROSSWARASDORF","BURGENLAND",1994,0,0.3514894
"2202","GROSSWARASDORF","BURGENLAND",1990,0,0.4003393
"2203","GROSSWARASDORF","BURGENLAND",1983,0,0.3830882
"2204","GROSSWEIKERSDORF","LOWERAUSTRIA",1990,0,0.3255942
"2205","GROSSWEIKERSDORF","LOWERAUSTRIA",1994,0,0.2721202
"2206","GROSSWEIKERSDORF","LOWERAUSTRIA",1983,0,0.3323683
"2207","GROSSWEIKERSDORF","LOWERAUSTRIA",1986,0,0.3028571
"2208","GROSSWILFERSDORF","STYRIA",1986,1,0.2342918
"2209","GROSSWILFERSDORF","STYRIA",1983,1,0.2873303
"2210","GROSSWILFERSDORF","STYRIA",1990,1,0.2618535
"2211","GROSSWILFERSDORF","STYRIA",1994,1,0.202781
"2212","GRUENAU/ALMTAL","UPPERAUSTRIA",1990,0,0.4560061
"2213","GRUENAU/ALMTAL","UPPERAUSTRIA",1983,0,0.4968017
"2214","GRUENAU/ALMTAL","UPPERAUSTRIA",1986,0,0.444525
"2215","GRUENAU/ALMTAL","UPPERAUSTRIA",1994,0,0.379737
"2216","GRUENBACH","UPPERAUSTRIA",1990,0,0.30793
"2217","GRUENBACH","UPPERAUSTRIA",1994,0,0.239521
"2218","GRUENBACH","UPPERAUSTRIA",1986,0,0.2657841
"2219","GRUENBACH","UPPERAUSTRIA",1983,0,0.2663803
"2220","GRUENBACH/SCHNEEBERG","LOWERAUSTRIA",1994,0,0.5320435
"2221","GRUENBACH/SCHNEEBERG","LOWERAUSTRIA",1990,0,0.6052009
"2222","GRUENBACH/SCHNEEBERG","LOWERAUSTRIA",1983,0,0.6831461
"2223","GRUENBACH/SCHNEEBERG","LOWERAUSTRIA",1986,0,0.6499712
"2224","GRUENBURG","UPPERAUSTRIA",1983,0,0.5
"2225","GRUENBURG","UPPERAUSTRIA",1994,0,0.3612396
"2226","GRUENBURG","UPPERAUSTRIA",1990,0,0.4775435
"2227","GRUENBURG","UPPERAUSTRIA",1986,0,0.467898
"2228","GRUNDLSEE","STYRIA",1994,1,0.4859438
"2229","GRUNDLSEE","STYRIA",1983,1,0.5758294
"2230","GRUNDLSEE","STYRIA",1986,1,0.5139394
"2231","GRUNDLSEE","STYRIA",1990,1,0.5156627
"2232","GSCHAID/BIRKFELD","STYRIA",1986,1,0.3468395
"2233","GSCHAID/BIRKFELD","STYRIA",1983,1,0.4161184
"2234","GSCHAID/BIRKFELD","STYRIA",1994,1,0.2730263
"2235","GSCHAID/BIRKFELD","STYRIA",1990,1,0.3047138
"2236","GSCHNITZ","TYROL",1986,1,0.2319392
"2237","GSCHNITZ","TYROL",1990,1,0.2284644
"2238","GSCHNITZ","TYROL",1994,1,0.1899225
"2239","GSCHNITZ","TYROL",1983,1,0.2391304
"2240","GSCHWANDT","UPPERAUSTRIA",1983,0,0.4085174
"2241","GSCHWANDT","UPPERAUSTRIA",1994,0,0.3236994
"2242","GSCHWANDT","UPPERAUSTRIA",1986,0,0.3708955
"2243","GSCHWANDT","UPPERAUSTRIA",1990,0,0.3818581
"2244","GUETTENBACH","BURGENLAND",1983,0,0.4231884
"2245","GUETTENBACH","BURGENLAND",1994,0,0.374462
"2246","GUETTENBACH","BURGENLAND",1990,0,0.4237537
"2247","GUETTENBACH","BURGENLAND",1986,0,0.4096728
"2248","GUMPOLDSKIRCHEN","LOWERAUSTRIA",1983,0,0.4195583
"2249","GUMPOLDSKIRCHEN","LOWERAUSTRIA",1986,0,0.3728448
"2250","GUMPOLDSKIRCHEN","LOWERAUSTRIA",1994,0,0.3100858
"2251","GUMPOLDSKIRCHEN","LOWERAUSTRIA",1990,0,0.3596112
"2252","GUNDERSDORF","STYRIA",1983,1,0.3921569
"2253","GUNDERSDORF","STYRIA",1994,1,0.2480916
"2254","GUNDERSDORF","STYRIA",1986,1,0.2538462
"2255","GUNDERSDORF","STYRIA",1990,1,0.2724014
"2256","GUNSKIRCHEN","UPPERAUSTRIA",1986,0,0.4163606
"2257","GUNSKIRCHEN","UPPERAUSTRIA",1983,0,0.4471002
"2258","GUNSKIRCHEN","UPPERAUSTRIA",1990,0,0.4033641
"2259","GUNSKIRCHEN","UPPERAUSTRIA",1994,0,0.3527249
"2260","GUNTERSDORF","LOWERAUSTRIA",1990,0,0.302391
"2261","GUNTERSDORF","LOWERAUSTRIA",1986,0,0.2972603
"2262","GUNTERSDORF","LOWERAUSTRIA",1994,0,0.2547307
"2263","GUNTERSDORF","LOWERAUSTRIA",1983,0,0.2785515
"2264","GUNTRAMSDORF","LOWERAUSTRIA",1994,0,0.433839
"2265","GUNTRAMSDORF","LOWERAUSTRIA",1983,0,0.6229468
"2266","GUNTRAMSDORF","LOWERAUSTRIA",1990,0,0.56488
"2267","GUNTRAMSDORF","LOWERAUSTRIA",1986,0,0.5660054
"2268","GURK","CARINTHIA",1990,1,0.3384615
"2269","GURK","CARINTHIA",1986,1,0.354874
"2270","GURK","CARINTHIA",1994,1,0.3298611
"2271","GURK","CARINTHIA",1983,1,0.3972758
"2272","GURTEN","UPPERAUSTRIA",1990,0,0.2908587
"2273","GURTEN","UPPERAUSTRIA",1986,0,0.2818058
"2274","GURTEN","UPPERAUSTRIA",1994,0,0.2234186
"2275","GURTEN","UPPERAUSTRIA",1983,0,0.29233
"2276","GUSSWERK","STYRIA",1994,1,0.6457811
"2277","GUSSWERK","STYRIA",1986,1,0.6776076
"2278","GUSSWERK","STYRIA",1990,1,0.670905
"2279","GUSSWERK","STYRIA",1983,1,0.7288256
"2280","GUTAU","UPPERAUSTRIA",1986,0,0.3402824
"2281","GUTAU","UPPERAUSTRIA",1990,0,0.3682386
"2282","GUTAU","UPPERAUSTRIA",1994,0,0.3252688
"2283","GUTAU","UPPERAUSTRIA",1983,0,0.3546392
"2284","GUTENBERG/RAABKLAMM","STYRIA",1990,1,0.4379906
"2285","GUTENBERG/RAABKLAMM","STYRIA",1986,1,0.4469821
"2286","GUTENBERG/RAABKLAMM","STYRIA",1983,1,0.4530201
"2287","GUTENBERG/RAABKLAMM","STYRIA",1994,1,0.4117647
"2288","GUTENBRUNN","LOWERAUSTRIA",1986,0,0.5157658
"2289","GUTENBRUNN","LOWERAUSTRIA",1994,0,0.4925373
"2290","GUTENBRUNN","LOWERAUSTRIA",1990,0,0.5342466
"2291","GUTENBRUNN","LOWERAUSTRIA",1983,0,0.5759036
"2292","GUTENSTEIN","LOWERAUSTRIA",1983,0,0.394685
"2293","GUTENSTEIN","LOWERAUSTRIA",1990,0,0.3839104
"2294","GUTENSTEIN","LOWERAUSTRIA",1994,0,0.320356
"2295","GUTENSTEIN","LOWERAUSTRIA",1986,0,0.388
"2296","GUTTARING","CARINTHIA",1994,1,0.3913043
"2297","GUTTARING","CARINTHIA",1990,1,0.4384615
"2298","GUTTARING","CARINTHIA",1986,1,0.4596696
"2299","GUTTARING","CARINTHIA",1983,1,0.4880084
"2300","HAAG","LOWERAUSTRIA",1986,0,0.3356559
"2301","HAAG","LOWERAUSTRIA",1990,0,0.3321711
"2302","HAAG","LOWERAUSTRIA",1983,0,0.3632149
"2303","HAAG","LOWERAUSTRIA",1994,0,0.2869841
"2304","HAAG/HAUSRUCK","UPPERAUSTRIA",1983,0,0.4084746
"2305","HAAG/HAUSRUCK","UPPERAUSTRIA",1994,0,0.3216424
"2306","HAAG/HAUSRUCK","UPPERAUSTRIA",1986,0,0.3634085
"2307","HAAG/HAUSRUCK","UPPERAUSTRIA",1990,0,0.4086661
"2308","HADERSDORF-KAMMERN","LOWERAUSTRIA",1994,0,0.3901582
"2309","HADERSDORF-KAMMERN","LOWERAUSTRIA",1990,0,0.4587074
"2310","HADERSDORF-KAMMERN","LOWERAUSTRIA",1983,0,0.5014327
"2311","HADERSDORF-KAMMERN","LOWERAUSTRIA",1986,0,0.4574861
"2312","HADRES","LOWERAUSTRIA",1994,0,0.2826087
"2313","HADRES","LOWERAUSTRIA",1986,0,0.3137755
"2314","HADRES","LOWERAUSTRIA",1990,0,0.3272561
"2315","HADRES","LOWERAUSTRIA",1983,0,0.3624801
"2316","HAESELGEHR","TYROL",1986,1,0.1341772
"2317","HAESELGEHR","TYROL",1983,1,0.1465969
"2318","HAESELGEHR","TYROL",1994,1,0.1217391
"2319","HAESELGEHR","TYROL",1990,1,0.1478697
"2320","HAFNERBACH","LOWERAUSTRIA",1986,0,0.3229491
"2321","HAFNERBACH","LOWERAUSTRIA",1994,0,0.2959184
"2322","HAFNERBACH","LOWERAUSTRIA",1990,0,0.3432377
"2323","HAFNERBACH","LOWERAUSTRIA",1983,0,0.3675676
"2324","HAFNING/TROFAIACH","STYRIA",1983,1,0.5987599
"2325","HAFNING/TROFAIACH","STYRIA",1994,1,0.469657
"2326","HAFNING/TROFAIACH","STYRIA",1986,1,0.5436811
"2327","HAFNING/TROFAIACH","STYRIA",1990,1,0.5407079
"2328","HAGENBERG/MUEHLKREIS","UPPERAUSTRIA",1994,0,0.4014925
"2329","HAGENBERG/MUEHLKREIS","UPPERAUSTRIA",1990,0,0.5167576
"2330","HAGENBERG/MUEHLKREIS","UPPERAUSTRIA",1983,0,0.5513414
"2331","HAGENBERG/MUEHLKREIS","UPPERAUSTRIA",1986,0,0.5176175
"2332","HAGENBRUNN","LOWERAUSTRIA",1983,0,0.3878157
"2333","HAGENBRUNN","LOWERAUSTRIA",1986,0,0.3594165
"2334","HAGENBRUNN","LOWERAUSTRIA",1990,0,0.3460123
"2335","HAGENBRUNN","LOWERAUSTRIA",1994,0,0.2517564
"2336","HAIBACH/DONAU","UPPERAUSTRIA",1986,0,0.3358682
"2337","HAIBACH/DONAU","UPPERAUSTRIA",1983,0,0.359116
"2338","HAIBACH/DONAU","UPPERAUSTRIA",1994,0,0.2779188
"2339","HAIBACH/DONAU","UPPERAUSTRIA",1990,0,0.3508982
"2340","HAIBACH/MUEHLKREIS","UPPERAUSTRIA",1983,0,0.2590362
"2341","HAIBACH/MUEHLKREIS","UPPERAUSTRIA",1994,0,0.2482599
"2342","HAIBACH/MUEHLKREIS","UPPERAUSTRIA",1990,0,0.2473958
"2343","HAIBACH/MUEHLKREIS","UPPERAUSTRIA",1986,0,0.238764
"2344","HAIDERSHOFEN","LOWERAUSTRIA",1994,0,0.2918919
"2345","HAIDERSHOFEN","LOWERAUSTRIA",1990,0,0.3270886
"2346","HAIDERSHOFEN","LOWERAUSTRIA",1986,0,0.3186528
"2347","HAIDERSHOFEN","LOWERAUSTRIA",1983,0,0.3800758
"2348","HAIGERMOOS","UPPERAUSTRIA",1990,0,0.1686747
"2349","HAIGERMOOS","UPPERAUSTRIA",1986,0,0.2148438
"2350","HAIGERMOOS","UPPERAUSTRIA",1983,0,0.229572
"2351","HAIGERMOOS","UPPERAUSTRIA",1994,0,0.1538462
"2352","HAIMING","TYROL",1983,1,0.3901071
"2353","HAIMING","TYROL",1986,1,0.3310745
"2354","HAIMING","TYROL",1994,1,0.3146402
"2355","HAIMING","TYROL",1990,1,0.3505155
"2356","HAINBURG/DONAU","LOWERAUSTRIA",1994,0,0.352459
"2357","HAINBURG/DONAU","LOWERAUSTRIA",1990,0,0.4597571
"2358","HAINBURG/DONAU","LOWERAUSTRIA",1986,0,0.4319916
"2359","HAINBURG/DONAU","LOWERAUSTRIA",1983,0,0.4941549
"2360","HAINERSDORF","STYRIA",1983,1,0.2016985
"2361","HAINERSDORF","STYRIA",1990,1,0.1608961
"2362","HAINERSDORF","STYRIA",1994,1,0.1185345
"2363","HAINERSDORF","STYRIA",1986,1,0.1610338
"2364","HAINFELD","LOWERAUSTRIA",1986,0,0.516129
"2365","HAINFELD","LOWERAUSTRIA",1990,0,0.5192226
"2366","HAINFELD","LOWERAUSTRIA",1994,0,0.4511344
"2367","HAINFELD","LOWERAUSTRIA",1983,0,0.5489796
"2368","HAINSDORF/SCHWARZAUTAL","STYRIA",1983,1,0.1688889
"2369","HAINSDORF/SCHWARZAUTAL","STYRIA",1994,1,0.1317073
"2370","HAINSDORF/SCHWARZAUTAL","STYRIA",1990,1,0.1741294
"2371","HAINSDORF/SCHWARZAUTAL","STYRIA",1986,1,0.1390135
"2372","HAINZENBERG","TYROL",1990,1,0.2624585
"2373","HAINZENBERG","TYROL",1986,1,0.2414966
"2374","HAINZENBERG","TYROL",1983,1,0.2458333
"2375","HAINZENBERG","TYROL",1994,1,0.2269231
"2376","HALBENRAIN","STYRIA",1994,1,0.1763323
"2377","HALBENRAIN","STYRIA",1986,1,0.2544248
"2378","HALBENRAIN","STYRIA",1990,1,0.2253521
"2379","HALBENRAIN","STYRIA",1983,1,0.2952968
"2380","HALBTURN","BURGENLAND",1986,0,0.4149766
"2381","HALBTURN","BURGENLAND",1983,0,0.440094
"2382","HALBTURN","BURGENLAND",1994,0,0.2887828
"2383","HALBTURN","BURGENLAND",1990,0,0.4234234
"2384","HALL","STYRIA",1986,1,0.5149182
"2385","HALL","STYRIA",1994,1,0.4458599
"2386","HALL","STYRIA",1990,1,0.5143885
"2387","HALL","STYRIA",1983,1,0.5864198
"2388","HALLSTATT","UPPERAUSTRIA",1994,0,0.5439394
"2389","HALLSTATT","UPPERAUSTRIA",1983,0,0.5960526
"2390","HALLSTATT","UPPERAUSTRIA",1986,0,0.5566167
"2391","HALLSTATT","UPPERAUSTRIA",1990,0,0.5500686
"2392","HALLTAL","STYRIA",1983,1,0.5192308
"2393","HALLTAL","STYRIA",1986,1,0.4242424
"2394","HALLTAL","STYRIA",1994,1,0.3167939
"2395","HALLTAL","STYRIA",1990,1,0.3963636
"2396","HALLWANG","SALZBURG",1983,0,0.3742479
"2397","HALLWANG","SALZBURG",1994,0,0.2774158
"2398","HALLWANG","SALZBURG",1986,0,0.3391916
"2399","HALLWANG","SALZBURG",1990,0,0.3305834
"2400","HANDENBERG","UPPERAUSTRIA",1983,0,0.2480106
"2401","HANDENBERG","UPPERAUSTRIA",1990,0,0.2237017
"2402","HANDENBERG","UPPERAUSTRIA",1994,0,0.2081006
"2403","HANDENBERG","UPPERAUSTRIA",1986,0,0.2103896
"2404","HANNERSDORF","BURGENLAND",1994,0,0.5082781
"2405","HANNERSDORF","BURGENLAND",1990,0,0.5
"2406","HANNERSDORF","BURGENLAND",1986,0,0.4855769
"2407","HANNERSDORF","BURGENLAND",1983,0,0.484472
"2408","HARD","VORARLBERG",1990,1,0.3686049
"2409","HARD","VORARLBERG",1983,1,0.372903
"2410","HARD","VORARLBERG",1986,1,0.3376348
"2411","HARD","VORARLBERG",1994,1,0.2838485
"2412","HARDEGG","LOWERAUSTRIA",1983,0,0.3380634
"2413","HARDEGG","LOWERAUSTRIA",1994,0,0.2702703
"2414","HARDEGG","LOWERAUSTRIA",1986,0,0.3072072
"2415","HARDEGG","LOWERAUSTRIA",1990,0,0.3508443
"2416","HARGELSBERG","UPPERAUSTRIA",1986,0,0.3561151
"2417","HARGELSBERG","UPPERAUSTRIA",1990,0,0.3667263
"2418","HARGELSBERG","UPPERAUSTRIA",1983,0,0.4060721
"2419","HARGELSBERG","UPPERAUSTRIA",1994,0,0.3269565
"2420","HARINGSEE","LOWERAUSTRIA",1986,0,0.3535188
"2421","HARINGSEE","LOWERAUSTRIA",1994,0,0.2986217
"2422","HARINGSEE","LOWERAUSTRIA",1983,0,0.3853211
"2423","HARINGSEE","LOWERAUSTRIA",1990,0,0.3573825
"2424","HARMANNSDORF","LOWERAUSTRIA",1994,0,0.2508345
"2425","HARMANNSDORF","LOWERAUSTRIA",1986,0,0.3059589
"2426","HARMANNSDORF","LOWERAUSTRIA",1983,0,0.3328275
"2427","HARMANNSDORF","LOWERAUSTRIA",1990,0,0.3202387
"2428","HART/GRAZ","STYRIA",1994,1,0.373516
"2429","HART/GRAZ","STYRIA",1990,1,0.4817162
"2430","HART/GRAZ","STYRIA",1986,1,0.4640634
"2431","HART/GRAZ","STYRIA",1983,1,0.5551623
"2432","HART/ZILLERTAL","TYROL",1994,1,0.1974638
"2433","HART/ZILLERTAL","TYROL",1990,1,0.2426127
"2434","HART/ZILLERTAL","TYROL",1983,1,0.2283105
"2435","HART/ZILLERTAL","TYROL",1986,1,0.2078313
"2436","HARTBERG UMGEBUNG","STYRIA",1983,1,0.1278261
"2437","HARTBERG UMGEBUNG","STYRIA",1994,1,0.1296151
"2438","HARTBERG UMGEBUNG","STYRIA",1986,1,0.1221122
"2439","HARTBERG UMGEBUNG","STYRIA",1990,1,0.1617188
"2440","HARTKIRCHEN","UPPERAUSTRIA",1983,0,0.3583545
"2441","HARTKIRCHEN","UPPERAUSTRIA",1994,0,0.2888087
"2442","HARTKIRCHEN","UPPERAUSTRIA",1986,0,0.3535313
"2443","HARTKIRCHEN","UPPERAUSTRIA",1990,0,0.3426344
"2444","HARTL","STYRIA",1986,1,0.1445783
"2445","HARTL","STYRIA",1983,1,0.1871227
"2446","HARTL","STYRIA",1990,1,0.1240157
"2447","HARTL","STYRIA",1994,1,0.1054688
"2448","HASLACH/MUEHL","UPPERAUSTRIA",1983,0,0.4171429
"2449","HASLACH/MUEHL","UPPERAUSTRIA",1990,0,0.4023128
"2450","HASLACH/MUEHL","UPPERAUSTRIA",1986,0,0.3789773
"2451","HASLACH/MUEHL","UPPERAUSTRIA",1994,0,0.3562071
"2452","HASLAU-MARIA ELLEND","LOWERAUSTRIA",1990,0,0.5295775
"2453","HASLAU-MARIA ELLEND","LOWERAUSTRIA",1983,0,0.5672514
"2454","HASLAU-MARIA ELLEND","LOWERAUSTRIA",1994,0,0.4245881
"2455","HASLAU-MARIA ELLEND","LOWERAUSTRIA",1986,0,0.4978724
"2456","HASLAU/BIRKFELD","STYRIA",1994,1,0.44
"2457","HASLAU/BIRKFELD","STYRIA",1986,1,0.5218855
"2458","HASLAU/BIRKFELD","STYRIA",1983,1,0.5270758
"2459","HASLAU/BIRKFELD","STYRIA",1990,1,0.4788274
"2460","HATTING","TYROL",1986,1,0.3548085
"2461","HATTING","TYROL",1990,1,0.3489649
"2462","HATTING","TYROL",1983,1,0.4253101
"2463","HATTING","TYROL",1994,1,0.2727273
"2464","HATZENDORF","STYRIA",1990,1,0.240228
"2465","HATZENDORF","STYRIA",1986,1,0.2338843
"2466","HATZENDORF","STYRIA",1994,1,0.1938436
"2467","HATZENDORF","STYRIA",1983,1,0.2771503
"2468","HAUGSDORF","LOWERAUSTRIA",1994,0,0.3715754
"2469","HAUGSDORF","LOWERAUSTRIA",1990,0,0.4266327
"2470","HAUGSDORF","LOWERAUSTRIA",1983,0,0.3998423
"2471","HAUGSDORF","LOWERAUSTRIA",1986,0,0.3883892
"2472","HAUNOLDSTEIN","LOWERAUSTRIA",1990,0,0.4411765
"2473","HAUNOLDSTEIN","LOWERAUSTRIA",1994,0,0.388548
"2474","HAUNOLDSTEIN","LOWERAUSTRIA",1986,0,0.4426877
"2475","HAUNOLDSTEIN","LOWERAUSTRIA",1983,0,0.4950495
"2476","HAUS","STYRIA",1994,1,0.2866473
"2477","HAUS","STYRIA",1983,1,0.3649743
"2478","HAUS","STYRIA",1990,1,0.3268678
"2479","HAUS","STYRIA",1986,1,0.2959327
"2480","HAUSBRUNN","LOWERAUSTRIA",1986,0,0.6013514
"2481","HAUSBRUNN","LOWERAUSTRIA",1994,0,0.5804312
"2482","HAUSBRUNN","LOWERAUSTRIA",1990,0,0.597037
"2483","HAUSBRUNN","LOWERAUSTRIA",1983,0,0.6075778
"2484","HAUSKIRCHEN","LOWERAUSTRIA",1994,0,0.3162194
"2485","HAUSKIRCHEN","LOWERAUSTRIA",1983,0,0.4032967
"2486","HAUSKIRCHEN","LOWERAUSTRIA",1986,0,0.3963345
"2487","HAUSKIRCHEN","LOWERAUSTRIA",1990,0,0.3890187
"2488","HAUSLEITEN","LOWERAUSTRIA",1983,0,0.3168927
"2489","HAUSLEITEN","LOWERAUSTRIA",1986,0,0.2979493
"2490","HAUSLEITEN","LOWERAUSTRIA",1994,0,0.2732769
"2491","HAUSLEITEN","LOWERAUSTRIA",1990,0,0.3084516
"2492","HAUSMANNSTAETTEN","STYRIA",1986,1,0.3447725
"2493","HAUSMANNSTAETTEN","STYRIA",1983,1,0.4016393
"2494","HAUSMANNSTAETTEN","STYRIA",1990,1,0.3555718
"2495","HAUSMANNSTAETTEN","STYRIA",1994,1,0.2573688
"2496","HEIDENREICHSTEIN","LOWERAUSTRIA",1983,0,0.4692308
"2497","HEIDENREICHSTEIN","LOWERAUSTRIA",1986,0,0.5305595
"2498","HEIDENREICHSTEIN","LOWERAUSTRIA",1994,0,0.4817495
"2499","HEIDENREICHSTEIN","LOWERAUSTRIA",1990,0,0.5479452
"2500","HEILIGENBERG","UPPERAUSTRIA",1983,0,0.1296758
"2501","HEILIGENBERG","UPPERAUSTRIA",1994,0,0.0859189
"2502","HEILIGENBERG","UPPERAUSTRIA",1990,0,0.1615202
"2503","HEILIGENBERG","UPPERAUSTRIA",1986,0,0.1041162
"2504","HEILIGENBLUT","CARINTHIA",1986,1,0.3303457
