"","name","state","year","treated","socialist_voteshare"
"1","ABSAM","TYROL",1986,1,0.347607
"2","ABSAM","TYROL",1994,1,0.2723125
"3","ABSAM","TYROL",1983,1,0.4072663
"4","ABSAM","TYROL",1990,1,0.3545076
"5","ABSDORF","LOWERAUSTRIA",1990,0,0.5391949
"6","ABSDORF","LOWERAUSTRIA",1986,0,0.5165775
"7","ABSDORF","LOWERAUSTRIA",1983,0,0.528616
"8","ABSDORF","LOWERAUSTRIA",1994,0,0.4480874
"9","ABTENAU","SALZBURG",1990,0,0.3888889
"10","ABTENAU","SALZBURG",1983,0,0.4100391
"11","ABTENAU","SALZBURG",1986,0,0.3692653
"12","ABTENAU","SALZBURG",1994,0,0.3522727
"13","ACHAU","LOWERAUSTRIA",1983,0,0.6205212
"14","ACHAU","LOWERAUSTRIA",1990,0,0.5789474
"15","ACHAU","LOWERAUSTRIA",1986,0,0.5883362
"16","ACHAU","LOWERAUSTRIA",1994,0,0.4408451
"17","ACHENKIRCH","TYROL",1983,1,0.3193202
"18","ACHENKIRCH","TYROL",1994,1,0.2398058
"19","ACHENKIRCH","TYROL",1986,1,0.2428571
"20","ACHENKIRCH","TYROL",1990,1,0.268501
"21","ADERKLAA","LOWERAUSTRIA",1994,0,0.030303
"22","ADERKLAA","LOWERAUSTRIA",1983,0,0.075
"23","ADERKLAA","LOWERAUSTRIA",1990,0,0.0578512
"24","ADERKLAA","LOWERAUSTRIA",1986,0,0.0672269
"25","ADLWANG","UPPERAUSTRIA",1986,0,0.2369427
"26","ADLWANG","UPPERAUSTRIA",1983,0,0.2777053
"27","ADLWANG","UPPERAUSTRIA",1994,0,0.1689977
"28","ADLWANG","UPPERAUSTRIA",1990,0,0.2575058
"29","ADMONT","STYRIA",1983,1,0.5579268
"30","ADMONT","STYRIA",1994,1,0.4201586
"31","ADMONT","STYRIA",1990,1,0.5061728
"32","ADMONT","STYRIA",1986,1,0.5115325
"33","ADNET","SALZBURG",1990,0,0.380748
"34","ADNET","SALZBURG",1983,0,0.4191951
"35","ADNET","SALZBURG",1986,0,0.3705674
"36","ADNET","SALZBURG",1994,0,0.2924791
"37","AFIESL","UPPERAUSTRIA",1994,0,0.2614108
"38","AFIESL","UPPERAUSTRIA",1990,0,0.3884615
"39","AFIESL","UPPERAUSTRIA",1986,0,0.3176471
"40","AFIESL","UPPERAUSTRIA",1983,0,0.3415638
"41","AFLENZ LAND","STYRIA",1994,1,0.3870387
"42","AFLENZ LAND","STYRIA",1983,1,0.5473485
"43","AFLENZ LAND","STYRIA",1990,1,0.4568889
"44","AFLENZ LAND","STYRIA",1986,1,0.4919065
"45","AGGSBACH","LOWERAUSTRIA",1983,0,0.5576132
"46","AGGSBACH","LOWERAUSTRIA",1994,0,0.4576659
"47","AGGSBACH","LOWERAUSTRIA",1990,0,0.55
"48","AGGSBACH","LOWERAUSTRIA",1986,0,0.5683761
"49","AHORN","UPPERAUSTRIA",1994,0,0.1962617
"50","AHORN","UPPERAUSTRIA",1986,0,0.2418301
"51","AHORN","UPPERAUSTRIA",1983,0,0.2363014
"52","AHORN","UPPERAUSTRIA",1990,0,0.2664671
"53","AIBL","STYRIA",1983,1,0.4414946
"54","AIBL","STYRIA",1990,1,0.3590476
"55","AIBL","STYRIA",1986,1,0.3662109
"56","AIBL","STYRIA",1994,1,0.3124378
"57","AICH","STYRIA",1983,1,0.3208431
"58","AICH","STYRIA",1990,1,0.2893519
"59","AICH","STYRIA",1994,1,0.2182628
"60","AICH","STYRIA",1986,1,0.2822967
"61","AICHKIRCHEN","UPPERAUSTRIA",1990,0,0.1517241
"62","AICHKIRCHEN","UPPERAUSTRIA",1994,0,0.1456954
"63","AICHKIRCHEN","UPPERAUSTRIA",1986,0,0.1423611
"64","AICHKIRCHEN","UPPERAUSTRIA",1983,0,0.1627119
"65","AIGEN/ENNSTAL","STYRIA",1983,1,0.5116434
"66","AIGEN/ENNSTAL","STYRIA",1994,1,0.3322497
"67","AIGEN/ENNSTAL","STYRIA",1986,1,0.442602
"68","AIGEN/ENNSTAL","STYRIA",1990,1,0.4152271
"69","AIGEN/MUEHLKREIS","UPPERAUSTRIA",1986,0,0.3107296
"70","AIGEN/MUEHLKREIS","UPPERAUSTRIA",1983,0,0.3506045
"71","AIGEN/MUEHLKREIS","UPPERAUSTRIA",1990,0,0.3279279
"72","AIGEN/MUEHLKREIS","UPPERAUSTRIA",1994,0,0.2960526
"73","AISTERSHEIM","UPPERAUSTRIA",1983,0,0.3309524
"74","AISTERSHEIM","UPPERAUSTRIA",1994,0,0.2346939
"75","AISTERSHEIM","UPPERAUSTRIA",1990,0,0.3224181
"76","AISTERSHEIM","UPPERAUSTRIA",1986,0,0.3269231
"77","ALBECK","CARINTHIA",1983,1,0.4026163
"78","ALBECK","CARINTHIA",1990,1,0.3381295
"79","ALBECK","CARINTHIA",1986,1,0.3806276
"80","ALBECK","CARINTHIA",1994,1,0.2789634
"81","ALBERNDORF/PULKAUTAL","LOWERAUSTRIA",1986,0,0.3762136
"82","ALBERNDORF/PULKAUTAL","LOWERAUSTRIA",1994,0,0.3357488
"83","ALBERNDORF/PULKAUTAL","LOWERAUSTRIA",1983,0,0.4554456
"84","ALBERNDORF/PULKAUTAL","LOWERAUSTRIA",1990,0,0.423445
"85","ALBERNDORF/RIEDMARK","UPPERAUSTRIA",1983,0,0.3293627
"86","ALBERNDORF/RIEDMARK","UPPERAUSTRIA",1990,0,0.3055118
"87","ALBERNDORF/RIEDMARK","UPPERAUSTRIA",1986,0,0.2978022
"88","ALBERNDORF/RIEDMARK","UPPERAUSTRIA",1994,0,0.2722748
"89","ALBERSCHWENDE","VORARLBERG",1986,1,0.0943276
"90","ALBERSCHWENDE","VORARLBERG",1994,1,0.081363
"91","ALBERSCHWENDE","VORARLBERG",1983,1,0.1005326
"92","ALBERSCHWENDE","VORARLBERG",1990,1,0.1233886
"93","ALBERSDORF-PREBUCH","STYRIA",1994,1,0.2448133
"94","ALBERSDORF-PREBUCH","STYRIA",1983,1,0.3640212
"95","ALBERSDORF-PREBUCH","STYRIA",1986,1,0.3085774
"96","ALBERSDORF-PREBUCH","STYRIA",1990,1,0.3008048
"97","ALBRECHTSBERG/GR.KREMS","LOWERAUSTRIA",1986,0,0.3510101
"98","ALBRECHTSBERG/GR.KREMS","LOWERAUSTRIA",1994,0,0.2961433
"99","ALBRECHTSBERG/GR.KREMS","LOWERAUSTRIA",1983,0,0.3963731
"100","ALBRECHTSBERG/GR.KREMS","LOWERAUSTRIA",1990,0,0.3595041
"101","ALDRANS","TYROL",1990,1,0.1924975
"102","ALDRANS","TYROL",1994,1,0.1431557
"103","ALDRANS","TYROL",1986,1,0.1993671
"104","ALDRANS","TYROL",1983,1,0.2370787
"105","ALKOVEN","UPPERAUSTRIA",1983,0,0.593962
"106","ALKOVEN","UPPERAUSTRIA",1994,0,0.4449223
"107","ALKOVEN","UPPERAUSTRIA",1990,0,0.5357143
"108","ALKOVEN","UPPERAUSTRIA",1986,0,0.5430418
"109","ALLAND","LOWERAUSTRIA",1990,0,0.4096199
"110","ALLAND","LOWERAUSTRIA",1983,0,0.4632637
"111","ALLAND","LOWERAUSTRIA",1986,0,0.4168656
"112","ALLAND","LOWERAUSTRIA",1994,0,0.3288217
"113","ALLENTSTEIG","LOWERAUSTRIA",1983,0,0.3560948
"114","ALLENTSTEIG","LOWERAUSTRIA",1990,0,0.3298137
"115","ALLENTSTEIG","LOWERAUSTRIA",1986,0,0.3261877
"116","ALLENTSTEIG","LOWERAUSTRIA",1994,0,0.2758621
"117","ALLERHEILIGEN/MUEHLKREIS","UPPERAUSTRIA",1983,0,0.4130435
"118","ALLERHEILIGEN/MUEHLKREIS","UPPERAUSTRIA",1990,0,0.387292
"119","ALLERHEILIGEN/MUEHLKREIS","UPPERAUSTRIA",1994,0,0.3478261
"120","ALLERHEILIGEN/MUEHLKREIS","UPPERAUSTRIA",1986,0,0.3941177
"121","ALLERHEILIGEN/MUERZTAL","STYRIA",1990,1,0.5446361
"122","ALLERHEILIGEN/MUERZTAL","STYRIA",1994,1,0.455467
"123","ALLERHEILIGEN/MUERZTAL","STYRIA",1986,1,0.5453184
"124","ALLERHEILIGEN/MUERZTAL","STYRIA",1983,1,0.5438461
"125","ALLERHEILIGEN/WILDON","STYRIA",1983,1,0.2487624
"126","ALLERHEILIGEN/WILDON","STYRIA",1986,1,0.2179803
"127","ALLERHEILIGEN/WILDON","STYRIA",1990,1,0.2456576
"128","ALLERHEILIGEN/WILDON","STYRIA",1994,1,0.2065344
"129","ALLHAMING","UPPERAUSTRIA",1983,0,0.304038
"130","ALLHAMING","UPPERAUSTRIA",1990,0,0.3307241
"131","ALLHAMING","UPPERAUSTRIA",1986,0,0.3058568
"132","ALLHAMING","UPPERAUSTRIA",1994,0,0.2900188
"133","ALLHARTSBERG","LOWERAUSTRIA",1986,0,0.2309179
"134","ALLHARTSBERG","LOWERAUSTRIA",1983,0,0.2552343
"135","ALLHARTSBERG","LOWERAUSTRIA",1994,0,0.2296564
"136","ALLHARTSBERG","LOWERAUSTRIA",1990,0,0.2637979
"137","ALPBACH","TYROL",1983,1,0.0799347
"138","ALPBACH","TYROL",1986,1,0.0634417
"139","ALPBACH","TYROL",1994,1,0.0862832
"140","ALPBACH","TYROL",1990,1,0.1302652
"141","ALSERGRUND","VIENNA",1986,0,0.4092937
"142","ALSERGRUND","VIENNA",1990,0,0.3969083
"143","ALSERGRUND","VIENNA",1983,0,0.4430855
"144","ALSERGRUND","VIENNA",1994,0,0.2858247
"145","ALTACH","VORARLBERG",1986,1,0.2448576
"146","ALTACH","VORARLBERG",1990,1,0.2680451
"147","ALTACH","VORARLBERG",1983,1,0.2335004
"148","ALTACH","VORARLBERG",1994,1,0.1849785
"149","ALTAUSSEE","STYRIA",1994,1,0.499554
"150","ALTAUSSEE","STYRIA",1990,1,0.5833333
"151","ALTAUSSEE","STYRIA",1983,1,0.6072555
"152","ALTAUSSEE","STYRIA",1986,1,0.5646481
"153","ALTENBERG/LINZ","UPPERAUSTRIA",1983,0,0.2678971
"154","ALTENBERG/LINZ","UPPERAUSTRIA",1986,0,0.2383749
"155","ALTENBERG/LINZ","UPPERAUSTRIA",1994,0,0.2123227
"156","ALTENBERG/LINZ","UPPERAUSTRIA",1990,0,0.2546763
"157","ALTENBERG/RAX","STYRIA",1986,1,0.4344262
"158","ALTENBERG/RAX","STYRIA",1983,1,0.5042373
"159","ALTENBERG/RAX","STYRIA",1990,1,0.4713656
"160","ALTENBERG/RAX","STYRIA",1994,1,0.3852814
"161","ALTENBURG","LOWERAUSTRIA",1986,0,0.2740899
"162","ALTENBURG","LOWERAUSTRIA",1994,0,0.2147368
"163","ALTENBURG","LOWERAUSTRIA",1990,0,0.2881002
"164","ALTENBURG","LOWERAUSTRIA",1983,0,0.286036
"165","ALTENDORF","LOWERAUSTRIA",1994,0,0.2052632
"166","ALTENDORF","LOWERAUSTRIA",1986,0,0.2342857
"167","ALTENDORF","LOWERAUSTRIA",1990,0,0.1988636
"168","ALTENDORF","LOWERAUSTRIA",1983,0,0.2576687
"169","ALTENFELDEN","UPPERAUSTRIA",1990,0,0.3375594
"170","ALTENFELDEN","UPPERAUSTRIA",1994,0,0.2585404
"171","ALTENFELDEN","UPPERAUSTRIA",1983,0,0.3314607
"172","ALTENFELDEN","UPPERAUSTRIA",1986,0,0.3140365
"173","ALTENMARKT/FUERSTENFELD","STYRIA",1983,1,0.2642045
"174","ALTENMARKT/FUERSTENFELD","STYRIA",1986,1,0.2166018
"175","ALTENMARKT/FUERSTENFELD","STYRIA",1994,1,0.2223667
"176","ALTENMARKT/FUERSTENFELD","STYRIA",1990,1,0.231979
"177","ALTENMARKT/PONGAU","SALZBURG",1983,0,0.3016644
"178","ALTENMARKT/PONGAU","SALZBURG",1990,0,0.28
"179","ALTENMARKT/PONGAU","SALZBURG",1986,0,0.2669571
"180","ALTENMARKT/PONGAU","SALZBURG",1994,0,0.2279976
"181","ALTENMARKT/ST.GALLEN","STYRIA",1983,1,0.6579754
"182","ALTENMARKT/ST.GALLEN","STYRIA",1986,1,0.6231231
"183","ALTENMARKT/ST.GALLEN","STYRIA",1990,1,0.6137725
"184","ALTENMARKT/ST.GALLEN","STYRIA",1994,1,0.5700637
"185","ALTENMARKT/TRIESTING","LOWERAUSTRIA",1986,0,0.3797357
"186","ALTENMARKT/TRIESTING","LOWERAUSTRIA",1990,0,0.3502263
"187","ALTENMARKT/TRIESTING","LOWERAUSTRIA",1983,0,0.4234079
"188","ALTENMARKT/TRIESTING","LOWERAUSTRIA",1994,0,0.3091922
"189","ALTHEIM","UPPERAUSTRIA",1983,0,0.4825291
"190","ALTHEIM","UPPERAUSTRIA",1990,0,0.4569117
"191","ALTHEIM","UPPERAUSTRIA",1994,0,0.3448521
"192","ALTHEIM","UPPERAUSTRIA",1986,0,0.4335898
"193","ALTHOFEN","CARINTHIA",1986,1,0.5340625
"194","ALTHOFEN","CARINTHIA",1983,1,0.595435
"195","ALTHOFEN","CARINTHIA",1994,1,0.4648318
"196","ALTHOFEN","CARINTHIA",1990,1,0.5166774
"197","ALTLENGBACH","LOWERAUSTRIA",1983,0,0.4435675
"198","ALTLENGBACH","LOWERAUSTRIA",1994,0,0.3358569
"199","ALTLENGBACH","LOWERAUSTRIA",1986,0,0.4175334
"200","ALTLENGBACH","LOWERAUSTRIA",1990,0,0.4434483
"201","ALTLICHTENWARTH","LOWERAUSTRIA",1990,0,0.30373
"202","ALTLICHTENWARTH","LOWERAUSTRIA",1994,0,0.3015564
"203","ALTLICHTENWARTH","LOWERAUSTRIA",1983,0,0.3344156
"204","ALTLICHTENWARTH","LOWERAUSTRIA",1986,0,0.285
"205","ALTMELON","LOWERAUSTRIA",1983,0,0.3122807
"206","ALTMELON","LOWERAUSTRIA",1986,0,0.2419929
"207","ALTMELON","LOWERAUSTRIA",1990,0,0.2872727
"208","ALTMELON","LOWERAUSTRIA",1994,0,0.2038835
"209","ALTMUENSTER","UPPERAUSTRIA",1986,0,0.3991039
"210","ALTMUENSTER","UPPERAUSTRIA",1994,0,0.35625
"211","ALTMUENSTER","UPPERAUSTRIA",1990,0,0.4067919
"212","ALTMUENSTER","UPPERAUSTRIA",1983,0,0.4487295
"213","ALTSCHWENDT","UPPERAUSTRIA",1994,0,0.1312649
"214","ALTSCHWENDT","UPPERAUSTRIA",1986,0,0.1788413
"215","ALTSCHWENDT","UPPERAUSTRIA",1983,0,0.2331606
"216","ALTSCHWENDT","UPPERAUSTRIA",1990,0,0.2390244
"217","AMALIENDORF-AALFANG","LOWERAUSTRIA",1986,0,0.6981818
"218","AMALIENDORF-AALFANG","LOWERAUSTRIA",1983,0,0.7450981
"219","AMALIENDORF-AALFANG","LOWERAUSTRIA",1994,0,0.6188679
"220","AMALIENDORF-AALFANG","LOWERAUSTRIA",1990,0,0.6670702
"221","AMERING","STYRIA",1994,1,0.2299703
"222","AMERING","STYRIA",1986,1,0.2579186
"223","AMERING","STYRIA",1990,1,0.2890855
"224","AMERING","STYRIA",1983,1,0.2912
"225","AMPASS","TYROL",1986,1,0.163233
"226","AMPASS","TYROL",1990,1,0.1813726
"227","AMPASS","TYROL",1983,1,0.2450331
"228","AMPASS","TYROL",1994,1,0.1413043
"229","AMPFLWANG/HAUSRUCKWALD","UPPERAUSTRIA",1983,0,0.7176105
"230","AMPFLWANG/HAUSRUCKWALD","UPPERAUSTRIA",1994,0,0.5478562
"231","AMPFLWANG/HAUSRUCKWALD","UPPERAUSTRIA",1990,0,0.6454545
"232","AMPFLWANG/HAUSRUCKWALD","UPPERAUSTRIA",1986,0,0.6652293
"233","ANDAU","BURGENLAND",1986,0,0.6275325
"234","ANDAU","BURGENLAND",1983,0,0.6663239
"235","ANDAU","BURGENLAND",1990,0,0.5987428
"236","ANDAU","BURGENLAND",1994,0,0.5515575
"237","ANDELSBUCH","VORARLBERG",1986,1,0.0821693
"238","ANDELSBUCH","VORARLBERG",1990,1,0.1235195
"239","ANDELSBUCH","VORARLBERG",1983,1,0.0860806
"240","ANDELSBUCH","VORARLBERG",1994,1,0.0845624
"241","ANDLERSDORF","LOWERAUSTRIA",1990,0,0.2875
"242","ANDLERSDORF","LOWERAUSTRIA",1994,0,0.12
"243","ANDLERSDORF","LOWERAUSTRIA",1983,0,0.2839506
"244","ANDLERSDORF","LOWERAUSTRIA",1986,0,0.2987013
"245","ANDORF","UPPERAUSTRIA",1994,0,0.3055454
"246","ANDORF","UPPERAUSTRIA",1986,0,0.3666055
"247","ANDORF","UPPERAUSTRIA",1983,0,0.4075931
"248","ANDORF","UPPERAUSTRIA",1990,0,0.3877251
"249","ANDRICHSFURT","UPPERAUSTRIA",1986,0,0.1682464
"250","ANDRICHSFURT","UPPERAUSTRIA",1994,0,0.1326781
"251","ANDRICHSFURT","UPPERAUSTRIA",1983,0,0.1759036
"252","ANDRICHSFURT","UPPERAUSTRIA",1990,0,0.1575179
"253","ANGATH","TYROL",1994,1,0.2546296
"254","ANGATH","TYROL",1990,1,0.3621495
"255","ANGATH","TYROL",1983,1,0.496124
"256","ANGATH","TYROL",1986,1,0.4367816
"257","ANGER","STYRIA",1986,1,0.4378284
"258","ANGER","STYRIA",1990,1,0.3630252
"259","ANGER","STYRIA",1983,1,0.4502814
"260","ANGER","STYRIA",1994,1,0.358714
"261","ANGERBERG","TYROL",1990,1,0.270073
"262","ANGERBERG","TYROL",1994,1,0.2077295
"263","ANGERBERG","TYROL",1983,1,0.3380084
"264","ANGERBERG","TYROL",1986,1,0.2782956
"265","ANGERN/MARCH","LOWERAUSTRIA",1983,0,0.6026852
"266","ANGERN/MARCH","LOWERAUSTRIA",1986,0,0.590932
"267","ANGERN/MARCH","LOWERAUSTRIA",1994,0,0.5018013
"268","ANGERN/MARCH","LOWERAUSTRIA",1990,0,0.5812562
"269","ANIF","SALZBURG",1990,0,0.3374752
"270","ANIF","SALZBURG",1983,0,0.3522156
"271","ANIF","SALZBURG",1986,0,0.2910077
"272","ANIF","SALZBURG",1994,0,0.2547081
"273","ANNABERG","LOWERAUSTRIA",1990,0,0.3609672
"274","ANNABERG","LOWERAUSTRIA",1986,0,0.3181818
"275","ANNABERG","LOWERAUSTRIA",1994,0,0.3274854
"276","ANNABERG","LOWERAUSTRIA",1983,0,0.3478261
"277","ANNABERG-LUNGOETZ","SALZBURG",1983,0,0.3872
"278","ANNABERG-LUNGOETZ","SALZBURG",1986,0,0.3817904
"279","ANNABERG-LUNGOETZ","SALZBURG",1994,0,0.3563312
"280","ANNABERG-LUNGOETZ","SALZBURG",1990,0,0.3946154
"281","ANSFELDEN","UPPERAUSTRIA",1983,0,0.66788
"282","ANSFELDEN","UPPERAUSTRIA",1990,0,0.5879932
"283","ANSFELDEN","UPPERAUSTRIA",1994,0,0.4841679
"284","ANSFELDEN","UPPERAUSTRIA",1986,0,0.6017284
"285","ANTHERING","SALZBURG",1986,0,0.1985536
"286","ANTHERING","SALZBURG",1994,0,0.1762402
"287","ANTHERING","SALZBURG",1990,0,0.2265306
"288","ANTHERING","SALZBURG",1983,0,0.2346101
"289","ANTIESENHOFEN","UPPERAUSTRIA",1983,0,0.3911565
"290","ANTIESENHOFEN","UPPERAUSTRIA",1994,0,0.3241935
"291","ANTIESENHOFEN","UPPERAUSTRIA",1990,0,0.372093
"292","ANTIESENHOFEN","UPPERAUSTRIA",1986,0,0.3725806
"293","APETLON","BURGENLAND",1983,0,0.4405646
"294","APETLON","BURGENLAND",1994,0,0.4018335
"295","APETLON","BURGENLAND",1986,0,0.4209749
"296","APETLON","BURGENLAND",1990,0,0.450637
"297","APFELBERG","STYRIA",1990,1,0.6298883
"298","APFELBERG","STYRIA",1986,1,0.5873452
"299","APFELBERG","STYRIA",1994,1,0.5523416
"300","APFELBERG","STYRIA",1983,1,0.6482558
"301","ARBESBACH","LOWERAUSTRIA",1986,0,0.1320038
"302","ARBESBACH","LOWERAUSTRIA",1994,0,0.1383886
"303","ARBESBACH","LOWERAUSTRIA",1990,0,0.170709
"304","ARBESBACH","LOWERAUSTRIA",1983,0,0.1515768
"305","ARBING","UPPERAUSTRIA",1983,0,0.3382353
"306","ARBING","UPPERAUSTRIA",1990,0,0.3277635
"307","ARBING","UPPERAUSTRIA",1986,0,0.3354673
"308","ARBING","UPPERAUSTRIA",1994,0,0.3067729
"309","ARDAGGER","LOWERAUSTRIA",1983,0,0.2054348
"310","ARDAGGER","LOWERAUSTRIA",1986,0,0.1937367
"311","ARDAGGER","LOWERAUSTRIA",1994,0,0.1792453
"312","ARDAGGER","LOWERAUSTRIA",1990,0,0.2129436
"313","ARDNING","STYRIA",1983,1,0.5389972
"314","ARDNING","STYRIA",1986,1,0.4729194
"315","ARDNING","STYRIA",1994,1,0.391195
"316","ARDNING","STYRIA",1990,1,0.4799499
"317","ARNFELS","STYRIA",1994,1,0.303989
"318","ARNFELS","STYRIA",1986,1,0.3142076
"319","ARNFELS","STYRIA",1990,1,0.3444909
"320","ARNFELS","STYRIA",1983,1,0.3650568
"321","ARNOLDSTEIN","CARINTHIA",1990,1,0.5656706
"322","ARNOLDSTEIN","CARINTHIA",1983,1,0.6413274
"323","ARNOLDSTEIN","CARINTHIA",1986,1,0.5699911
"324","ARNOLDSTEIN","CARINTHIA",1994,1,0.4826818
"325","ARNREIT","UPPERAUSTRIA",1994,0,0.1428571
"326","ARNREIT","UPPERAUSTRIA",1983,0,0.1821086
"327","ARNREIT","UPPERAUSTRIA",1986,0,0.1633282
"328","ARNREIT","UPPERAUSTRIA",1990,0,0.177706
"329","ARRIACH","CARINTHIA",1994,1,0.4057673
"330","ARRIACH","CARINTHIA",1986,1,0.35
"331","ARRIACH","CARINTHIA",1990,1,0.3719447
"332","ARRIACH","CARINTHIA",1983,1,0.4215909
"333","ARTSTETTEN-POEBRING","LOWERAUSTRIA",1994,0,0.2259887
"334","ARTSTETTEN-POEBRING","LOWERAUSTRIA",1983,0,0.2796143
"335","ARTSTETTEN-POEBRING","LOWERAUSTRIA",1986,0,0.2467192
"336","ARTSTETTEN-POEBRING","LOWERAUSTRIA",1990,0,0.2632293
"337","ARZL/PITZTAL","TYROL",1994,1,0.2790869
"338","ARZL/PITZTAL","TYROL",1990,1,0.3100775
"339","ARZL/PITZTAL","TYROL",1986,1,0.275764
"340","ARZL/PITZTAL","TYROL",1983,1,0.3340724
"341","ASCHACH/DONAU","UPPERAUSTRIA",1990,0,0.4844444
"342","ASCHACH/DONAU","UPPERAUSTRIA",1994,0,0.4418938
"343","ASCHACH/DONAU","UPPERAUSTRIA",1986,0,0.5378627
"344","ASCHACH/DONAU","UPPERAUSTRIA",1983,0,0.5502459
"345","ASCHACH/STEYR","UPPERAUSTRIA",1994,0,0.2434489
"346","ASCHACH/STEYR","UPPERAUSTRIA",1986,0,0.3026927
"347","ASCHACH/STEYR","UPPERAUSTRIA",1990,0,0.2696629
"348","ASCHACH/STEYR","UPPERAUSTRIA",1983,0,0.3290258
"349","ASCHAU/ZILLERTAL","TYROL",1994,1,0.1780415
"350","ASCHAU/ZILLERTAL","TYROL",1990,1,0.2249323
"351","ASCHAU/ZILLERTAL","TYROL",1986,1,0.1914601
"352","ASCHAU/ZILLERTAL","TYROL",1983,1,0.2583942
"353","ASCHBACH-MARKT","LOWERAUSTRIA",1986,0,0.2371186
"354","ASCHBACH-MARKT","LOWERAUSTRIA",1994,0,0.2003978
"355","ASCHBACH-MARKT","LOWERAUSTRIA",1990,0,0.2530675
"356","ASCHBACH-MARKT","LOWERAUSTRIA",1983,0,0.252588
"357","ASPACH","UPPERAUSTRIA",1983,0,0.2691751
"358","ASPACH","UPPERAUSTRIA",1986,0,0.2581818
"359","ASPACH","UPPERAUSTRIA",1994,0,0.2264728
"360","ASPACH","UPPERAUSTRIA",1990,0,0.254298
"361","ASPANG-MARKT","LOWERAUSTRIA",1994,0,0.368214
"362","ASPANG-MARKT","LOWERAUSTRIA",1986,0,0.4093445
"363","ASPANG-MARKT","LOWERAUSTRIA",1983,0,0.4339237
"364","ASPANG-MARKT","LOWERAUSTRIA",1990,0,0.4340176
"365","ASPANGBERG/ST.PETER","LOWERAUSTRIA",1994,0,0.2728707
"366","ASPANGBERG/ST.PETER","LOWERAUSTRIA",1986,0,0.3297463
"367","ASPANGBERG/ST.PETER","LOWERAUSTRIA",1983,0,0.3570887
"368","ASPANGBERG/ST.PETER","LOWERAUSTRIA",1990,0,0.3415385
"369","ASPARN/ZAYA","LOWERAUSTRIA",1994,0,0.3130671
"370","ASPARN/ZAYA","LOWERAUSTRIA",1990,0,0.3863636
"371","ASPARN/ZAYA","LOWERAUSTRIA",1983,0,0.3909172
"372","ASPARN/ZAYA","LOWERAUSTRIA",1986,0,0.3957597
"373","ASPERHOFEN","LOWERAUSTRIA",1990,0,0.2152642
"374","ASPERHOFEN","LOWERAUSTRIA",1986,0,0.2163225
"375","ASPERHOFEN","LOWERAUSTRIA",1983,0,0.2262997
"376","ASPERHOFEN","LOWERAUSTRIA",1994,0,0.168744
"377","ASTEN","UPPERAUSTRIA",1990,0,0.5948851
"378","ASTEN","UPPERAUSTRIA",1983,0,0.652027
"379","ASTEN","UPPERAUSTRIA",1994,0,0.4752268
"380","ASTEN","UPPERAUSTRIA",1986,0,0.5910653
"381","ATTERSEE","UPPERAUSTRIA",1986,0,0.3741259
"382","ATTERSEE","UPPERAUSTRIA",1994,0,0.3074163
"383","ATTERSEE","UPPERAUSTRIA",1983,0,0.4049217
"384","ATTERSEE","UPPERAUSTRIA",1990,0,0.3914027
"385","ATTNANG-PUCHHEIM","UPPERAUSTRIA",1990,0,0.5404699
"386","ATTNANG-PUCHHEIM","UPPERAUSTRIA",1983,0,0.6022791
"387","ATTNANG-PUCHHEIM","UPPERAUSTRIA",1994,0,0.443525
"388","ATTNANG-PUCHHEIM","UPPERAUSTRIA",1986,0,0.5555342
"389","ATZBACH","UPPERAUSTRIA",1983,0,0.2953216
"390","ATZBACH","UPPERAUSTRIA",1990,0,0.202765
"391","ATZBACH","UPPERAUSTRIA",1994,0,0.1697531
"392","ATZBACH","UPPERAUSTRIA",1986,0,0.2104499
"393","ATZENBRUGG","LOWERAUSTRIA",1994,0,0.2623394
"394","ATZENBRUGG","LOWERAUSTRIA",1983,0,0.3542781
"395","ATZENBRUGG","LOWERAUSTRIA",1990,0,0.3130841
"396","ATZENBRUGG","LOWERAUSTRIA",1986,0,0.318484
"397","ATZESBERG","UPPERAUSTRIA",1994,0,0.0966667
"398","ATZESBERG","UPPERAUSTRIA",1990,0,0.0808081
"399","ATZESBERG","UPPERAUSTRIA",1986,0,0.0383387
"400","ATZESBERG","UPPERAUSTRIA",1983,0,0.0494297
"401","AU","VORARLBERG",1994,1,0.0587393
"402","AU","VORARLBERG",1986,1,0.0933941
"403","AU","VORARLBERG",1990,1,0.1073826
"404","AU","VORARLBERG",1983,1,0.0809859
"405","AU/LEITHABERGE","LOWERAUSTRIA",1994,0,0.2590476
"406","AU/LEITHABERGE","LOWERAUSTRIA",1986,0,0.287796
"407","AU/LEITHABERGE","LOWERAUSTRIA",1983,0,0.3264151
"408","AU/LEITHABERGE","LOWERAUSTRIA",1990,0,0.3068783
"409","AUBERG","UPPERAUSTRIA",1983,0,0.1137124
"410","AUBERG","UPPERAUSTRIA",1986,0,0.1359517
"411","AUBERG","UPPERAUSTRIA",1994,0,0.140625
"412","AUBERG","UPPERAUSTRIA",1990,0,0.1646707
"413","AUERBACH","UPPERAUSTRIA",1983,0,0.2113208
"414","AUERBACH","UPPERAUSTRIA",1986,0,0.1879433
"415","AUERBACH","UPPERAUSTRIA",1994,0,0.1725352
"416","AUERBACH","UPPERAUSTRIA",1990,0,0.2361624
"417","AUERSBACH","STYRIA",1994,1,0.1015038
