name,state,year,treated,socialist_voteshare
SELZTHAL,STYRIA,1983,1,0.8514107
GOLLING/ERLAUF,LOWERAUSTRIA,1983,0,0.8360656
SELZTHAL,STYRIA,1986,1,0.8249052
GOLLING/ERLAUF,LOWERAUSTRIA,1990,0,0.8237585
GOLLING/ERLAUF,LOWERAUSTRIA,1986,0,0.8134111
SELZTHAL,STYRIA,1990,1,0.8100264
VEITSCH,STYRIA,1983,1,0.8052147
BUERMOOS,SALZBURG,1983,0,0.803902
HIEFLAU,STYRIA,1983,1,0.7948718
BAD BLEIBERG,CARINTHIA,1983,1,0.7868043
KLEIN-NEUSIEDL,LOWERAUSTRIA,1983,0,0.7867528
ROSENTAL/KAINACH,STYRIA,1983,1,0.7866848
VORDERNBERG,STYRIA,1983,1,0.7833787
KLEIN-NEUSIEDL,LOWERAUSTRIA,1986,0,0.7772109
TRIEBEN,STYRIA,1983,1,0.776915
VEITSCH,STYRIA,1986,1,0.7749245
BAD GROSSPERTHOLZ,LOWERAUSTRIA,1983,0,0.7704812
RABENSBURG,LOWERAUSTRIA,1983,0,0.7685493
RABENSBURG,LOWERAUSTRIA,1990,0,0.7655678
KAPFENBERG,STYRIA,1983,1,0.7652881
NEUTAL,BURGENLAND,1983,0,0.7636595
EISENERZ,STYRIA,1983,1,0.76263
MUERZSTEG,STYRIA,1983,1,0.76
LIMBERG/WIES,STYRIA,1983,1,0.7571885
SELZTHAL,STYRIA,1994,1,0.7536033
MANNERSDORF/LEITHAGEBIRGE,LOWERAUSTRIA,1983,0,0.7527174
BRAND-NAGELBERG,LOWERAUSTRIA,1986,0,0.7506649
WIMPASSING/SCHWARZATALE,LOWERAUSTRIA,1983,0,0.7503817
TERNITZ,LOWERAUSTRIA,1983,0,0.7501363
VEITSCH,STYRIA,1990,1,0.7501
DIETMANNS,LOWERAUSTRIA,1983,0,0.75
RABENSBURG,LOWERAUSTRIA,1986,0,0.75
HIRTENBERG,LOWERAUSTRIA,1983,0,0.7492712
NEUTAL,BURGENLAND,1986,0,0.7473958
TRIEBEN,STYRIA,1986,1,0.7464213
NEUTAL,BURGENLAND,1990,0,0.7460938
RETZNEI,STYRIA,1983,1,0.7460318
AMALIENDORF-AALFANG,LOWERAUSTRIA,1983,0,0.7450981
THURN,TYROL,1986,1,0.7448276
BAERNBACH,STYRIA,1983,1,0.7426702
LENZIG,UPPERAUSTRIA,1983,0,0.7425204
BRUCKNEUDORF,BURGENLAND,1983,0,0.7418818
BUERMOOS,SALZBURG,1990,0,0.7411243
WEPPERSDORF,BURGENLAND,1983,0,0.7392013
KLEIN-NEUSIEDL,LOWERAUSTRIA,1990,0,0.7387687
LANZENDORF,LOWERAUSTRIA,1983,0,0.7378641
BRAND-NAGELBERG,LOWERAUSTRIA,1990,0,0.7344309
DIETMANNS,LOWERAUSTRIA,1990,0,0.734375
NEUFELD/LEITHA,BURGENLAND,1983,0,0.7339506
RETZNEI,STYRIA,1990,1,0.733119
BUERMOOS,SALZBURG,1986,0,0.7331081
DRASSBURG,BURGENLAND,1983,0,0.7305773
GUSSWERK,STYRIA,1983,1,0.7288256
RITZING,BURGENLAND,1983,0,0.7286586
OLBENDORF,BURGENLAND,1990,0,0.7280859
HIEFLAU,STYRIA,1986,1,0.7259979
GRAMATNEUSIEDL,LOWERAUSTRIA,1983,0,0.725552
FELIXDORF,LOWERAUSTRIA,1983,0,0.724525
KOEFLACH,STYRIA,1983,1,0.7235571
MANNERSDORF/LEITHAGEBIRGE,LOWERAUSTRIA,1986,0,0.722973
WEPPERSDORF,BURGENLAND,1986,0,0.7229508
HUETTENBERG,CARINTHIA,1983,1,0.7221206
OLBENDORF,BURGENLAND,1983,0,0.7219203
DIETMANNS,LOWERAUSTRIA,1986,0,0.720403
HOHENAU/MARCH,LOWERAUSTRIA,1983,0,0.7203729
TRIEBEN,STYRIA,1990,1,0.718275
AMPFLWANG/HAUSRUCKWALD,UPPERAUSTRIA,1983,0,0.7176105
TRAISEN,LOWERAUSTRIA,1983,0,0.7174183
LENZIG,UPPERAUSTRIA,1986,0,0.7170206
KAPFENBERG,STYRIA,1986,1,0.7162154
ST.KATHAREIN/LAMING,STYRIA,1983,1,0.715368
NIKLASDORF,STYRIA,1983,1,0.715173
RITZING,BURGENLAND,1986,0,0.7147287
EBENFURTH,LOWERAUSTRIA,1983,0,0.714009
ROSENTAL/KAINACH,STYRIA,1986,1,0.7136958
LEND,SALZBURG,1983,0,0.7135135
HOHENAU/MARCH,LOWERAUSTRIA,1986,0,0.7121076
HOHENAU/MARCH,LOWERAUSTRIA,1990,0,0.7114643
VORDERNBERG,STYRIA,1986,1,0.7113997
BAD BLEIBERG,CARINTHIA,1986,1,0.7112769
RITZING,BURGENLAND,1990,0,0.7111111
EBENFURTH,LOWERAUSTRIA,1986,0,0.7103046
EBERGASSING,LOWERAUSTRIA,1983,0,0.7100559
REICHRAMING,UPPERAUSTRIA,1983,0,0.7096248
RETZNEI,STYRIA,1986,1,0.7095709
POELS,STYRIA,1983,1,0.7092031
OBERWALTERSDORF,LOWERAUSTRIA,1983,0,0.7087609
LOIPERSBACH/BURGENLAND,BURGENLAND,1983,0,0.7087126
WEPPERSDORF,BURGENLAND,1990,0,0.7080851
NEUFELD/LEITHA,BURGENLAND,1986,0,0.7071888
RETZNEI,STYRIA,1994,1,0.7068965
MITTERNDORF/FISCHA,LOWERAUSTRIA,1983,0,0.7055838
THOERL,STYRIA,1983,1,0.7044182
LIMBERG/WIES,STYRIA,1986,1,0.7037037
GOLLING/ERLAUF,LOWERAUSTRIA,1994,0,0.703631
LEND,SALZBURG,1990,0,0.7032443
MANNERSDORF/LEITHAGEBIRGE,LOWERAUSTRIA,1990,0,0.7030928
OLBENDORF,BURGENLAND,1986,0,0.700361
ENZESFELD-LINDABRUNN,LOWERAUSTRIA,1983,0,0.7002257
ZELTWEG,STYRIA,1983,1,0.7
VEITSCH,STYRIA,1994,1,0.6998734
UNTERSIEBENBRUNN,LOWERAUSTRIA,1983,0,0.6993166
WAIDMANNSFELD,LOWERAUSTRIA,1983,0,0.6992945
PARNDORF,BURGENLAND,1983,0,0.6981841
AMALIENDORF-AALFANG,LOWERAUSTRIA,1986,0,0.6981818
SCHWECHAT,LOWERAUSTRIA,1983,0,0.6978039
NEUFELD/LEITHA,BURGENLAND,1990,0,0.697783
VOESENDORF,LOWERAUSTRIA,1983,0,0.6977704
HIEFLAU,STYRIA,1990,1,0.6973392
MARIA LANKOWITZ,STYRIA,1983,1,0.697269
RADMER,STYRIA,1983,1,0.6965409
DRASSBURG,BURGENLAND,1990,0,0.6965066
FISCHAMEND,LOWERAUSTRIA,1983,0,0.6963914
MUERZSTEG,STYRIA,1986,1,0.6958424
HIRTENBERG,LOWERAUSTRIA,1986,0,0.6952236
TRUMAU,LOWERAUSTRIA,1983,0,0.6945511
DRASSBURG,BURGENLAND,1986,0,0.6935484
WEISSENBACH/ENNS,STYRIA,1983,1,0.6905738
FOHNSDORF,STYRIA,1983,1,0.6905109
SCHATTENDORF,BURGENLAND,1983,0,0.6904494
SIMMERING,VIENNA,1983,0,0.6902851
TERNITZ,LOWERAUSTRIA,1986,0,0.6900038
GOSAU,UPPERAUSTRIA,1983,0,0.6895451
OBERTRAUN,UPPERAUSTRIA,1983,0,0.6891089
BRUCKNEUDORF,BURGENLAND,1990,0,0.6873857
HIRTENBERG,LOWERAUSTRIA,1990,0,0.6862903
BAERNBACH,STYRIA,1986,1,0.6860892
KOTTINGBRUNN,LOWERAUSTRIA,1983,0,0.6851785
LANGENSTEIN,UPPERAUSTRIA,1983,0,0.6845984
TROFAIACH,STYRIA,1983,1,0.6837494
GRUENBACH/SCHNEEBERG,LOWERAUSTRIA,1983,0,0.6831461
HUETTENBERG,CARINTHIA,1986,1,0.6821274
RIEDLINGSDORF,BURGENLAND,1983,0,0.6815035
LENZIG,UPPERAUSTRIA,1990,0,0.6812114
SOLLENAU,LOWERAUSTRIA,1983,0,0.6809154
FAVORITEN,VIENNA,1983,0,0.6803918
ROSENTAL/KAINACH,STYRIA,1990,1,0.680292
BRUCKNEUDORF,BURGENLAND,1986,0,0.6802842
FELIXDORF,LOWERAUSTRIA,1986,0,0.6802548
EBENFURTH,LOWERAUSTRIA,1990,0,0.67979
RADMER,STYRIA,1990,1,0.6795666
MITTERNDORF/FISCHA,LOWERAUSTRIA,1986,0,0.6795491
STALLHOF,STYRIA,1983,1,0.6789773
GRAMATNEUSIEDL,LOWERAUSTRIA,1986,0,0.6787401
HIRM,BURGENLAND,1983,0,0.6785714
MUERZSTEG,STYRIA,1990,1,0.6784037
WIMPASSING/SCHWARZATALE,LOWERAUSTRIA,1986,0,0.6781046
MITTERNDORF/FISCHA,LOWERAUSTRIA,1990,0,0.6777778
GUSSWERK,STYRIA,1986,1,0.6776076
TRAISEN,LOWERAUSTRIA,1986,0,0.6769481
ZELL,CARINTHIA,1990,1,0.6768293
SCHATTENDORF,BURGENLAND,1990,0,0.6765884
ROSENAU/HENGSTPASS,UPPERAUSTRIA,1983,0,0.6765249
TRIEBEN,STYRIA,1994,1,0.6755065
BRIGITTENAU,VIENNA,1983,0,0.6744227
BAD BLEIBERG,CARINTHIA,1990,1,0.6741306
VORDERNBERG,STYRIA,1990,1,0.6740968
LANZENDORF,LOWERAUSTRIA,1986,0,0.6735823
WIMPASSING/SCHWARZATALE,LOWERAUSTRIA,1990,0,0.6731278
UNTERSIEBENBRUNN,LOWERAUSTRIA,1986,0,0.6727899
SCHATTENDORF,BURGENLAND,1986,0,0.6722878
LEOPOLDSDORF,LOWERAUSTRIA,1983,0,0.6715468
GUSSWERK,STYRIA,1990,1,0.670905
NEUTAL,BURGENLAND,1994,0,0.6705427
LEOPOLDSDORF/MARCHFELDE,LOWERAUSTRIA,1983,0,0.6704774
LAVAMUEND,CARINTHIA,1983,1,0.6697613
SONNTAGBERG,LOWERAUSTRIA,1983,0,0.6696739
KOEFLACH,STYRIA,1986,1,0.6685247
ST.MICHAEL/OBERSTEIERMARK,STYRIA,1983,1,0.6682502
STRASSHOF/NORDBAHN,LOWERAUSTRIA,1983,0,0.6679951
FERNDORF,CARINTHIA,1983,1,0.6679739
ANSFELDEN,UPPERAUSTRIA,1983,0,0.66788
BERNDORF,LOWERAUSTRIA,1983,0,0.6677692
FLORIDSDORF,VIENNA,1983,0,0.6674142
AMALIENDORF-AALFANG,LOWERAUSTRIA,1990,0,0.6670702
LOIPERSBACH/BURGENLAND,BURGENLAND,1990,0,0.6666667
NEUDOERFL,BURGENLAND,1983,0,0.6666667
ST.AEGYD/NEUWALDE,LOWERAUSTRIA,1983,0,0.6666667
EISENERZ,STYRIA,1986,1,0.6663573
ANDAU,BURGENLAND,1983,0,0.6663239
SCHOENAU/TRIESTING,LOWERAUSTRIA,1983,0,0.6662694
KAISERSDORF,BURGENLAND,1990,0,0.6661654
LIMBERG/WIES,STYRIA,1990,1,0.6661515
WILDALPEN,STYRIA,1983,1,0.6659436
WILDALPEN,STYRIA,1990,1,0.6659142
LEND,SALZBURG,1994,0,0.6656948
WAIDMANNSFELD,LOWERAUSTRIA,1986,0,0.6655052
TERNITZ,LOWERAUSTRIA,1990,0,0.6653551
AMPFLWANG/HAUSRUCKWALD,UPPERAUSTRIA,1986,0,0.6652293
UNTERSIEBENBRUNN,LOWERAUSTRIA,1990,0,0.6651481
NIKLASDORF,STYRIA,1986,1,0.6644174
WILDALPEN,STYRIA,1986,1,0.6644144
DONAUSTADT,VIENNA,1983,0,0.6637232
PIBEREGG,STYRIA,1983,1,0.6634304
LOIPERSBACH/BURGENLAND,BURGENLAND,1986,0,0.6631989
REICHRAMING,UPPERAUSTRIA,1986,0,0.6629214
THOERL,STYRIA,1986,1,0.662643
STEINBRUNN,BURGENLAND,1983,0,0.6620879
NEUBERG/MUERZ,STYRIA,1983,1,0.6619048
ST.KATHAREIN/LAMING,STYRIA,1986,1,0.6618304
HORNSTEIN,BURGENLAND,1983,0,0.6609231
ST.MAREIN/MUERZTAL,STYRIA,1983,1,0.6608639
WARTBERG/MUERZTAL,STYRIA,1983,1,0.6592376
TRAISKIRCHEN,LOWERAUSTRIA,1983,0,0.6589747
ZILLINGDORF,LOWERAUSTRIA,1983,0,0.6588448
BREITENAU,LOWERAUSTRIA,1983,0,0.6587744
ALTENMARKT/ST.GALLEN,STYRIA,1983,1,0.6579754
HUETTENBERG,CARINTHIA,1990,1,0.6573948
MUEHLBACH/HOCHKOENIG,SALZBURG,1983,0,0.6570863
GRATKORN,STYRIA,1983,1,0.6568535
EISENERZ,STYRIA,1990,1,0.6563075
LUFTENBERG/DONAU,UPPERAUSTRIA,1983,0,0.6561224
BAERNBACH,STYRIA,1990,1,0.6560917
KEMETEN,BURGENLAND,1986,0,0.6550999
SCHWECHAT,LOWERAUSTRIA,1986,0,0.6546103
HIMBERG,LOWERAUSTRIA,1983,0,0.6544343
RABENSBURG,LOWERAUSTRIA,1994,0,0.6543368
LANGENSTEIN,UPPERAUSTRIA,1986,0,0.6535714
HIEFLAU,STYRIA,1994,1,0.6533666
ENNSDORF,LOWERAUSTRIA,1983,0,0.6532258
ENNSDORF,LOWERAUSTRIA,1990,0,0.6527356
SIMMERING,VIENNA,1986,0,0.6527036
RIEDLINGSDORF,BURGENLAND,1994,0,0.6524621
MARCHEGG,LOWERAUSTRIA,1983,0,0.6524123
OBERWALTERSDORF,LOWERAUSTRIA,1986,0,0.6523077
FERLACH,CARINTHIA,1983,1,0.6520298
ASTEN,UPPERAUSTRIA,1983,0,0.652027
DRASSBURG,BURGENLAND,1994,0,0.6518248
BAERNKOPF,LOWERAUSTRIA,1990,0,0.6518219
GOSAU,UPPERAUSTRIA,1986,0,0.6517928
KLINGENBACH,BURGENLAND,1983,0,0.6516291
PERNITZ,LOWERAUSTRIA,1983,0,0.6513812
KEMETEN,BURGENLAND,1983,0,0.6513026
BRAND-NAGELBERG,LOWERAUSTRIA,1994,0,0.6509919
BREITENAU,LOWERAUSTRIA,1990,0,0.6507503
WAGNA,STYRIA,1983,1,0.6505017
GRUENBACH/SCHNEEBERG,LOWERAUSTRIA,1986,0,0.6499712
HOHENBERG,LOWERAUSTRIA,1983,0,0.6499176
GRAMATNEUSIEDL,LOWERAUSTRIA,1990,0,0.6497129
EISENKAPPEL-VELLACH,CARINTHIA,1983,1,0.64945
EGGENDORF,LOWERAUSTRIA,1983,0,0.6493663
STADL-PAURA,UPPERAUSTRIA,1983,0,0.649
HIRM,BURGENLAND,1990,0,0.6484674
APFELBERG,STYRIA,1983,1,0.6482558
KEMETEN,BURGENLAND,1990,0,0.6481676
PROLEB,STYRIA,1983,1,0.6479915
LEND,SALZBURG,1986,0,0.6477585
POELS,STYRIA,1986,1,0.6477219
STINATZ,BURGENLAND,1986,0,0.6474057
SOLLENAU,LOWERAUSTRIA,1986,0,0.6473772
PARNDORF,BURGENLAND,1986,0,0.646098
SONNTAGBERG,LOWERAUSTRIA,1990,0,0.6459737
GUSSWERK,STYRIA,1994,1,0.6457811
AMPFLWANG/HAUSRUCKWALD,UPPERAUSTRIA,1990,0,0.6454545
PARSCHLUG,STYRIA,1983,1,0.6450382
GRAFENBACH-ST.VALENTIN,LOWERAUSTRIA,1983,0,0.6450247
LEOBERSDORF,LOWERAUSTRIA,1983,0,0.6448839
EBREICHSDORF,LOWERAUSTRIA,1983,0,0.6446258
TRAISEN,LOWERAUSTRIA,1990,0,0.6435854
NEUBERG/MUERZ,STYRIA,1986,1,0.6434996
KAISERSDORF,BURGENLAND,1983,0,0.6434317
NEUDAU,STYRIA,1983,1,0.6432964
KINDBERG,STYRIA,1983,1,0.6424145
RIEDLINGSDORF,BURGENLAND,1990,0,0.64222
STINATZ,BURGENLAND,1983,0,0.6421174
ST.VALENTIN,LOWERAUSTRIA,1983,0,0.6421034
KLINGENBACH,BURGENLAND,1990,0,0.6419438
BUERMOOS,SALZBURG,1994,0,0.6416862
POELFING-BRUNN,STYRIA,1983,1,0.6413633
ARNOLDSTEIN,CARINTHIA,1983,1,0.6413274
POETTSCHING,BURGENLAND,1983,0,0.6412162
ST.JAKOB/ROSENTAL,CARINTHIA,1983,1,0.6411571
RADMER,STYRIA,1986,1,0.6409861
ROHRBACH/LAFNITZ,STYRIA,1983,1,0.6406995
ST.STEFAN/LEOBEN,STYRIA,1983,1,0.640647
VOESENDORF,LOWERAUSTRIA,1986,0,0.6404976
DUERNKRUT,LOWERAUSTRIA,1986,0,0.6403743
DUERNKRUT,LOWERAUSTRIA,1983,0,0.6403622
FAVORITEN,VIENNA,1986,0,0.6399939
KAISERSDORF,BURGENLAND,1986,0,0.6396648
ENZESFELD-LINDABRUNN,LOWERAUSTRIA,1990,0,0.6393953
WALDEGG,LOWERAUSTRIA,1983,0,0.6393574
EBERGASSING,LOWERAUSTRIA,1986,0,0.6391869
LANGENSTEIN,UPPERAUSTRIA,1990,0,0.6391678
KAPFENBERG,STYRIA,1990,1,0.6391401
KOEFLACH,STYRIA,1990,1,0.6391023
POELS,STYRIA,1990,1,0.6390361
MUERZHOFEN,STYRIA,1983,1,0.6389961
STEYR (STADT),UPPERAUSTRIA,1983,0,0.6384811
SCHWERTBERG,UPPERAUSTRIA,1983,0,0.6384505
HIRM,BURGENLAND,1986,0,0.6380773
TRUMAU,LOWERAUSTRIA,1986,0,0.6376812
KALSDORF/GRAZ,STYRIA,1983,1,0.6376244
ENZESFELD-LINDABRUNN,LOWERAUSTRIA,1986,0,0.6376229
STOOB,BURGENLAND,1983,0,0.6375405
REICHRAMING,UPPERAUSTRIA,1990,0,0.6368806
BREITENAU,LOWERAUSTRIA,1986,0,0.6367403
VOESENDORF,LOWERAUSTRIA,1990,0,0.6366108
EISENKAPPEL-VELLACH,CARINTHIA,1990,1,0.6365514
MARIA LANKOWITZ,STYRIA,1986,1,0.6365218
STINATZ,BURGENLAND,1990,0,0.6364666
STEINBRUNN,BURGENLAND,1990,0,0.6363023
EBENTHAL/KAERNTEN,CARINTHIA,1983,1,0.6362597
BISCHOFSHOFEN,SALZBURG,1983,0,0.6360872
SCHATTENDORF,BURGENLAND,1994,0,0.6353145
WERNDORF,STYRIA,1983,1,0.6351852
SIMMERING,VIENNA,1990,0,0.6350223
NIKLASDORF,STYRIA,1990,1,0.6348155
ZURNDORF,BURGENLAND,1983,0,0.6346892
ERLACH,LOWERAUSTRIA,1983,0,0.6346685
EBERGASSING,LOWERAUSTRIA,1990,0,0.6342891
MAUTHAUSEN,UPPERAUSTRIA,1983,0,0.6340151
GAMING,LOWERAUSTRIA,1983,0,0.6339844
PARNDORF,BURGENLAND,1990,0,0.6334563
BAD GOISERN,UPPERAUSTRIA,1983,0,0.6334311
ROSENAU/HENGSTPASS,UPPERAUSTRIA,1986,0,0.6332046
RITZING,BURGENLAND,1994,0,0.6330275
FEISTRITZ/ROSENTAL,CARINTHIA,1983,1,0.6330049
SCHWADORF,LOWERAUSTRIA,1983,0,0.633
KEMATEN/YBBS,LOWERAUSTRIA,1983,0,0.6329517
OBERDORF/BURGENLAND,BURGENLAND,1983,0,0.6326241
ROSENAU/HENGSTPASS,UPPERAUSTRIA,1990,0,0.6325678
FELIXDORF,LOWERAUSTRIA,1990,0,0.6324787
SONNTAGBERG,LOWERAUSTRIA,1986,0,0.6321839
ZILLINGDORF,LOWERAUSTRIA,1990,0,0.6320755
SOLLENAU,LOWERAUSTRIA,1990,0,0.6319733
PITSCHGAU,STYRIA,1983,1,0.6318957
GRATKORN,STYRIA,1986,1,0.6316755
SCHWECHAT,LOWERAUSTRIA,1990,0,0.6316468
KLINGENBACH,BURGENLAND,1986,0,0.631512
FREILAND/DEUTSCHLANDSBERG,STYRIA,1983,1,0.6314969
BRIGITTENAU,VIENNA,1986,0,0.6311033
MARKT NEUHODIS,BURGENLAND,1983,0,0.6308244
LAAKIRCHEN,UPPERAUSTRIA,1983,0,0.6307967
FISCHAMEND,LOWERAUSTRIA,1986,0,0.6306695
STEINBRUNN,BURGENLAND,1986,0,0.630655
SIGLESS,BURGENLAND,1983,0,0.6302368
GRATWEIN,STYRIA,1983,1,0.6300971
MARCHEGG,LOWERAUSTRIA,1986,0,0.6300836
STALLHOF,STYRIA,1990,1,0.6299694
OBERWALTERSDORF,LOWERAUSTRIA,1990,0,0.629933
APFELBERG,STYRIA,1990,1,0.6298883
NEUDOERFL,BURGENLAND,1986,0,0.6296646
WILDALPEN,STYRIA,1994,1,0.62954
SCHREMS,LOWERAUSTRIA,1983,0,0.6291223
WEPPERSDORF,BURGENLAND,1994,0,0.6290323
GOSAU,UPPERAUSTRIA,1990,0,0.6289063
ZURNDORF,BURGENLAND,1986,0,0.6281952
LEOPOLDSDORF/MARCHFELDE,LOWERAUSTRIA,1986,0,0.6276392
ANDAU,BURGENLAND,1986,0,0.6275325
BERNDORF,LOWERAUSTRIA,1986,0,0.6274215
STOOB,BURGENLAND,1990,0,0.6273429
TRAUN,UPPERAUSTRIA,1983,0,0.627046
LICHTENWOERTH,LOWERAUSTRIA,1983,0,0.626797
HOHENAU/MARCH,LOWERAUSTRIA,1994,0,0.6266266
SPILLERN,LOWERAUSTRIA,1983,0,0.6265329
ZILLINGDORF,LOWERAUSTRIA,1986,0,0.6262626
WIENER NEUSTADT (STADT),LOWERAUSTRIA,1983,0,0.6260149
KLEIN-NEUSIEDL,LOWERAUSTRIA,1994,0,0.625641
MARCHTRENK,UPPERAUSTRIA,1983,0,0.6246719
PIBEREGG,STYRIA,1986,1,0.6245847
WAIDMANNSFELD,LOWERAUSTRIA,1990,0,0.6245583
RIEDLINGSDORF,BURGENLAND,1986,0,0.624498
KAISERSDORF,BURGENLAND,1994,0,0.6240822
DIETMANNS,LOWERAUSTRIA,1994,0,0.6238532
KOBERSDORF,BURGENLAND,1983,0,0.6237471
MITTERDORF/MUERZTAL,STYRIA,1983,1,0.6235425
MARKT NEUHODIS,BURGENLAND,1986,0,0.6233522
SCHIEFLING/SEE,CARINTHIA,1983,1,0.6232821
ALTENMARKT/ST.GALLEN,STYRIA,1986,1,0.6231231
PERNITZ,LOWERAUSTRIA,1986,0,0.6231071
DUERNKRUT,LOWERAUSTRIA,1990,0,0.6230295
GUNTRAMSDORF,LOWERAUSTRIA,1983,0,0.6229468
GLOGGNITZ,LOWERAUSTRIA,1983,0,0.6223952
FISCHAMEND,LOWERAUSTRIA,1990,0,0.6222222
GRATKORN,STYRIA,1990,1,0.6221704
MARIA LANKOWITZ,STYRIA,1990,1,0.6221575
GRAFENSCHACHEN,BURGENLAND,1983,0,0.6216931
OTTAKRING,VIENNA,1983,0,0.6211321
GRAFENSCHACHEN,BURGENLAND,1990,0,0.6210705
FLORIDSDORF,VIENNA,1986,0,0.6209289
SCHWARZACH/PONGAU,SALZBURG,1990,0,0.6207892
ACHAU,LOWERAUSTRIA,1983,0,0.6205212
POELFING-BRUNN,STYRIA,1986,1,0.6204545
OBERTRAUN,UPPERAUSTRIA,1986,0,0.6203523
SCHWARZACH/PONGAU,SALZBURG,1983,0,0.6203185
THOERL,STYRIA,1990,1,0.6202771
BREITENAU/HOCHLANTSCH,STYRIA,1983,1,0.6196079
SCHWADORF,LOWERAUSTRIA,1986,0,0.6194416
ROTTENMANN,STYRIA,1983,1,0.6193404
ST.PETER-FREIENSTEIN,STYRIA,1983,1,0.6192227
STADL/MUR,STYRIA,1983,1,0.6191819
AMALIENDORF-AALFANG,LOWERAUSTRIA,1994,0,0.6188679
WERNBERG,CARINTHIA,1983,1,0.61875
KRIEGLACH,STYRIA,1983,1,0.6186221
STOOB,BURGENLAND,1986,0,0.6184211
EISENKAPPEL-VELLACH,CARINTHIA,1986,1,0.6182162
FERNDORF,CARINTHIA,1986,1,0.6181584
TRAISKIRCHEN,LOWERAUSTRIA,1986,0,0.6176093
RUDOLFSHEIM-FUENFHAUS,VIENNA,1983,0,0.6173656
ST.SEBASTIAN,STYRIA,1983,1,0.617207
MARKT NEUHODIS,BURGENLAND,1990,0,0.6167315
ENNSDORF,LOWERAUSTRIA,1986,0,0.6166542
VORDERNBERG,STYRIA,1994,1,0.61623
BREITENAU,LOWERAUSTRIA,1994,0,0.6162162
PERNEGG/MUR,STYRIA,1983,1,0.6160622
POETTSCHING,BURGENLAND,1986,0,0.6160221
EISENERZ,STYRIA,1994,1,0.615961
SCHWADORF,LOWERAUSTRIA,1990,0,0.6154639
ST.GALLEN,STYRIA,1983,1,0.6154571
TRUMAU,LOWERAUSTRIA,1990,0,0.6153846
ZURNDORF,BURGENLAND,1990,0,0.6152542
WARTBERG/MUERZTAL,STYRIA,1986,1,0.6148148
ST.JAKOB/ROSENTAL,CARINTHIA,1990,1,0.6147968
OBERDORF/BURGENLAND,BURGENLAND,1990,0,0.6147427
WALDEGG,LOWERAUSTRIA,1986,0,0.6145833
MOGERSDORF,BURGENLAND,1990,0,0.6145455
WALDEGG,LOWERAUSTRIA,1990,0,0.6141257
ALTENMARKT/ST.GALLEN,STYRIA,1990,1,0.6137725
NEUBERG/MUERZ,STYRIA,1990,1,0.6137521
SCHOENAU/TRIESTING,LOWERAUSTRIA,1986,0,0.6135831
FROHNLEITEN,STYRIA,1983,1,0.613547
MEIDLING,VIENNA,1983,0,0.6134261
KEMATEN/YBBS,LOWERAUSTRIA,1990,0,0.6134185
ZELTWEG,STYRIA,1990,1,0.6133574
KRAUBATH/MUR,STYRIA,1983,1,0.6133177
SCHWERTBERG,UPPERAUSTRIA,1990,0,0.61331
KLAUS/PYHRNBAHN,UPPERAUSTRIA,1983,0,0.6131191
EBENSEE,UPPERAUSTRIA,1983,0,0.6130853
ST.KATHAREIN/LAMING,STYRIA,1990,1,0.6125
BERNDORF,LOWERAUSTRIA,1990,0,0.6122409
POTTENDORF,LOWERAUSTRIA,1983,0,0.6120614
HORNSTEIN,BURGENLAND,1990,0,0.6120422
EISENKAPPEL-VELLACH,CARINTHIA,1994,1,0.6116095
SOMMEREIN,LOWERAUSTRIA,1983,0,0.6114519
WOELLERSDORF-STEINAB.,LOWERAUSTRIA,1983,0,0.6114508
NEUDOERFL,BURGENLAND,1990,0,0.611334
FOHNSDORF,STYRIA,1986,1,0.6112676
FAVORITEN,VIENNA,1990,0,0.6111119
EGGENDORF,LOWERAUSTRIA,1986,0,0.6108165
KEMATEN/YBBS,LOWERAUSTRIA,1986,0,0.6107634
PALFAU,STYRIA,1990,1,0.6105919
ZELTWEG,STYRIA,1986,1,0.6105227
SCHREMS,LOWERAUSTRIA,1990,0,0.6103896
POETTSCHING,BURGENLAND,1990,0,0.6103806
DONAUSTADT,VIENNA,1986,0,0.6101737
PERSENBEUG-GOTTSDORF,LOWERAUSTRIA,1990,0,0.6101167
FEISTRITZ/KNITTELFELD,STYRIA,1983,1,0.6100629
TRAISKIRCHEN,LOWERAUSTRIA,1990,0,0.6098756
WILHELMSBURG,LOWERAUSTRIA,1983,0,0.6096927
ENZENREITH,LOWERAUSTRIA,1983,0,0.6094921
MUERZHOFEN,STYRIA,1986,1,0.6094571
NEUDAU,STYRIA,1986,1,0.6090794
MANNERSDORF/LEITHAGEBIRGE,LOWERAUSTRIA,1994,0,0.6089965
STRASSHOF/NORDBAHN,LOWERAUSTRIA,1986,0,0.6087719
HENNERSDORF,LOWERAUSTRIA,1983,0,0.608769
MUEHLBACH/HOCHKOENIG,SALZBURG,1990,0,0.6085151
SCHWERTBERG,UPPERAUSTRIA,1986,0,0.608394
RECHNITZ,BURGENLAND,1983,0,0.6082004
LAAKIRCHEN,UPPERAUSTRIA,1990,0,0.6079836
HIMBERG,LOWERAUSTRIA,1986,0,0.6077612
HAUSBRUNN,LOWERAUSTRIA,1983,0,0.6075778
ALTAUSSEE,STYRIA,1983,1,0.6072555
SCHWARZENBACH,LOWERAUSTRIA,1983,0,0.6071887
