name,state,year,treated,socialist_voteshare
VOECKLAMARKT,UPPERAUSTRIA,1994,0,0.3037773
ALTLICHTENWARTH,LOWERAUSTRIA,1990,0,0.30373
OTTENSHEIM,UPPERAUSTRIA,1994,0,0.3037249
KRISPL,SALZBURG,1990,0,0.3036876
SCHWAZ,TYROL,1994,1,0.3035904
SONNHOFEN,STYRIA,1990,1,0.3033241
TSCHAGGUNS,VORARLBERG,1986,1,0.3033033
TSCHAGGUNS,VORARLBERG,1986,1,0.3033033
GROSSHOFEN,LOWERAUSTRIA,1986,0,0.3032544
NATTERNBACH,UPPERAUSTRIA,1994,0,0.3032028
ST.MAREIN/NEUMARKT,STYRIA,1986,1,0.3031746
BRANDENBERG,TYROL,1990,1,0.3031579
ST.ANDRAE-HOECH,STYRIA,1994,1,0.303139
FROJACH-KATSCH,STYRIA,1994,1,0.3029909
HOEFEN,TYROL,1983,1,0.3029801
HOEFEN,TYROL,1983,1,0.3029801
EITZING,UPPERAUSTRIA,1990,0,0.3029557
NUSSDORF/TRAISEN,LOWERAUSTRIA,1994,0,0.3029316
MITTERDORF/RAAB,STYRIA,1994,1,0.3028765
OTTENDORF/RITTSCHEIN,STYRIA,1986,1,0.3028634
BISAMBERG,LOWERAUSTRIA,1990,0,0.3028598
GROSSWEIKERSDORF,LOWERAUSTRIA,1986,0,0.3028571
POERTSCHACH/WOERTHER SEE,CARINTHIA,1986,1,0.3027582
ASCHACH/STEYR,UPPERAUSTRIA,1986,0,0.3026927
VOELS,TYROL,1990,1,0.3026121
TELFS,TYROL,1994,1,0.3026014
WIPPENHAM,UPPERAUSTRIA,1994,0,0.3025936
STRASSBURG,CARINTHIA,1994,1,0.3025641
BRUCK-WAASEN,UPPERAUSTRIA,1983,0,0.3025526
SCHILDORN,UPPERAUSTRIA,1994,0,0.3025362
WINDIGSTEIG,LOWERAUSTRIA,1994,0,0.3024862
KIRCHBERG/WALDE,LOWERAUSTRIA,1986,0,0.3024809
BIEDERMANNSDORF,LOWERAUSTRIA,1990,0,0.3024691
PFUNDS,TYROL,1990,1,0.3024645
PFUNDS,TYROL,1990,1,0.3024645
GAWEINSTAL,LOWERAUSTRIA,1983,0,0.3024129
GUNTERSDORF,LOWERAUSTRIA,1990,0,0.302391
GROSSHARRAS,LOWERAUSTRIA,1990,0,0.3023783
BRUNNENTHAL,UPPERAUSTRIA,1990,0,0.3023736
OFFENHAUSEN,UPPERAUSTRIA,1986,0,0.3021224
LENGENFELD,LOWERAUSTRIA,1990,0,0.3020566
RAVELSBACH,LOWERAUSTRIA,1994,0,0.3019391
LIEBENAU,UPPERAUSTRIA,1990,0,0.3019344
SCHWARZENBERG/BOEHMERWALD,UPPERAUSTRIA,1986,0,0.3019324
ST.ANDRAE-HOECH,STYRIA,1986,1,0.3019183
MEHRNBACH,UPPERAUSTRIA,1986,0,0.3019018
THANNHAUSEN,STYRIA,1994,1,0.3017752
MITTERBERG,STYRIA,1986,1,0.3017241
FRASTANZ,VORARLBERG,1986,1,0.3016779
FRASTANZ,VORARLBERG,1986,1,0.3016779
ALTENMARKT/PONGAU,SALZBURG,1983,0,0.3016644
EDELSCHROTT,STYRIA,1994,1,0.3016529
WOLFSGRABEN,LOWERAUSTRIA,1986,0,0.3016158
SIEGERSDORF/HERBERSTEIN,STYRIA,1983,1,0.3015873
ALTLICHTENWARTH,LOWERAUSTRIA,1994,0,0.3015564
KIRCHSTETTEN,LOWERAUSTRIA,1994,0,0.3015544
KARRES,TYROL,1994,1,0.3015385
WIELFRESEN,STYRIA,1986,1,0.3015267
GROSSKLEIN,STYRIA,1994,1,0.3015037
GASTERN,LOWERAUSTRIA,1990,0,0.3013857
ZISTERSDORF,LOWERAUSTRIA,1986,0,0.3013313
WINDHAAG/FREISTADT,UPPERAUSTRIA,1983,0,0.301306
SECKAU,STYRIA,1983,1,0.3013049
GALLSPACH,UPPERAUSTRIA,1994,0,0.3012924
SAALBACH-HINTERGLEMM,SALZBURG,1983,0,0.3012677
LAUSSA,UPPERAUSTRIA,1990,0,0.3011889
KAINBACH,STYRIA,1990,1,0.3011858
SILZ,TYROL,1994,1,0.3011457
EHRWALD,TYROL,1990,1,0.301083
EHRWALD,TYROL,1990,1,0.301083
KIRCHDORF/TIROL,TYROL,1990,1,0.3009878
MARIA-ANZBACH,LOWERAUSTRIA,1990,0,0.3009776
ST.JAKOB/HAUS,TYROL,1994,1,0.3009404
EDT/LAMBACH,UPPERAUSTRIA,1994,0,0.3008772
PERTLSTEIN,STYRIA,1983,1,0.3008658
HINTERBRUEHL,LOWERAUSTRIA,1983,0,0.3008169
ALBERSDORF-PREBUCH,STYRIA,1990,1,0.3008048
ESCHENAU,LOWERAUSTRIA,1990,0,0.3007874
SOELL,TYROL,1983,1,0.3006329
SOELL,TYROL,1983,1,0.3006329
STENZENGREITH,STYRIA,1986,1,0.300578
PRESSBAUM,LOWERAUSTRIA,1994,0,0.3005213
NOECHLING,LOWERAUSTRIA,1994,0,0.3005008
NEIDLING,LOWERAUSTRIA,1994,0,0.3004808
EDLITZ,LOWERAUSTRIA,1990,0,0.3004695
LOCHAU,VORARLBERG,1990,1,0.3004617
LOCHAU,VORARLBERG,1990,1,0.3004617
NAINTSCH,STYRIA,1983,1,0.3004202
HELFENBERG,UPPERAUSTRIA,1983,0,0.3002833
EGGERDING,UPPERAUSTRIA,1990,0,0.3002793
BERG/ROHRBACH,UPPERAUSTRIA,1990,0,0.3001924
KAUMBERG,LOWERAUSTRIA,1983,0,0.3001842
GROSSKRUT,LOWERAUSTRIA,1990,0,0.3001761
GROSSKRUT,LOWERAUSTRIA,1986,0,0.300086
GRINZENS,TYROL,1990,1,0.3
KEMATEN/TIROL,TYROL,1986,1,0.2999223
WAIZENKIRCHEN,UPPERAUSTRIA,1983,0,0.2999113
DALAAS,VORARLBERG,1994,1,0.2998819
DALAAS,VORARLBERG,1994,1,0.2998819
ST.JOHANN/TAUERN,STYRIA,1994,1,0.2997275
RAUCHENWARTH,LOWERAUSTRIA,1990,0,0.2996743
STRASS/STEIERMARK,STYRIA,1990,1,0.2996219
ST.VEIT/INNKREIS,UPPERAUSTRIA,1986,0,0.2995951
PRESSGUTS,STYRIA,1990,1,0.2995781
SCHRUNS,VORARLBERG,1990,1,0.2995333
SCHRUNS,VORARLBERG,1990,1,0.2995333
GEORGSBERG,STYRIA,1986,1,0.2995227
KALLHAM,UPPERAUSTRIA,1994,0,0.2994859
WOLFERN,UPPERAUSTRIA,1994,0,0.2994555
LANGSCHLAG,LOWERAUSTRIA,1983,0,0.2993744
PEUERBACH,UPPERAUSTRIA,1983,0,0.2993146
VICHTENSTEIN,UPPERAUSTRIA,1986,0,0.2992328
METTMACH,UPPERAUSTRIA,1986,0,0.2991509
STRATZING,LOWERAUSTRIA,1983,0,0.2991361
SCHOENBERG/STUBAITAL,TYROL,1983,1,0.2989899
KEMATEN/INNBACH,UPPERAUSTRIA,1986,0,0.2989045
GOETTLESBRUNN-ARBESTHAL,LOWERAUSTRIA,1983,0,0.2988981
JOCHBERG,TYROL,1994,1,0.2988372
ST.NIKOLAI/SOELKTAL,STYRIA,1994,1,0.2988166
EGGELSBERG,UPPERAUSTRIA,1986,0,0.2987805
TERFENS,TYROL,1986,1,0.2987631
TERFENS,TYROL,1986,1,0.2987631
HOEFLEIN,LOWERAUSTRIA,1990,0,0.2987616
HUETTSCHLAG,SALZBURG,1983,0,0.2987288
ANDLERSDORF,LOWERAUSTRIA,1986,0,0.2987013
HARINGSEE,LOWERAUSTRIA,1994,0,0.2986217
DUNKELSTEINERWALD,LOWERAUSTRIA,1990,0,0.2986003
PATSCH,TYROL,1994,1,0.2984496
LOFER,SALZBURG,1990,0,0.2983479
NIEDERNEUKIRCHEN,UPPERAUSTRIA,1994,0,0.2983479
ST.GEORGEN/MURAU,STYRIA,1986,1,0.2983051
FEISTRITZ/WECHSEL,LOWERAUSTRIA,1986,0,0.2982955
GFOEHL,LOWERAUSTRIA,1990,0,0.2982895
GRINZENS,TYROL,1986,1,0.2982456
NUSSDORF/HAUNSBERG,SALZBURG,1983,0,0.2982456
RUSSBACH,LOWERAUSTRIA,1990,0,0.2980998
VITIS,LOWERAUSTRIA,1994,0,0.2980709
LANGKAMPFEN,TYROL,1994,1,0.2980198
HAUSLEITEN,LOWERAUSTRIA,1986,0,0.2979493
OBERNDORF/TIROL,TYROL,1994,1,0.2979146
REICHENTHAL,UPPERAUSTRIA,1990,0,0.2978723
GABLITZ,LOWERAUSTRIA,1994,0,0.2978261
PILL,TYROL,1983,1,0.2978261
PILL,TYROL,1983,1,0.2978261
LENGENFELD,LOWERAUSTRIA,1986,0,0.2978177
ALBERNDORF/RIEDMARK,UPPERAUSTRIA,1986,0,0.2978022
RIED/ZILLERTAL,TYROL,1986,1,0.2977867
RIED/ZILLERTAL,TYROL,1986,1,0.2977867
OBERDORF/HOCHEGG,STYRIA,1986,1,0.2977099
GROSSRIEDENTHAL,LOWERAUSTRIA,1990,0,0.2976744
STRANING-GRAFENBERG,LOWERAUSTRIA,1986,0,0.297479
PERCHTOLDSDORF,LOWERAUSTRIA,1990,0,0.2974273
POLLING/INNKREIS,UPPERAUSTRIA,1983,0,0.2972973
PALDAU,STYRIA,1994,1,0.2972769
EMMERSDORF/DONAU,LOWERAUSTRIA,1994,0,0.297271
GUNTERSDORF,LOWERAUSTRIA,1986,0,0.2972603
ST.ULRICH/WAASEN,STYRIA,1990,1,0.2971175
NAAS,STYRIA,1990,1,0.297066
BIBERWIER,TYROL,1990,1,0.2970588
DUERNSTEIN,LOWERAUSTRIA,1994,0,0.2969984
GROSSKIRCHHEIM,CARINTHIA,1986,1,0.2969837
GEINBERG,UPPERAUSTRIA,1990,0,0.2968961
ST.GEORGEN/GRIESKIRCHEN,UPPERAUSTRIA,1990,0,0.296875
POELLAUBERG,STYRIA,1990,1,0.296832
PUCH/WEIZ,STYRIA,1986,1,0.2967972
BIEDERMANNSDORF,LOWERAUSTRIA,1986,0,0.2967422
ST.ANDRAE/LUNGAU,SALZBURG,1994,0,0.2966507
SALZBURG-UMGEBUNG,SALZBURG,1986,0,0.2966402
SCHOENEGG,UPPERAUSTRIA,1983,0,0.2966361
SAXEN,UPPERAUSTRIA,1990,0,0.2966184
RIED/TRAUNKREIS,UPPERAUSTRIA,1983,0,0.2966038
UNSERFRAU-ALTWEITRA,LOWERAUSTRIA,1983,0,0.29653
ST.STEFAN/ROSENTAL,STYRIA,1983,1,0.2965218
BAD KLEINKIRCHHEIM,CARINTHIA,1994,1,0.2964959
SCHLEISSHEIM,UPPERAUSTRIA,1994,0,0.2962227
TAISKIRCHEN/INNKREIS,UPPERAUSTRIA,1983,0,0.2961673
ALBRECHTSBERG/GR.KREMS,LOWERAUSTRIA,1994,0,0.2961433
SCHLOSSBERG,STYRIA,1983,1,0.2960969
AIGEN/MUEHLKREIS,UPPERAUSTRIA,1994,0,0.2960526
SINABELKIRCHEN,STYRIA,1986,1,0.2959851
STEINACH/BRENNER,TYROL,1986,1,0.2959341
HAUS,STYRIA,1986,1,0.2959327
HAFNERBACH,LOWERAUSTRIA,1994,0,0.2959184
EGGERDING,UPPERAUSTRIA,1983,0,0.2958656
RADKERSBURG,STYRIA,1983,1,0.2958084
HOFKIRCHEN/TRATTNACH,UPPERAUSTRIA,1983,0,0.2957746
GROSS-ENGERSDORF,LOWERAUSTRIA,1986,0,0.2956989
ST.GEORGEN/GRIESKIRCHEN,UPPERAUSTRIA,1983,0,0.2956879
MITTERBACH/ERLAUFSEE,LOWERAUSTRIA,1990,0,0.2956731
NIEDEROEBLARN,STYRIA,1994,1,0.2955975
HEILIGENKREUZ/WAASEN,STYRIA,1983,1,0.2955556
GOETZIS,VORARLBERG,1983,1,0.2955363
GOETZIS,VORARLBERG,1983,1,0.2955363
GROSS-ENGERSDORF,LOWERAUSTRIA,1990,0,0.2955298
GOETZENS,TYROL,1986,1,0.2955044
REISSTRASSE,STYRIA,1994,1,0.2954545
PRUGGERN,STYRIA,1986,1,0.2953488
ATZBACH,UPPERAUSTRIA,1983,0,0.2953216
HALBENRAIN,STYRIA,1983,1,0.2952968
PFUNDS,TYROL,1986,1,0.2952816
PFUNDS,TYROL,1986,1,0.2952816
NEUSIEDL/ZAYA,LOWERAUSTRIA,1994,0,0.2952381
SILBERTAL,VORARLBERG,1986,1,0.2952381
ST.RUPRECHT/MURAU,STYRIA,1990,1,0.2952381
SILBERTAL,VORARLBERG,1986,1,0.2952381
GRAFENDORF/HARTBERG,STYRIA,1983,1,0.2952314
ROHR/GEBIRGE,LOWERAUSTRIA,1990,0,0.2951807
MIESENBACH,LOWERAUSTRIA,1983,0,0.2951168
GARS/KAMP,LOWERAUSTRIA,1994,0,0.2950673
STUDENZEN,STYRIA,1994,1,0.295045
ST.ULRICH/WAASEN,STYRIA,1983,1,0.295
PETTNEU/ARLBERG,TYROL,1994,1,0.2948718
PETTNEU/ARLBERG,TYROL,1994,1,0.2948718
RAMSAU/DACHSTEIN,STYRIA,1983,1,0.2947932
HELFENBERG,UPPERAUSTRIA,1986,0,0.294751
HOPFGARTEN/BRIXENTAL,TYROL,1990,1,0.2947368
ST.JOHANN/TAUERN,STYRIA,1986,1,0.2947368
HOCHBURG-ACH,UPPERAUSTRIA,1990,0,0.2947059
WIESMATH,LOWERAUSTRIA,1994,0,0.2947053
ST.PETER/JUDENBURG,STYRIA,1990,1,0.2946429
NASSEREITH,TYROL,1990,1,0.2945946
PRUTZ,TYROL,1986,1,0.2945454
PRUTZ,TYROL,1986,1,0.2945454
KRAKAUHINTERMUEHLEN,STYRIA,1983,1,0.2944984
EBEN/ACHENSEE,TYROL,1990,1,0.2944932
EBEN/ACHENSEE,TYROL,1990,1,0.2944932
ROHRBERG,TYROL,1986,1,0.2943723
ROHRBERG,TYROL,1986,1,0.2943723
KULM/WEIZ,STYRIA,1983,1,0.2943396
PULKAU,LOWERAUSTRIA,1986,0,0.2942755
BREITENFELD/RITTSCHEIN,STYRIA,1983,1,0.2942272
WUNDSCHUH,STYRIA,1986,1,0.2942238
PUCHENAU,UPPERAUSTRIA,1994,0,0.2942232
KOGLHOF,STYRIA,1983,1,0.2941903
TRIEBENDORF,STYRIA,1990,1,0.2941177
UNGERDORF,STYRIA,1990,1,0.2941177
WEIBERN,UPPERAUSTRIA,1986,0,0.2940529
POLLING/INNKREIS,UPPERAUSTRIA,1990,0,0.2940199
KIRCHBERG/DONAU,UPPERAUSTRIA,1994,0,0.29374
STUBENBERG,STYRIA,1994,1,0.2937014
DUNKELSTEINERWALD,LOWERAUSTRIA,1983,0,0.2937008
BAUMKIRCHEN,TYROL,1994,1,0.2936937
INNERE STADT,VIENNA,1990,0,0.293566
RAMSAU/ZILLERTAL,TYROL,1990,1,0.2935636
RAMSAU/ZILLERTAL,TYROL,1990,1,0.2935636
BAUMGARTENBERG,UPPERAUSTRIA,1990,0,0.2935268
STEINHAUS,UPPERAUSTRIA,1990,0,0.2935185
WEIBERN,UPPERAUSTRIA,1990,0,0.2935154
YBBSITZ,LOWERAUSTRIA,1983,0,0.2934603
WENG/INNKREIS,UPPERAUSTRIA,1983,0,0.2933833
KASTEN/BOEHEIMKIRCHEN,LOWERAUSTRIA,1983,0,0.2932127
GAMPERN,UPPERAUSTRIA,1986,0,0.2931442
GRINS,TYROL,1986,1,0.2931298
GRINS,TYROL,1986,1,0.2931298
PRESSGUTS,STYRIA,1986,1,0.2931035
BRUCK-WAASEN,UPPERAUSTRIA,1990,0,0.2930903
ST.ULRICH/STEYR,UPPERAUSTRIA,1990,0,0.2930548
TULLN/DONAU,LOWERAUSTRIA,1994,0,0.2929893
MAISSAU,LOWERAUSTRIA,1994,0,0.2929883
BAD PIRAWARTH,LOWERAUSTRIA,1994,0,0.2929807
SCHRATTENBACH,LOWERAUSTRIA,1990,0,0.2929688
HEILIGENKREUZ/WAASEN,STYRIA,1990,1,0.2929293
MARIAZELL,STYRIA,1990,1,0.2929134
DIMBACH,UPPERAUSTRIA,1983,0,0.292868
GASCHURN,VORARLBERG,1990,1,0.2927794
GASCHURN,VORARLBERG,1990,1,0.2927794
LIEBENAU,UPPERAUSTRIA,1983,0,0.2925226
GOELLERSDORF,LOWERAUSTRIA,1990,0,0.2925127
ELIXHAUSEN,SALZBURG,1986,0,0.2925019
FELDKIRCHEN/MATTINGHOFEN,UPPERAUSTRIA,1983,0,0.292482
ADNET,SALZBURG,1994,0,0.2924791
KEMATEN/TIROL,TYROL,1990,1,0.2924242
UNTERBERGLA,STYRIA,1994,1,0.2924107
ST.ANTON/JESSNITZ,LOWERAUSTRIA,1986,0,0.2924051
WEISSPRIACH,SALZBURG,1986,0,0.2923976
GURTEN,UPPERAUSTRIA,1983,0,0.29233
RADSTADT,SALZBURG,1994,0,0.2922432
SITZENBERG-REIDLING,LOWERAUSTRIA,1994,0,0.2922135
GLINZENDORF,LOWERAUSTRIA,1986,0,0.2922078
UNKEN,SALZBURG,1994,0,0.2921772
BREITENBACH/INN,TYROL,1990,1,0.292176
ST.GEORGEN/GRIESKIRCHEN,UPPERAUSTRIA,1986,0,0.2921569
FISCHBACH,STYRIA,1994,1,0.2921551
INNSBRUCK (LAND),TYROL,1986,1,0.2921325
MANNING,UPPERAUSTRIA,1990,0,0.2921109
LASSNITZ/MURAU,STYRIA,1983,1,0.2920863
WULLERSDORF,LOWERAUSTRIA,1983,0,0.2920825
PRELLENKIRCHEN,LOWERAUSTRIA,1990,0,0.2920354
MARIAPFARR,SALZBURG,1986,0,0.2919937
NAINTSCH,STYRIA,1990,1,0.2919255
HOHE WAND,LOWERAUSTRIA,1994,0,0.291918
LASBERG,UPPERAUSTRIA,1983,0,0.2918956
HAIDERSHOFEN,LOWERAUSTRIA,1994,0,0.2918919
SCHLINS,VORARLBERG,1983,1,0.2918862
SCHLINS,VORARLBERG,1983,1,0.2918862
DOBL,STYRIA,1986,1,0.2918782
STANZ/LANDECK,TYROL,1986,1,0.2918033
STANZ/LANDECK,TYROL,1986,1,0.2918033
MARKERSDORF-HAINDORF,LOWERAUSTRIA,1994,0,0.2917903
KOBLACH,VORARLBERG,1990,1,0.2917127
KOBLACH,VORARLBERG,1990,1,0.2917127
LAMPRECHTSHAUSEN,SALZBURG,1983,0,0.2916939
PASSAIL,STYRIA,1994,1,0.2916667
RETZBACH,LOWERAUSTRIA,1990,0,0.2915567
PIERBACH,UPPERAUSTRIA,1983,0,0.2915129
PUCHKIRCHEN/TRATTBERG,UPPERAUSTRIA,1986,0,0.291498
FEHRING,STYRIA,1994,1,0.2914923
SCHOENAU/MUEHLKREIS,UPPERAUSTRIA,1990,0,0.2913534
WALDZELL,UPPERAUSTRIA,1994,0,0.2912863
ZELL/PETTENFIRST,UPPERAUSTRIA,1994,0,0.2912773
GASPOLTSHOFEN,UPPERAUSTRIA,1994,0,0.2912529
GERLOS,TYROL,1986,1,0.2912205
GERLOS,TYROL,1986,1,0.2912205
AMERING,STYRIA,1983,1,0.2912
NASSEREITH,TYROL,1986,1,0.2911715
FUSCH/GROSSGLOCKNERSTR.,SALZBURG,1994,0,0.2911695
GIESSHUEBL,LOWERAUSTRIA,1990,0,0.2911084
GOESSNITZ,STYRIA,1986,1,0.2911051
SCHLIERBACH,UPPERAUSTRIA,1994,0,0.2910798
FAGGEN,TYROL,1983,1,0.2910448
FAGGEN,TYROL,1983,1,0.2910448
ANIF,SALZBURG,1986,0,0.2910077
GROSS-SCHWEINBARTH,LOWERAUSTRIA,1983,0,0.2909091
ROSSBACH,UPPERAUSTRIA,1994,0,0.2909091
ST.JOHANN-KOEPPLING,STYRIA,1994,1,0.2908903
SALZBURG (STADT),SALZBURG,1994,0,0.2908809
MINING,UPPERAUSTRIA,1994,0,0.2908805
GURTEN,UPPERAUSTRIA,1990,0,0.2908587
WEITERSFELDEN,UPPERAUSTRIA,1994,0,0.2908587
EDELSBACH/FELDBACH,STYRIA,1990,1,0.2906574
DORF/PRAM,UPPERAUSTRIA,1990,0,0.2906404
BAD WALTERSDORF,STYRIA,1983,1,0.2905629
HOFKIRCHEN/TRAUNKREIS,UPPERAUSTRIA,1994,0,0.2905501
JEGING,UPPERAUSTRIA,1986,0,0.2905405
STETTELDORF/WAGRAM,LOWERAUSTRIA,1986,0,0.2905297
EPPENSTEIN,STYRIA,1994,1,0.2905028
GROEBMING,STYRIA,1994,1,0.2904943
RIED/TRAUNKREIS,UPPERAUSTRIA,1990,0,0.2904656
BRUNNENTHAL,UPPERAUSTRIA,1986,0,0.2904564
OSTERWITZ,STYRIA,1983,1,0.2903226
RAINBACH/MUEHLKREIS,UPPERAUSTRIA,1994,0,0.290303
HOERBRANZ,VORARLBERG,1990,1,0.2903021
HOERBRANZ,VORARLBERG,1990,1,0.2903021
ST.LEONHARD/FORST,LOWERAUSTRIA,1983,0,0.2902703
ENZENKIRCHEN,UPPERAUSTRIA,1986,0,0.2901655
RETZ,LOWERAUSTRIA,1994,0,0.2901075
BREGENZ,VORARLBERG,1994,1,0.2900983
POELLAUBERG,STYRIA,1983,1,0.2900653
OBERWOELZ STADT,STYRIA,1986,1,0.2900641
SEIBERSDORF,LOWERAUSTRIA,1994,0,0.2900552
LOEDERSDORF,STYRIA,1990,1,0.2900232
ALLHAMING,UPPERAUSTRIA,1994,0,0.2900188
KULM/WEIZ,STYRIA,1986,1,0.29
EITZING,UPPERAUSTRIA,1983,0,0.2898936
LOEDERSDORF,STYRIA,1986,1,0.2898876
