commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,id,pop,pctforeign,cAdmin,cEducationCulture,cHospitalHealthInsurance,cHousing,cMainAccounts,cSocialHealth,cTrafficInfrastructure,cUtilities,delta_eSocialHealth,eAdmin,eAdminhead,eEducationCulture,eEducationhead,eHospitalHealthInsurance,eHousing,eHousinghead,eMainAccounts,g_social,eSocialhead,eTotalhead,eTrafficInfrastructure,eTraffichead,eUtilities,eUtilitieshead,esocial_head,eutilhead,lowincome,lowincome_rate,pct_runningcons_social,rAdmin,rEducationCulture,rHospitalHealthInsurance,rHousing,rMainAccounts,rSocialHealth,rTrafficInfrastructure,rUtilities,sd_share,sd_share_foreign,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,social_head,totalseats,unemp_rate,unemployed,g_social_head,lowbracket_rate,c_social_head,d_c_social_head,g_housing_head,g_admin_head,g_education_head,g_utilities_head,g_traffic_head,pct1565,crime_vtheft
Langeskov,2004,8636,70,10,1.585037231,0,0,0,0,0,4355,309,Langeskov,6309,0.029323189,0,4510,0,7867,18494,0,367,5750,1531,27419,4.346013546,62930,9.974638939,0,4493,0.712157249,231772,136383000,21.6172142,36.73672485,6899,1.093517184,-6352,-1.006815672,21.6172142,-1.006815672,2113,0.33491838,0.508319914,0,-7,0,0,-37780,-37773,0,0,0.384615391,0.01127815,0,0,3,1,0,4,0,5,0,0,0,0,0,21.6172142,13,0.030115707,190,21617214,0.048977651,15630053,14432181,712157.25,4346013.5,9974639,-1006815.688,1093517.25,0.690283716,80
Langå,2004,16794,35,15,1.795332193,0,2,2,0,0,5792,457,Langå,8355,0.027887493,0,12611,0,-3235,16481,1017,649,5439,3132,33812,4.046917915,73994,8.856253624,0,5189,0.621065259,311024,189780000,22.71454239,37.22609329,11599,1.388270497,-3350,-0.400957525,22.71454239,-0.400957525,3705,0.443447024,0.545182705,0,0,0,-7,-44462,-44455,0,0,0.411764711,0.011483085,0,0,0,1,0,7,0,7,0,0,0,0,2,22.71454239,17,0.03734291,312,22714542,0.054697786,17515500,16173129,621065.25,4046918,8856254,-400957.5,1388270.5,0.693237603,50
Ledøje-Smørum,2004,9860,120,13,1.240458012,0,0,0,0,0,7554,513,Ledøje-Smørum,10480,0.034446564,1462,15015,0,-32539,13614,16525,7430,5721,5520,54549,5.205057144,119970,11.4475193,0,4314,0.41164121,359643,174323000,16.63387489,34.31708145,13190,1.258587837,-6703,-0.639599264,16.63387489,-0.639599264,3544,0.338167936,0.428131342,0,-328,0,-104,-36338,-35906,0,0,0.13333334,0.004592875,0,0,8,0,0,4,0,2,0,1,0,0,0,16.63387489,15,0.017652672,185,16633874,0.048950382,14784542,13651469,411641.2188,5205057.5,11447519,-639599.25,1258587.75,0.720801532,133
Lejre,2004,11000,40,12,1.392919302,0,0,0,0,0,6124,479,Lejre,8615,0.026465468,2139,692,0,-14338,-1500,1444,4015,4548,10033,33943,3.939988375,85494,9.923853874,0,941,0.109228089,263458,140611000,16.32164764,30.58131218,9672,1.122692943,-7203,-0.836099803,16.32164764,-0.836099803,3607,0.418688327,0.47818771,0,-304,0,-46,-28705,-28355,0,0,0.200000003,0.005293094,0,0,0,0,0,8,0,3,1,1,0,0,2,16.32164764,15,0.018572258,160,16321648,0.055600695,13197910,12186435,109228.0938,3939988.5,9923854,-836099.8125,1122693,0.710853159,52
Lemvig,2004,37376,25,30,1.635947227,0,2,2,0,0,12405,1181,Lemvig,18338,0.026720472,911,19220,0,-401,45980,20718,860,4672,-243,64854,3.536590576,176132,9.604755402,0,9117,0.497164369,677256,417837000,22.78530884,36.93183517,19410,1.058457851,-10094,-0.550441682,22.78530884,-0.550441682,8103,0.441869348,0.548083961,0,-101,0,0,-103437,-103336,0,0,0.190476194,0.005089614,0,1,1,1,0,11,0,4,0,2,0,0,1,22.78530884,21,0.023666702,434,22785310,0.06440179,18280020,16879058,497164.3438,3536590.75,9604755,-550441.6875,1058457.875,0.6764642,55
Lunderskov,2004,7988,14,3,0.548245609,0,0,0,0,0,3691,305,Lunderskov,5472,0.025402047,0,1619,0,3665,11512,-441,5232,1437,11527,22457,4.103983879,55647,10.16940784,0,7854,1.435307026,205121,114527000,20.92964172,37.48556137,7742,1.414839149,-3106,-0.56761694,20.92964172,-0.56761694,1970,0.360014617,0.497742027,0,0,0,-62,-24871,-24809,0,0,0.230769232,0.005862011,0,0,0,0,0,5,0,3,0,0,0,0,5,20.92964172,13,0.024488304,134,20929642,0.055738304,16315241,15064857,1435307,4103984,10169408,-567616.9375,1414839.125,0.674524844,17
Lundtoft,2004,12953,27,16,2.588159084,0,2,2,0,0,4197,387,Lundtoft,6182,0.053380784,720,5508,0,-383,11940,5284,562,249,12755,29517,4.774668217,54885,8.878194809,0,1185,0.191685542,234757,143043000,23.13862801,37.97428131,8891,1.438207746,-2764,-0.447104484,23.13862801,-0.447104484,2342,0.378841788,0.537388504,0,-48,0,0,-36608,-36560,0,0,0.307692319,0.016424857,0,0,2,0,0,6,0,4,0,0,0,0,1,23.13862801,13,0.028146232,174,23138628,0.062601097,18079424,16693835,191685.5313,4774668.5,8878195,-447104.5,1438207.75,0.6789065,43
Lyngby-Taarbæk,2004,103317,264,75,1.456112742,0,5,5,0,0,34073,3154,Lyngby-Taarbæk,51507,0.058613393,9005,72570,0,-41621,99597,20738,18252,20653,69767,232482,4.513599873,506315,9.830022812,0,69390,1.347195506,2044820,1223561000,23.75523758,39.69984818,37831,0.734482706,-24759,-0.48069194,23.75523758,-0.48069194,17483,0.339429587,0.547243118,0,-1688,0,0,-234641,-232953,0,0,0.238095239,0.01395557,0,0,7,1,0,5,0,5,1,2,0,0,0,23.75523758,21,0.020055527,1033,23755238,0.061234396,19635120,18130304,1347195.5,4513600,9830023,-480691.9375,734482.6875,0.661521733,339
Læsø,2004,1327,0,2,0.91869545,0,0,0,0,0,1488,120,Læsø,2177,0.026642168,417,359,0,-66,817,88,19,0,3086,14553,6.684887409,18463,8.480937004,0,2823,1.296738625,98885,53969000,24.79053688,45.42259979,10988,5.047312737,-1911,-0.877813518,24.79053688,-0.877813518,1101,0.505741835,0.490257055,0,0,0,0,-10770,-10770,0,0,0.111111112,0.002960241,0,0,0,0,0,2,0,1,0,0,0,0,6,24.79053688,9,0.066605419,145,24790538,0.055121727,19883786,18359912,1296738.625,6684887.5,8480937,-877813.5,5047313,0.683509409,2
Løgstør,2004,25703,54,44,4.245465279,1,2,1,0,0,7104,551,Løgstør,10364,0.027306059,2000,1516,0,12799,59080,31033,6975,4757,11150,46908,4.526051521,88623,8.551041603,0,10281,0.99199152,429986,279731000,26.99064064,41.48842239,11178,1.07854116,-6735,-0.6498456,26.99064064,-0.6498456,3926,0.37881127,0.581263959,0,-10,0,0,-71180,-71170,0,0,0.263157904,0.007185805,0,0,0,0,0,11,0,5,2,1,0,0,0,26.99064064,19,0.036954843,383,26990640,0.053164802,23117908,21346174,991991.5,4526051.5,8551042,-649845.625,1078541.125,0.68544966,98
Løgumkloster,2004,10148,23,23,3.335266829,0,0,0,0,0,4583,422,Løgumkloster,6896,0.041183293,543,5870,0,-274,-1368,-10540,1803,1230,5273,29039,4.210991859,56856,8.244779587,0,4151,0.601943135,252039,155038000,22.48230934,36.54858017,9272,1.34454751,-2317,-0.335991889,22.48230934,-0.335991889,3044,0.44141531,0.547884166,0,-120,0,2,-37751,-37633,0,0,0.200000003,0.008236659,0,1,0,0,0,8,1,3,0,0,1,0,1,22.48230934,15,0.026102088,180,22482308,0.061194897,15496665,14309016,601943.125,4210992,8244779.5,-335991.875,1344547.625,0.664588153,46
Løkken-Vrå,2004,17005,45,45,5.099728107,0,1,1,0,0,5966,540,Løkken-Vrå,8824,0.023118768,0,8386,0,-1819,27720,13175,3955,4023,12374,38978,4.417271137,71362,8.087262154,0,7168,0.812330008,345843,227144000,25.74161339,39.19345093,8677,0.983340859,-7486,-0.848368108,25.74161339,-0.848368108,3914,0.443563014,0.59562856,0,0,0,-73,-52484,-52411,0,0,0.176470593,0.004079783,0,0,0,0,0,6,0,3,0,0,0,0,8,25.74161339,17,0.04385766,387,25741614,0.061196737,21295106,19663070,812330,4417271,8087262,-848368.0625,983340.875,0.676110625,90
Mariager,2004,20091,25,25,2.991862059,0,2,2,0,0,5687,515,Mariager,8356,0.022857826,164,5074,0,-457,7678,0,349,2548,13054,36830,4.40761137,72910,8.725466728,0,2099,0.251196742,326625,203500000,24.35375786,39.08868027,13741,1.644447088,-2455,-0.293800861,24.35375786,-0.293800861,3289,0.393609375,0.552853703,0,0,0,-124,-51545,-51421,0,0,0.333333343,0.007619276,0,0,3,1,0,5,0,5,0,0,0,0,1,24.35375786,15,0.034466252,288,24353758,0.061632361,18199976,16805148,251196.75,4407611.5,8725467,-293800.875,1644447.125,0.680588782,50
Maribo,2004,49740,52,37,3.355096102,0,1,1,0,0,7596,542,Maribo,11028,0.036996737,0,192,0,-488,5908,2841,1052,2311,6573,53273,4.830703735,88557,8.03019619,0,10708,0.970982969,471939,313525000,28.42990494,42.79461288,14773,1.339590192,-8897,-0.806764603,28.42990494,-0.806764603,3786,0.343307942,0.583199024,0,-76,0,0,-93425,-92776,-573,0,0.428571433,0.015855744,0,0,1,1,0,6,0,9,0,2,0,1,1,28.42990494,21,0.03318825,366,28429906,0.049147625,20274756,18720918,970982.9375,4830703.5,8030196,-806764.625,1339590.125,0.688792169,89
Marstal (-2005/2006),2004,5032,2,4,1.226617575,0,0,0,0,0,2220,197,Marstal (-2005/2006),3261,0.02238577,0,2028,0,1091,16230,6508,1624,4979,1701,19074,5.849125862,21750,6.669733047,0,1230,0.377184927,127202,84492000,25.90984344,39.00705338,3453,1.058877587,-2797,-0.857712328,25.90984344,-0.857712328,1433,0.43943575,0.598027885,0,-136,0,0,-21426,-21235,-55,0,0.181818187,0.00407014,0,0,6,0,0,2,0,2,0,0,0,0,1,25.90984344,11,0.031892058,104,25909844,0.060410917,21393744,19754148,377184.9063,5849126,6669733,-857712.375,1058877.625,0.680772781,6
Middelfart,2004,54305,85,71,3.500986099,0,1,1,0,0,14039,949,Middelfart,20280,0.029585799,0,49042,0,-16715,39006,1193,1634,3852,22174,74787,3.687721968,180399,8.895414352,0,11208,0.55266273,780992,509787000,25.13742638,38.51045227,14948,0.737080872,-10137,-0.499852061,25.13742638,-0.499852061,7910,0.390039444,0.579986572,0,-734,0,0,-137034,-136300,0,0,0.526315808,0.015571474,0,0,2,1,0,4,0,10,1,1,0,0,0,25.13742638,19,0.02948718,598,25137426,0.046794873,18475346,17059414,552662.75,3687722,8895414,-499852.0625,737080.875,0.692258358,156
Midtdjurs,2004,27353,27,15,1.943256974,0,0,0,0,0,5253,444,Midtdjurs,7719,0.022282679,740,670,0,-4259,3262,150,945,5016,18110,35491,4.597875595,73675,9.544630051,0,4709,0.610053122,322405,199925000,25.90037537,41.76771545,12194,1.579738259,-3589,-0.464956611,25.90037537,-0.464956611,3257,0.42194584,0.552977383,0,0,0,-49,-48524,-48475,0,0,0.333333343,0.00742756,0,0,0,1,0,4,0,5,0,1,0,0,4,25.90037537,15,0.03925379,303,25900376,0.057520404,19639852,18134672,610053.125,4597875.5,9544630,-464956.5938,1579738.25,0.680528581,42
Morsø,2004,53344,70,49,2.164693356,0,0,0,0,0,15269,1265,Morsø,22636,0.02102845,2115,2680,0,3983,39416,23843,3008,3787,29663,76521,3.380500078,177450,7.839282513,0,10487,0.463288575,884217,606410000,26.78962708,39.06242371,20524,0.906697273,-7175,-0.316972971,26.78962708,-0.316972971,9281,0.410010606,0.614897966,0,-795,0,0,-164896,-164101,0,0,0.428571433,0.009012192,0,0,0,0,0,8,3,9,0,0,0,0,1,26.78962708,21,0.023414031,530,26789628,0.055884432,20593390,19015132,463288.5625,3380500,7839282.5,-316972.9688,906697.3125,0.67454499,119
Munkebo,2004,16046,29,20,3.513703346,0,1,1,0,0,4004,271,Munkebo,5692,0.040934645,305,473,0,-2964,2483,241,378,4050,12394,24843,4.364546776,55479,9.746837616,0,7819,1.37368238,249659,163927000,28.79954338,43.86138535,4708,0.827125788,-7117,-1.250351429,28.79954338,-1.250351429,1951,0.342761785,0.571159899,0,0,0,0,-49743,-49743,0,0,0.692307711,0.028339369,0,0,1,0,0,2,0,9,0,1,0,0,0,28.79954338,13,0.03706957,211,28799544,0.047610682,20102776,18562118,1373682.375,4364546.5,9746838,-1250351.375,827125.8125,0.703443408,49
Møldrup,2004,16943,47,14,1.81394136,0,0,0,0,0,5118,477,Møldrup,7718,0.025783882,744,3821,0,-891,8263,612,2730,1247,9327,29749,3.854496002,63396,8.214045525,0,3723,0.48237884,267907,165221000,21.40723038,34.71197128,7661,0.992614686,-1843,-0.238792434,21.40723038,-0.238792434,3179,0.411894262,0.547482908,0,-42,0,0,-41078,-41036,0,0,0.200000003,0.005156776,0,0,1,0,0,9,0,3,0,1,0,0,1,21.40723038,15,0.024617776,190,21407230,0.061803576,16169604,14930381,482378.8438,3854496,8214045,-238792.4375,992614.6875,0.663125157,61
Møn,2004,35290,56,34,2.898303509,0,2,2,0,0,7965,657,Møn,11731,0.030005967,1729,13115,0,8584,50547,0,10111,17008,19283,55294,4.713494301,89995,7.671554089,0,9787,0.8342852,484022,325357000,27.73480606,41.26007843,11271,0.960787654,-7682,-0.654846132,27.73480606,-0.654846132,4420,0.376779467,0.600542963,0,-47,0,0,-86938,-86891,0,0,0.235294119,0.007060227,0,0,1,1,0,7,0,4,2,2,0,0,0,27.73480606,17,0.032989513,387,27734806,0.056005456,20327848,18769942,834285.25,4713494,7671554,-654846.125,960787.6875,0.678970277,90
Nakskov,2004,85385,56,70,4.653945923,1,15,14,0,0,10296,760,Nakskov,15041,0.063160695,0,386,0,-2260,80790,25639,2532,54493,12085,78444,5.215344906,115444,7.675287724,0,12261,0.815171838,763575,572354000,38.0529213,50.76623917,14791,0.983378768,-29719,-1.97586596,38.0529213,-1.97586596,5913,0.393125445,0.673614323,0,-287,0,0,-178580,-178293,0,0,0.315789461,0.019945482,0,0,1,0,0,1,0,6,0,10,0,0,1,38.0529213,19,0.044345457,667,38052924,0.050528556,27903730,25765216,815171.875,5215344.5,7675287.5,-1975866,983378.75,0.684528947,126
Nibe,2004,16438,48,17,2.080019474,0,1,1,0,0,5611,493,Nibe,8173,0.023859048,0,13419,0,-919,11125,-3893,2138,380,15596,34702,4.245931625,67000,8.197724342,0,5975,0.731065691,311696,198921000,24.33879852,38.13727951,8716,1.066438317,-3618,-0.44267711,24.33879852,-0.44267711,3261,0.398996711,0.576619029,0,-35,0,0,-45411,-45376,0,0,0.352941185,0.008420841,0,0,0,0,0,10,0,6,0,1,0,0,0,24.33879852,17,0.035237979,288,24338798,0.060320567,18310536,16907234,731065.6875,4245931.5,8197724,-442677.0938,1066438.25,0.686528802,65
Nordborg,2004,31917,50,39,2.773234606,0,0,0,0,0,9695,640,Nordborg,14063,0.033776578,0,35368,0,-1287,46159,8968,593,2517,24964,51866,3.688117743,116022,8.250160217,0,13327,0.947664082,526618,333885000,23.74208832,37.44705963,19173,1.363364816,-7655,-0.5443362,23.74208832,-0.5443362,4166,0.296238363,0.556587279,0,-244,0,0,-92510,-92266,0,0,0.529411793,0.017881719,0,0,1,1,0,5,0,9,0,1,0,0,0,23.74208832,17,0.020479271,288,23742090,0.045509495,17818886,16453264,947664.0625,3688117.75,8250160,-544336.1875,1363364.875,0.689397693,89
Nyborg,2004,61119,56,82,4.354059219,0,4,4,1,5.31E-05,13147,872,Nyborg,18833,0.039823715,0,6651,0,-13615,12615,19400,179,0,2698,77686,4.124993324,145644,7.733446598,0,19145,1.016566634,822290,562480000,29.86672401,43.66218948,17335,0.920458794,0,0,29.86672401,0,6903,0.366537452,0.607150197,0,-306,0,0,-161722,-161416,0,0,0.294117659,0.011712858,0,0,2,1,0,6,0,5,0,1,0,0,2,29.86672401,17,0.033292625,627,29866724,0.046301704,22325918,20614882,1016566.688,4124993.25,7733446.5,0,920458.75,0.698083162,138
Nykøbing-Falster,2004,94150,86,105,4.108141899,0,15,15,0,0,17892,1237,Nykøbing-Falster,25559,0.039242536,42,29587,0,7049,87523,5221,12980,32644,33659,117090,4.581165314,190415,7.450017452,0,22442,0.87804687,1086962,751903000,29.41832542,42.527565,20955,0.81986773,-15843,-0.619859934,29.41832542,-0.619859934,10475,0.409836054,0.613941967,0,0,0,0,-219064,-219064,0,0,0.238095239,0.009343461,0,0,2,1,0,2,0,5,0,2,0,0,9,29.41832542,21,0.03176963,812,29418326,0.048397824,21051684,19438304,878046.875,4581165,7450017.5,-619859.9375,819867.75,0.700027406,191
Nykøbing-Rørvig,2004,19901,32,48,6.41539669,0,0,0,0,0,5157,328,Nykøbing-Rørvig,7482,0.031809676,115,5296,0,12209,33397,7342,1348,7087,11753,34683,4.635525227,48083,6.426490307,0,6682,0.893076718,321421,230975000,30.87075615,42.95923615,9090,1.214915752,-8092,-1.081529021,30.87075615,-1.081529021,2907,0.38853249,0.656540811,0,-346,0,0,-59090,-58744,0,0,0.400000006,0.012723871,0,0,2,0,0,6,0,6,0,1,0,0,0,30.87075615,15,0.028869286,216,30870756,0.043838546,24000668,22161280,893076.6875,4635525.5,6426490,-1081529,1214915.75,0.689254224,80
Nysted,2004,14649,18,18,3.295495987,0,0,0,0,0,3760,360,Nysted,5462,0.028560966,55,0,0,214,-12400,0,320,-12989,3052,32062,5.870010853,46206,8.45953846,0,4369,0.799890161,224995,140055000,25.64170647,41.19278717,4909,0.898755014,-2606,-0.477114618,25.64170647,-0.477114618,2204,0.40351519,0.540815115,0,-11,0,0,-40039,-40028,0,0,0.266666681,0.007616258,0,0,1,1,0,3,0,4,1,0,0,0,5,25.64170647,15,0.034602709,189,25641706,0.065909922,18313256,16909746,799890.125,5870011,8459539,-477114.625,898755.0625,0.68839252,36
Næstved,2004,180811,230,163,3.402780771,0,5,5,0,0,34375,2228,Næstved,47902,0.039246794,9567,59820,0,-18529,302776,228734,17241,5943,64364,190722,3.981503963,351565,7.339255333,0,9281,0.193749741,1893837,1329524000,27.75508308,39.53565598,49006,1.02304709,-36261,-0.756982982,27.75508308,-0.756982982,16801,0.350736916,0.629260361,0,-851,0,0,-374005,-373154,0,0,0.523809552,0.020557845,0,0,2,1,0,5,0,11,0,1,0,0,1,27.75508308,21,0.026679471,1278,27755084,0.046511628,24740178,22844114,193749.7344,3981504,7339255,-756983,1023047.063,0.717610955,393
Nørager,2004,13070,53,7,1.254930019,0,0,0,0,0,3674,351,Nørager,5578,0.031373251,91,2035,0,2461,6409,69,90,1663,12014,27632,4.953746796,52017,9.325385094,0,2312,0.414485484,229858,142234000,25.49910355,41.20795822,7982,1.430978894,-2319,-0.415740401,25.49910355,-0.415740401,2304,0.413051277,0.553912222,0,0,0,-36,-33511,-33475,0,0,0.15384616,0.004826654,0,0,2,0,0,5,0,2,1,0,0,0,3,25.49910355,13,0.027608462,154,25499104,0.062925778,19510218,18014974,414485.4688,4953747,9325385,-415740.4063,1430978.875,0.658659041,60
Nørhald,2004,23900,41,6,0.693641603,0,4,4,0,0,6003,501,Nørhald,8650,0.022774566,701,364,0,2526,23293,13451,761,5490,11554,34217,3.95572257,82818,9.574335098,0,2708,0.313063592,345612,215305000,24.89075089,39.95514297,13273,1.534450889,-2709,-0.313179195,24.89075089,-0.313179195,3409,0.394104034,0.553937554,0,0,0,-274,-54099,-53825,0,0,0.466666669,0.010628131,0,0,0,0,0,8,0,7,0,0,0,0,0,24.89075089,15,0.037919074,328,24890752,0.057919074,20223236,18673348,313063.5938,3955722.5,9574335,-313179.1875,1534450.875,0.693988442,47
Nørre Aaby,2004,5983,46,15,2.764467478,0,0,0,0,0,3666,303,Nørre Aaby,5426,0.022852931,253,8128,0,3223,16265,1378,115,3168,8740,22463,4.139882088,49956,9.206782341,0,2032,0.374493182,203709,124366000,22.92038345,37.54312515,7209,1.328603029,-2317,-0.427018046,22.92038345,-0.427018046,2728,0.502764463,0.54154563,0,-115,0,3,-30887,-30775,0,0,0.400000006,0.009141172,0,0,0,1,0,6,0,6,0,0,0,0,2,22.92038345,15,0.023590121,128,22920384,0.055842239,17502580,16161199,374493.1875,4139882,9206782,-427018.0625,1328603,0.675635815,61
Nørre Alslev,2004,17903,20,20,2.095996618,0,0,0,1,0.0001048,6601,587,Nørre Alslev,9542,0.024732761,0,6648,0,2406,10167,261,-10,862,7465,35201,3.689058781,71580,7.501572132,0,6346,0.665059745,350001,230787000,24.18643951,36.68004608,11744,1.230769277,-5657,-0.592852652,24.18643951,-0.592852652,3730,0.390903383,0.593147993,0,-174,0,-618,-58932,-58140,0,0,0.294117659,0.007274342,0,0,1,1,0,9,0,5,1,0,0,0,0,24.18643951,17,0.031754348,303,24186438,0.061517503,18120728,16731973,665059.75,3689059,7501572,-592852.625,1230769.25,0.691783667,40
Nørre Djurs,2004,30084,23,34,4.431699753,0,0,0,0,0,5252,493,Nørre Djurs,7672,0.027763296,0,2532,0,-968,10543,435,35,8509,8592,33540,4.371741295,69338,9.037799835,0,1955,0.254822731,305963,194850000,25.39754868,39.88047409,10361,1.350495338,-4081,-0.531934321,25.39754868,-0.531934321,3481,0.453727841,0.561143637,0,-31,0,0,-52846,-52815,0,0,0.333333343,0.009254432,0,0,1,1,0,5,0,5,0,0,0,0,3,25.39754868,15,0.036887381,283,25397550,0.064259648,18570124,17146928,254822.7344,4371741.5,9037800,-531934.3125,1350495.25,0.684567273,57
Nørre Rangstrup,2004,21676,56,38,3.99117732,0,1,1,0,0,6498,671,Nørre Rangstrup,9521,0.032034449,1441,5872,0,-36978,-14511,1744,6783,6627,8005,39485,4.147148609,90469,9.502048492,0,8340,0.875958383,362266,215855000,22.67146301,38.04915619,14663,1.540069342,-6546,-0.687532842,22.67146301,-0.687532842,4147,0.435563505,0.518419385,0,-302,0,-48,-58971,-58621,0,0,0.235294119,0.007537518,0,1,2,0,0,9,1,4,0,0,0,0,0,22.67146301,17,0.030353954,289,22671464,0.070475787,16697617,15417928,875958.4375,4147148.5,9502048,-687532.8125,1540069.375,0.682491362,94
Nørre Snede,2004,16919,34,25,3.449227333,0,0,0,0,0,4886,430,Nørre Snede,7248,0.0321468,0,7308,0,-733,6967,-863,-36,1291,19297,27608,3.809050798,60006,8.278973579,0,4995,0.689155638,277262,183252000,25.28311348,38.25358582,6535,0.901628017,-5134,-0.708333313,25.28311348,-0.708333313,3042,0.419701993,0.599204361,0,0,0,-9,-42726,-42717,0,0,0.235294119,0.007563953,0,0,0,4,0,5,0,4,0,1,0,0,3,25.28311348,17,0.03049117,221,25283112,0.059326712,19270420,17793554,689155.625,3809050.75,8278973.5,-708333.3125,901628.0625,0.674116969,59
Odder,2004,50714,89,60,2.875904799,0,0,0,0,0,14337,1195,Odder,20863,0.029190432,2145,8211,0,-191,17663,-4664,6701,5461,34773,76024,3.643963099,183151,8.778746605,0,7722,0.37012893,776374,495792000,23.76417542,37.21295929,20336,0.974739969,-6651,-0.318794042,23.76417542,-0.318794042,8141,0.390212327,0.569570065,0,0,0,-369,-126698,-125756,-573,0,0.368421048,0.010754369,0,0,3,0,0,6,0,7,0,1,0,0,2,23.76417542,19,0.029238364,610,23764176,0.057278436,17512918,16170745,370128.9375,3643963,8778747,-318794.0313,974740,0.687197447,149
Odense,2004,811977,2094,920,4.967441559,1,18,17,1,5.40E-06,133492,9160,Odense,185206,0.05970649,12788,94070,0,-107405,216575,83739,44782,88601,222078,810274,4.374988079,1572139,8.488596916,0,63505,0.342888445,7519094,5277150000,28.4934082,40.59854507,182880,0.987441003,-386854,-2.088776827,28.4934082,-2.088776827,68455,0.369615465,0.627627432,0,-229,0,-759,-1501046,-1500058,0,0,0.482758611,0.028823823,0,0,5,1,0,5,0,14,1,2,0,1,0,28.4934082,29,0.039977107,7404,28493408,0.04945844,20846144,19248516,342888.4688,4374988,8488596,-2088776.875,987441,0.720775783,3014
Otterup,2004,28735,38,32,2.933357954,0,0,0,0,0,7488,514,Otterup,10909,0.024841873,0,606,0,-31158,41707,64631,661,6967,8115,46994,4.307819366,100971,9.255752563,0,7470,0.684755683,415947,256091000,23.47520447,38.12879181,7689,0.704830885,-3268,-0.29956916,23.47520447,-0.29956916,4057,0.371894777,0.541650891,0,-19,0,-7,-67239,-67213,0,0,0.411764711,0.010229006,0,0,0,1,0,9,0,7,0,0,0,0,0,23.47520447,17,0.033641946,367,23475204,0.047117058,23238518,21457540,684755.6875,4307819,9255752,-299569.1563,704830.875,0.686405718,70
Pandrup,2004,16477,50,35,3.2473557,0,0,0,0,0,7535,636,Pandrup,10778,0.028762294,0,80,0,2595,1854,0,494,-1315,21030,44274,4.107812405,91879,8.524680138,0,9818,0.91092968,431988,271153000,25.15800667,40.08053589,15089,1.399981499,-225,-0.020875858,25.15800667,-0.020875858,4572,0.424197435,0.554904997,0,-229,0,-123,-71429,-71077,0,0,0.411764711,0.011843298,0,0,0,1,0,9,0,7,0,0,0,0,0,25.15800667,17,0.062720358,676,25158008,0.059009094,18563370,17140692,910929.6875,4107812.25,8524680,-20875.85742,1399981.5,0.699109316,85
Præstø,2004,14753,71,21,2.805611134,0,0,0,0,0,5168,521,Præstø,7485,0.039412159,0,11037,0,-5653,9276,0,35,3857,12521,37915,5.065464497,56390,7.533734322,0,5133,0.685771525,297036,190552000,25.4578495,39.68416977,12464,1.665197015,-5418,-0.723847687,25.4578495,-0.723847687,2575,0.34402138,0.566644967,0,0,0,0,-51316,-51316,0,0,0.333333343,0.013137387,0,0,1,0,0,7,0,5,0,2,0,0,0,25.4578495,15,0.029525718,221,25457850,0.069605879,18602004,17176364,685771.5625,5065464.5,7533734,-723847.6875,1665197,0.690447569,92
Purhus,2004,15873,67,9,1.049195647,0,1,1,0,0,5914,418,Purhus,8578,0.025180696,83,7512,0,1104,31203,14409,1042,7053,11504,34038,3.968057871,87017,10.14420605,0,4824,0.56236887,322583,189008000,22.03404045,37.60585403,8886,1.035905838,-1190,-0.138726979,22.03404045,-0.138726979,2804,0.32688272,0.524314821,0,-120,0,-2,-42034,-41912,0,0,0.466666669,0.011750991,0,0,1,1,0,6,0,7,0,0,0,0,0,22.03404045,15,0.032641642,280,22034040,0.048729308,18827816,17384870,562368.875,3968057.75,10144206,-138726.9688,1035905.813,0.689438105,76
Ramsø,2004,17714,51,7,0.758314371,0,0,0,0,0,6631,551,Ramsø,9231,0.023182753,31,0,0,5314,11599,383,2604,3267,11071,44399,4.809771538,90830,9.839671135,0,6027,0.652908683,349265,205590000,22.27169228,37.8360939,8068,0.874011457,-5649,-0.611959696,22.27169228,-0.611959696,3960,0.428989261,0.536188602,0,-111,0,0,-39734,-39623,0,0,0.533333361,0.012364136,0,0,1,0,0,6,0,8,0,0,0,0,0,22.27169228,15,0.020691149,191,22271694,0.059690174,18020798,16639702,652908.6875,4809771.5,9839671,-611959.6875,874011.5,0.718340397,58
Randers,2004,257389,610,307,4.940695763,5,25,20,1,1.61E-05,43911,2509,Randers,62137,0.041231472,0,14245,0,-21799,56979,36089,9728,18716,92015,248090,3.99262929,501880,8.076991081,0,35474,0.570899785,2732399,1930472000,31.06799507,43.9737854,37191,0.598532259,-20708,-0.333263606,31.06799507,-0.333263606,21654,0.348488033,0.635785282,0,-3676,0,-77,-540906,-537153,0,0,0.280000001,0.011544812,0,0,3,1,0,6,0,7,0,1,0,0,7,31.06799507,25,0.039686501,2466,31067994,0.040378518,23004134,21241120,570899.8125,3992629.25,8076991,-333263.5938,598532.25,0.706680417,917
