voter.id,treatment,victim.status,ge2000,ge2002,fam.members,age,party,sex,pct.white,median.income
15646,0,2,N,0,1,31,D,F,0.92197,83860
15647,0,3,Y,0,4,22,N,M,0.918117,86539
15648,0,3,Y,0,2,34,N,M,0.963873,81788
15649,0,3,N,0,1,32,D,F,0.949326,61845
15650,0,3,N,0,2,19,N,M,0.905138,62159
15651,0,3,Y,1,1,38,D,F,0.351602,47500
15652,0,3,Y,0,2,35,N,M,0.884138,95750
15653,0,3,N,0,3,22,N,M,0.974657,66607
15654,0,3,Y,1,1,39,N,M,0.880519,73816
15655,0,3,N,0,2,19,D,F,0.799874,52273
15656,0,3,N,0,4,20,N,F,0.935745,85961
15657,0,3,Y,0,1,30,D,F,0.947056,67554
15658,0,3,N,1,2,44,N,M,0.921327,65000
15659,0,3,N,0,1,30,I,F,0.894031,61000
15660,0,3,N,0,1,20,D,M,0.926984,61089
15661,0,3,Y,0,2,53,N,F,0.77675,39297
15662,0,3,N,0,1,35,D,F,0.965976,63333
15663,0,3,Y,0,2,44,I,F,0.571802,45156
15664,0,3,N,0,3,19,N,F,0.910714,62228
15665,1,3,Y,0,2,19,D,F,0.885466,61346
15666,1,2,N,0,2,19,N,F,0.95482,59470
15667,0,3,N,1,2,40,D,F,0.921327,65000
15668,0,3,N,0,1,30,N,M,0.891343,78742
15669,0,3,N,1,1,20,N,M,0.880519,81697
15670,0,3,Y,0,1,19,D,F,0.795883,70694
15671,0,2,Y,0,2,19,N,M,0.836101,73913
15672,1,2,N,0,1,36,N,M,0.905138,62159
15673,0,3,Y,0,2,31,N,M,0.872014,57019
15674,0,3,Y,0,2,34,N,F,0.812343,93960
15675,0,3,Y,0,3,26,N,M,0.850746,65054
15676,0,3,N,0,4,20,D,M,0.846092,68654
15677,0,3,N,0,7,19,N,F,0.420455,62308
15677,0,2,N,0,7,19,N,F,0.420455,62308
15678,0,3,N,0,1,60,D,M,0.865053,82948
15679,0,3,N,0,4,19,I,M,0.952688,73333
15680,0,3,Y,0,3,19,N,F,0.952688,73333
15681,0,3,N,0,3,19,N,F,0.940137,63269
15682,0,3,N,0,1,23,D,M,0.783181,51483
15683,0,3,N,0,1,19,N,F,0.920732,91680
15684,1,3,N,0,1,44,N,M,0.949248,67361
15685,0,3,N,0,3,23,D,M,0.954167,81023
15686,0,3,N,0,2,38,N,F,0.905329,61741
15687,0,3,Y,1,1,49,N,M,0.865891,77741
15688,0,3,Y,0,2,46,D,M,0.943885,181660
15689,0,2,N,0,1,49,N,M,0.694362,61563
15690,0,3,Y,1,2,37,D,F,0.792276,52857
15691,0,3,Y,1,2,45,N,M,0.957004,82611
15692,0,3,N,0,4,20,D,F,0.985441,84918
15693,0,3,Y,0,4,22,N,M,0.972184,68203
15694,0,3,Y,0,2,52,D,F,0.861735,103675
15695,0,3,Y,0,2,25,D,F,0.938412,70000
15696,0,3,Y,1,1,69,N,M,0.882266,66307
15697,0,3,N,0,3,19,N,F,0.836101,73913
15698,0,3,Y,0,1,24,N,M,0.940137,63269
15699,0,3,N,0,6,21,N,F,0.829026,67885
15699,0,3,N,0,6,21,N,F,0.829026,67885
15700,0,2,N,0,1,50,D,F,0.965976,63333
15701,1,3,N,0,4,22,D,M,0.912073,109346
15702,1,3,N,0,4,21,D,F,0.88563,74196
15703,0,3,N,0,1,20,N,M,0.863688,53309
15704,0,2,N,0,2,21,D,F,0.806897,43250
15705,1,3,N,0,2,64,D,M,0.794967,46759
15706,1,3,Y,1,2,55,D,F,0.794967,46759
15707,0,3,Y,1,2,44,D,M,0.933478,80395
15708,0,3,N,0,2,22,N,F,0.865053,82948
15709,1,3,Y,0,2,35,N,F,0.888451,70556
15710,0,3,N,0,1,33,N,M,0.902449,100724
15711,0,3,Y,1,1,37,N,M,0.949082,52500
15712,0,3,N,0,2,38,N,M,0.937966,69485
15713,0,3,Y,0,3,19,D,F,0.338279,68810
15714,0,3,Y,0,1,34,N,M,0.969109,78912
15715,0,3,N,0,1,24,N,F,0.420455,62308
15716,0,3,N,0,1,34,N,F,0.926119,110780
15717,0,3,Y,0,4,19,D,M,0.970419,56625
15718,0,2,Y,0,2,19,N,F,0.917767,57250
15719,0,2,N,0,2,19,N,F,0.917767,57250
15720,0,3,N,0,2,27,N,M,0.903837,53462
15721,0,3,N,0,1,32,N,F,0.351602,47500
15722,0,3,Y,0,3,20,N,F,0.834927,54321
15723,0,3,N,0,3,19,N,F,0.919273,61333
15724,0,3,N,0,1,19,N,M,0.921327,65000
15725,0,3,N,0,1,19,N,M,0.876083,68542
15726,0,3,N,0,2,19,D,F,0.876083,68542
15727,0,3,N,0,1,34,N,F,0.969643,125000
15728,0,3,N,0,3,19,N,M,0.919273,61333
15729,0,3,N,0,1,29,D,M,0.865891,77741
15730,0,3,N,0,2,19,N,M,0.938124,61548
15731,0,3,N,0,1,90,N,F,0.908291,60917
15732,0,3,N,0,2,19,N,F,0.93984,66932
15733,0,3,N,0,1,19,N,F,0.907216,53438
15734,0,3,Y,1,5,19,N,M,0.945931,66282
15735,0,3,Y,0,1,44,N,M,0.863384,92827
15736,0,3,N,0,1,19,D,F,0.945931,66282
15737,0,3,N,0,2,19,N,M,0.889737,60357
15738,0,3,N,0,3,19,N,F,0.957004,82611
15739,0,3,N,0,1,27,D,F,0.806897,43250
15740,0,3,Y,0,2,21,N,F,0.909166,90804
15741,0,3,N,0,2,19,N,F,0.943885,181660
15742,0,2,Y,1,1,34,N,F,0.926004,69850
15743,0,3,Y,0,1,54,N,M,0.351602,47500
15744,0,3,N,0,2,31,N,M,0.9012,57692
15745,0,3,N,0,3,22,N,M,0.929766,74572
15746,0,3,Y,0,1,37,N,F,0.945931,66282
15747,0,3,Y,1,3,22,D,F,0.947494,72604
15748,0,3,N,0,4,19,N,F,0.969295,57708
15749,0,3,Y,0,2,38,D,F,0.836101,73913
15750,0,3,N,1,3,19,N,F,0.694362,61563
15751,0,2,Y,0,2,27,N,F,0.421253,52028
15752,0,3,N,0,3,19,N,M,0.969295,57708
15753,0,2,N,0,2,19,N,F,0.921327,65000
15754,0,3,Y,0,3,21,N,F,0.957004,82611
15755,0,2,N,0,1,45,N,F,0.857238,81618
15756,1,3,N,0,1,19,N,F,0.873844,64022
15757,1,3,N,0,1,57,N,F,0.783128,57045
15758,1,3,N,0,2,34,N,M,0.969507,68125
15759,0,3,N,0,3,21,N,F,0.954167,81023
15760,0,3,Y,1,2,38,D,F,0.933478,80395
15761,0,3,N,0,5,20,D,F,0.863384,92827
15762,1,3,N,0,1,28,D,F,0.940277,51932
15763,0,3,Y,1,2,53,N,M,0.92437,108281
15764,0,3,N,0,1,19,D,F,0.56685,41012
15765,0,3,N,0,2,55,N,M,0.850746,65054
15766,0,3,Y,0,1,30,D,F,0.942664,67232
15767,0,2,Y,1,1,49,N,F,0.787477,65288
15768,0,3,N,0,1,40,N,M,0.940277,51932
15769,0,3,Y,0,1,34,N,M,0.897147,70202
15770,1,3,Y,1,1,54,D,M,0.783128,57045
15771,0,3,Y,1,1,19,D,F,0.846092,68654
15772,0,3,N,0,1,26,D,F,0.897147,70202
15773,0,3,N,0,2,38,N,M,0.890202,79706
15774,1,3,Y,1,3,39,D,F,0.842189,78096
15775,0,3,Y,0,3,19,D,M,0.906425,63831
15776,0,2,Y,0,1,29,N,F,0.956635,74688
15777,1,3,N,0,3,72,N,F,0.949248,67361
15778,1,3,Y,1,2,44,N,M,0.794967,46759
15779,0,2,Y,0,4,22,N,M,0.338279,68810
15780,0,2,Y,0,1,37,N,F,0.926934,62305
15781,0,3,N,0,1,86,D,F,0.860095,74643
15782,1,3,Y,0,2,20,N,F,0.955099,91145
15783,0,3,N,0,1,20,N,F,0.783181,51483
15784,0,3,N,0,3,22,N,F,0.741419,63542
15785,1,3,N,0,1,53,N,M,0.956104,62500
15786,0,3,N,0,3,53,N,F,0.56685,41012
15787,0,3,N,0,2,81,D,M,0.902449,100724
15788,0,3,N,0,4,22,D,M,0.861637,83333
15789,1,3,Y,1,1,45,D,F,0.885466,61346
15790,0,3,Y,1,2,67,N,F,0.846092,68654
15791,0,3,Y,1,1,69,D,F,0.895206,83901
15792,0,3,N,0,1,57,I,F,0.864689,69722
15793,0,3,Y,1,1,79,N,F,0.926952,50441
15794,0,3,N,0,1,32,N,M,0.9532,107741
15795,0,3,Y,0,1,34,N,M,0.949082,52500
15796,0,2,N,0,2,22,N,F,0.778636,76720
15797,0,3,Y,1,2,53,N,F,0.898094,67199
15798,0,3,N,0,1,40,N,F,0.972892,157319
15799,0,2,Y,1,2,29,N,M,1,81382
15800,0,3,Y,1,1,39,D,F,0.351602,47500
15801,0,3,N,0,1,21,D,F,0.865053,82948
15802,0,3,N,0,1,34,N,M,0.939471,82901
15803,1,3,N,0,1,35,D,F,0.867501,71929
15804,1,3,N,0,3,19,N,M,0.909166,90804
15805,0,3,Y,1,2,72,N,M,0.902261,49803
15806,0,3,N,0,3,22,I,F,0.969507,68125
15807,1,2,N,0,3,22,D,F,0.970874,71765
15808,0,3,N,0,3,20,N,M,0.865891,77741
15809,0,3,N,0,1,35,D,M,0.947056,67554
15810,1,3,N,0,2,64,N,F,0.943758,103613
15811,1,3,N,0,1,67,N,F,0.963873,81788
15812,1,3,N,0,2,55,N,M,0.943758,103613
15813,0,3,Y,1,2,69,N,M,0.846092,68654
15814,0,2,Y,0,2,23,N,M,0.935841,77975
15815,0,3,N,0,4,24,N,M,0.834646,68750
15816,0,2,Y,1,2,23,D,F,0.787477,65288
15817,0,2,Y,0,2,23,D,M,0.922619,54896
15818,0,3,N,0,1,19,D,F,0.50322,72273
15819,0,3,N,0,1,22,N,F,0.860095,74643
15820,0,3,Y,1,3,59,N,F,0.907407,101966
15821,0,3,Y,1,3,43,D,F,0.925265,73098
15822,0,3,N,0,2,30,D,F,0.850746,65054
15823,0,3,Y,0,1,30,D,M,0.850746,65054
15824,0,3,N,0,2,36,D,M,0.850746,65054
15825,0,3,N,0,10,90,D,F,0.969643,125000
15825,0,3,N,0,10,90,D,F,0.969643,125000
15826,0,3,N,0,3,22,N,M,0.943885,181660
15827,0,3,N,0,1,45,D,M,0.50322,72273
15828,1,3,N,0,2,36,D,F,0.794037,51433
15829,1,3,Y,0,2,35,N,F,0.880328,66033
15830,0,3,Y,1,2,58,N,F,0.819205,72500
15831,0,3,Y,1,2,74,N,M,0.819205,72500
15832,0,3,N,0,2,43,D,F,0.770911,57153
15833,0,3,Y,0,2,77,D,F,0.770911,57153
15834,0,3,N,0,1,21,N,F,0.951923,46420
15835,0,3,N,0,4,85,N,F,0.935838,84808
15836,1,3,N,0,4,20,N,F,0.842671,93300
15837,0,3,Y,0,1,30,D,F,0.926556,60542
15838,0,3,Y,0,2,36,D,F,0.84183,70114
15839,1,3,Y,0,5,20,D,F,0.857238,81618
15840,0,3,Y,1,2,48,N,M,0.963746,153300
15841,0,2,Y,1,3,20,N,M,0.946498,70208
15842,0,3,N,0,2,40,D,F,0.9012,57692
15843,1,2,Y,0,3,58,N,F,0.787477,65288
15844,0,3,N,0,1,19,N,F,0.861637,83333
15845,1,3,N,0,3,19,D,M,0.957162,106331
15846,0,3,Y,1,2,55,N,F,0.887769,53873
15847,0,3,Y,1,4,43,I,F,0.787477,65288
15847,0,3,Y,1,4,43,I,F,0.787477,65288
15848,0,3,N,0,3,21,N,F,0.917767,57250
15849,0,3,N,0,1,26,I,F,0.903509,90000
15850,0,3,Y,1,4,43,I,M,0.787477,65288
15850,0,3,Y,1,4,43,I,M,0.787477,65288
15851,0,3,Y,0,2,46,N,M,0.890202,79706
15852,0,3,Y,1,2,57,N,F,0.969507,68125
15853,0,3,Y,0,1,28,D,F,0.905138,62159
15854,0,3,Y,0,1,30,D,M,0.905138,62159
15855,0,3,N,0,1,61,N,F,0.938124,61548
15856,0,3,Y,0,3,48,D,F,0.861637,83333
15857,0,3,Y,0,1,25,D,M,0.421253,52028
15858,0,3,Y,1,1,30,D,F,0.464156,54167
15859,1,3,N,0,3,21,D,F,0.909166,90804
15860,0,3,N,0,1,51,N,M,0.885466,61346
15861,1,2,N,0,3,38,N,M,0.787477,65288
15862,0,3,N,0,1,95,D,F,0.948579,47069
15863,0,3,Y,0,2,37,N,F,0.902449,100724
15864,0,2,Y,0,2,20,D,F,0.937602,81515
15865,0,3,Y,1,1,43,N,M,0.920249,64737
15866,0,2,N,0,1,21,I,M,0.907612,66250
15867,0,3,Y,1,4,20,N,M,0.909166,90804
15868,0,3,N,0,2,38,N,F,0.861735,103675
15869,0,3,N,0,4,52,D,F,0.861637,83333
15870,0,2,N,0,1,45,D,F,0.926556,60542
15871,1,3,N,0,2,23,N,F,0.949082,52500
15872,0,3,N,0,1,59,N,F,0.795374,72292
15873,0,3,N,0,1,68,D,M,0.836574,57188
15874,0,3,Y,0,1,68,N,F,0.905563,71964
15875,0,3,Y,0,2,32,D,F,0.870229,82163
15876,0,2,Y,0,1,30,I,F,0.957004,82611
15877,0,3,Y,0,2,19,D,F,0.946498,70208
15878,0,3,Y,0,2,39,N,M,0.909166,90804
15879,0,3,Y,0,1,21,N,M,0.887769,53873
15880,0,3,N,0,1,28,D,F,0.906425,63831
15881,0,3,N,0,3,20,N,M,0.919468,91066
15882,0,3,Y,1,3,21,N,M,0.913824,62750
15883,0,3,Y,0,1,59,D,F,0.895206,83901
15884,0,3,Y,0,2,36,N,F,0.909166,90804
15885,1,3,N,0,4,23,N,M,0.842671,93300
15886,0,3,Y,0,4,22,N,F,0.918117,86539
15887,0,3,N,0,4,19,D,F,0.891525,57014
15888,1,3,Y,0,1,45,N,F,0.837189,92094
15889,0,2,Y,0,1,29,D,F,0.851744,70455
15890,0,3,Y,0,3,28,N,M,0.787477,65288
15891,1,3,Y,1,2,37,N,M,0.861735,103675
15892,1,3,N,0,2,33,N,F,0.861735,103675
15893,0,3,N,0,2,33,N,M,0.88563,74196
15894,0,3,Y,0,3,19,D,M,0.857238,81618
15895,0,3,N,0,1,34,D,M,0.905563,71964
15896,0,3,N,0,4,22,N,M,0.954023,52802
15897,0,3,Y,1,3,25,N,F,1,81382
15898,0,3,Y,1,4,56,N,M,0.787477,65288
15899,0,3,Y,0,2,19,N,F,0.95359,75836
15900,0,3,Y,0,1,19,N,M,0.834646,68750
15901,0,3,N,0,3,26,N,M,0.955123,103242
15902,0,3,N,0,3,19,I,F,0.935745,85961
15903,0,3,N,0,2,38,D,F,0.926934,62305
15904,0,3,Y,1,4,43,D,M,0.937966,69485
15905,0,3,Y,1,4,38,D,F,0.937966,69485
15906,0,3,Y,0,2,41,N,M,0.926934,62305
15907,1,3,N,0,2,20,N,F,0.906425,63831
15908,0,3,Y,1,2,62,N,F,0.969507,68125
15909,1,3,N,0,1,20,N,M,0.883929,72083
15910,0,3,N,0,1,24,N,F,0.906425,63831
15911,1,3,Y,0,3,20,N,F,0.787477,65288
15912,1,3,N,0,2,40,N,F,0.984306,63194
15913,0,3,Y,1,2,68,D,M,0.84183,70114
15914,1,3,Y,0,1,82,D,M,0.659259,69938
15915,0,3,Y,0,5,26,N,F,0.770911,57153
15916,1,3,N,0,2,44,N,M,0.81596,63325
15917,1,3,N,0,2,33,N,F,0.984306,63194
15918,0,3,N,1,2,29,N,M,0.926556,60542
15919,0,3,Y,0,2,49,N,F,0.985441,84918
15920,1,3,Y,0,2,39,N,M,0.956929,57700
15921,0,3,N,0,2,53,N,M,0.905138,62159
15922,0,3,Y,0,2,38,N,F,0.880519,73816
15923,0,3,Y,0,1,40,D,M,0.9012,57692
15924,0,3,Y,0,4,40,D,M,0.787477,65288
15924,0,3,Y,0,4,40,D,M,0.787477,65288
15925,1,3,N,0,1,40,N,M,0.984306,63194
15926,0,3,Y,0,1,43,N,F,0.50322,72273
15927,0,3,Y,1,2,47,D,F,0.81194,42417
15928,0,2,Y,0,3,22,D,M,0.857143,96430
15929,0,3,Y,0,3,21,N,M,0.920732,91680
15930,0,3,Y,0,4,22,N,M,0.794967,46759
15931,0,3,Y,1,1,69,D,F,0.947494,72604
15932,0,2,Y,1,1,39,N,F,0.947494,72604
15933,0,2,Y,0,3,20,D,F,0.863276,81555
15934,0,3,Y,1,1,30,D,F,0.95525,62386
15935,0,3,N,0,1,31,D,F,0.884138,95750
15936,0,3,Y,1,4,22,I,M,0.887769,53873
15937,0,3,Y,0,2,39,D,F,0.940277,51932
15938,0,3,Y,1,2,47,N,M,0.846518,93363
15939,0,2,Y,0,3,20,N,F,0.963746,153300
15940,0,3,N,0,1,59,N,F,0.972892,157319
15941,0,2,N,0,1,47,N,F,0.936554,66652
15942,0,2,N,0,1,22,D,M,0.861637,83333
15943,0,3,N,0,2,35,N,F,0.917281,64750
15944,0,3,Y,1,4,24,N,M,0.907407,101966
15945,0,3,N,0,4,21,N,M,0.903837,53462
15946,0,3,Y,0,2,41,N,F,0.965003,140786
15947,0,3,Y,1,1,44,D,M,0.902261,49803
15948,1,3,Y,1,1,80,N,F,0.947494,72604
15949,0,3,Y,1,2,51,N,F,0.942664,67232
15950,0,3,Y,1,2,41,D,M,0.792276,52857
15951,0,3,N,0,3,19,N,F,0.963746,153300
15952,0,3,N,0,2,45,N,F,0.933779,71500
15953,0,3,N,0,2,41,N,M,0.933779,71500
15954,0,3,N,0,1,19,D,M,0.902261,49803
15955,0,3,Y,0,3,21,N,F,0.787477,65288
15956,0,3,Y,1,2,46,N,F,0.846518,93363
15957,1,2,Y,0,1,52,N,F,0.955099,91145
15958,0,3,Y,0,4,26,N,F,0.9532,107741
15959,0,3,Y,0,1,20,N,M,0.885466,61346
15960,0,3,Y,1,2,45,N,F,0.957004,82611
15961,1,3,Y,0,1,59,N,F,0.943885,181660
15962,0,2,Y,1,2,21,N,M,0.787477,65288
15963,0,3,Y,1,1,21,N,F,0.890066,133070
15964,0,2,Y,1,2,20,N,F,0.924712,80053
15965,0,3,Y,0,4,55,N,F,0.9532,107741
15966,0,3,N,0,4,21,N,F,0.846518,93363
15967,0,3,N,0,2,30,N,M,0.949082,52500
15968,1,3,Y,0,1,28,D,M,0.423567,55167
15969,0,3,Y,0,2,50,N,M,0.943885,181660
15970,1,3,Y,0,1,31,N,F,0.898094,67199
15971,0,3,N,0,2,40,D,M,0.949326,61845
15972,0,3,Y,0,1,39,D,M,0.922566,80000
15973,0,3,N,0,2,24,D,M,0.93984,66932
15974,0,3,N,0,1,24,D,M,0.938412,70000
15975,0,3,N,1,3,20,N,M,0.925265,73098
15976,0,3,N,0,4,40,D,F,0.787477,65288
15976,0,3,N,0,4,40,D,F,0.787477,65288
15977,0,3,Y,0,1,24,D,M,0.889881,70286
15978,1,3,N,0,2,22,D,M,0.92282,41667
15979,0,3,Y,0,4,58,N,M,0.9532,107741
15980,1,3,N,1,2,42,N,M,0.943885,181660
15981,0,2,N,1,3,27,N,F,0.351602,47500
15982,1,3,N,0,2,24,N,F,0.944228,81970
15983,0,3,N,0,1,36,N,M,0.857238,81618
15984,1,3,Y,1,2,62,I,M,0.885466,61346
15985,1,3,N,0,2,55,I,M,0.885466,61346
15986,0,3,N,0,4,40,D,M,0.787477,65288
15986,0,3,N,0,4,40,D,M,0.787477,65288
15987,0,3,N,1,2,55,N,M,0.81194,42417
15988,0,3,Y,0,2,31,N,M,0.929052,66477
15989,0,3,N,0,2,19,N,M,0.916352,70915
15990,1,3,N,0,1,41,D,F,0.91704,64464
15991,0,3,N,0,2,27,N,F,0.828402,107269
15992,0,3,N,1,1,53,N,M,0.925721,94024
15993,0,3,N,0,1,33,D,F,0.926869,77099
15994,0,3,N,1,2,36,N,M,0.965003,140786
15995,0,2,N,0,3,21,D,M,0.952688,73333
15996,0,3,N,0,1,47,N,M,0.694362,61563
15997,1,3,N,0,1,37,D,F,0.885466,61346
15998,1,3,Y,1,1,49,D,M,0.885466,61346
15999,0,3,N,0,2,25,N,F,0.794037,51433
16000,0,3,N,0,2,44,N,F,0.968,74583
16001,0,3,N,1,1,42,N,M,0.955123,103242
16002,0,3,N,0,1,44,I,M,0.886053,104209
16003,0,3,N,0,2,58,D,M,0.884146,83325
16004,1,3,N,0,2,55,D,F,0.884146,83325
16005,0,3,N,0,1,49,I,F,0.969507,68125
16006,1,3,N,0,3,25,D,F,0.795022,40167
16007,0,3,N,0,2,45,N,M,0.901274,54464
16008,0,3,N,0,2,32,N,F,0.966365,68438
16009,1,3,N,0,1,42,D,M,0.91704,64464
16010,0,3,N,0,3,71,N,M,0.886379,62500
16011,0,3,N,0,4,20,N,F,0.861637,83333
16012,1,3,N,0,3,19,D,M,0.842189,78096
16013,0,3,N,0,1,54,N,F,0.808638,67917
16014,0,3,N,0,1,24,N,F,0.936554,66652
16015,0,3,N,1,1,21,D,M,0.421253,52028
16016,0,2,N,0,3,21,D,F,0.351602,47500
16017,0,3,N,0,2,34,N,M,0.945931,66282
16018,0,3,N,0,1,66,D,M,0.914327,65461
16019,0,3,N,0,1,38,D,F,0.351602,47500
16020,0,3,N,0,1,28,N,M,0.421253,52028
16021,0,3,N,0,2,22,N,M,0.906425,63831
16022,0,3,N,0,2,22,N,M,0.920249,64737
16023,0,3,N,0,1,48,N,M,0.926556,60542
16024,0,3,N,0,1,50,N,F,0.920249,64737
16025,1,3,N,0,2,37,D,F,0.842189,78096
16026,1,3,N,0,2,40,D,M,0.842189,78096
16027,0,3,N,0,1,64,D,F,0.420455,62308
16028,0,2,N,1,1,34,N,F,0.93984,66932
16029,1,3,N,0,2,37,D,M,0.900918,103717
16030,1,3,N,0,2,28,N,F,0.851436,68846
16031,0,3,N,0,1,24,N,M,0.834927,54321
16032,1,3,N,1,2,40,D,F,0.886382,76465
16033,0,2,N,0,3,20,N,M,0.857143,96430
16034,0,3,N,0,2,30,D,F,0.808638,67917
16035,0,3,N,0,1,37,D,F,0.908291,82278
16036,0,3,N,0,3,19,N,M,0.9532,107741
16037,0,3,N,0,2,44,N,F,0.936554,66652
16038,0,3,N,0,2,30,N,M,0.902261,49803
16039,1,3,N,0,1,30,D,F,0.902261,49803
16040,0,3,N,0,2,30,N,M,0.902261,49803
16041,0,3,N,0,2,28,N,F,0.882266,66307
16042,0,3,N,0,2,29,N,M,0.882266,66307
16043,1,3,N,0,2,46,D,F,0.885466,61346
16044,0,2,N,0,3,22,N,M,0.963746,153300
16045,1,3,N,0,2,34,D,F,0.912073,109346
16046,0,3,N,0,2,30,D,F,0.9012,57692
16047,1,3,N,0,2,44,D,F,0.880706,71250
16048,1,3,N,0,2,62,N,F,0.754947,68170
16049,0,3,N,0,2,24,D,F,0.861735,103675
16050,0,3,N,0,3,19,D,F,0.891343,78742
16051,0,3,N,0,2,21,D,F,0.794967,46759
16052,0,3,N,0,1,30,N,M,0.897147,70202
16053,0,3,N,0,1,19,N,F,0.993284,80951
16054,0,3,N,0,1,37,N,F,0.993284,80951
16055,1,3,N,0,1,28,N,F,0.949082,52500
16056,0,3,N,0,1,27,D,F,0.913824,62750
16057,0,3,N,1,1,57,D,M,0.610598,45750
16058,0,3,N,0,2,20,N,F,0.929766,74572
16059,0,2,N,0,2,18,D,F,0.968344,56188
16060,1,3,N,0,1,30,N,M,0.951321,77776
16061,0,3,N,0,3,32,D,F,0.873593,108669
16062,0,3,N,1,3,35,D,M,0.873593,108669
16063,0,2,N,0,2,21,N,F,0.949292,124541
16064,0,3,N,0,1,35,D,M,0.966365,68438
16065,0,3,N,1,2,29,N,F,0.943067,72344
16066,0,3,N,0,5,22,D,M,0.863384,92827
16067,1,3,N,0,1,45,N,M,0.783128,57045
16068,0,3,N,0,2,37,N,M,0.961444,80799
16069,0,3,N,1,3,18,N,M,0.905329,61741
16070,1,2,N,0,1,40,N,F,0.969507,68125
16071,0,3,N,0,2,33,N,M,0.887769,53873
16072,0,3,N,0,2,35,N,F,0.961444,80799
16073,0,3,N,0,1,41,N,M,0.828402,107269
16074,1,3,N,0,2,66,D,F,0.885466,61346
16075,0,3,N,0,1,19,N,M,0.808883,46429
16076,0,3,N,0,1,53,N,F,0.780475,94565
16077,0,3,Y,1,2,80,N,M,0.864504,80891
16078,0,3,Y,1,2,76,N,F,0.864504,80891
16079,0,3,N,0,4,26,N,F,0.853216,87272
16080,1,3,Y,1,2,75,N,F,0.942693,45985
16081,1,3,N,0,2,76,N,M,0.942693,45985
16082,1,3,Y,1,5,61,N,M,0.942693,45985
16083,1,2,Y,1,2,70,N,M,NA,NA
16084,0,3,Y,1,4,53,N,F,0.974474,52230
16085,0,3,Y,0,4,52,N,M,0.974474,52230
16086,0,3,N,0,3,36,N,F,0.974474,52230
16087,1,2,Y,0,3,50,N,F,0.964634,94772
16088,1,2,Y,1,3,50,N,M,0.964634,94772
16089,0,3,Y,1,1,58,N,F,0.95203,113297
16090,1,3,N,0,2,52,N,M,0.964634,94772
16091,1,3,N,0,2,51,D,F,0.964634,94772
16092,1,3,N,1,2,52,N,F,0.964634,94772
16093,0,3,N,0,1,53,D,M,0.124528,26346
16094,0,3,N,0,2,73,D,F,0.023489,13202
16094,0,3,N,0,2,73,D,F,0.023489,13202
16095,1,3,Y,1,3,53,N,F,0.964634,94772
16096,1,3,N,1,3,54,N,M,0.964634,94772
16097,1,3,Y,1,2,40,N,M,0.859615,123613
16098,0,3,N,0,4,25,N,F,0.974474,52230
16099,1,3,Y,1,2,36,D,F,0.964634,94772
16100,1,3,Y,1,2,38,D,M,0.964634,94772
16101,0,3,N,0,2,36,D,M,0.862709,40450
16102,0,3,N,0,1,30,D,M,0.891396,36667
16103,0,2,Y,1,1,34,I,F,0.890485,81049
16104,1,3,Y,1,1,43,D,M,0.946682,72143
16105,1,3,N,0,1,50,N,M,0.861288,61346
16106,0,3,N,0,1,91,D,M,0.895859,72279
16107,0,3,Y,0,2,74,D,F,0.91828,88334
16108,0,3,N,0,2,78,D,M,0.91828,88334
16109,0,2,Y,0,1,29,N,F,0.907627,69157
16110,1,3,Y,1,1,35,N,F,0.861288,61346
16111,0,3,N,0,3,62,D,F,0.895859,72279
16112,1,3,Y,1,3,71,N,M,0.861288,61346
16113,0,3,N,0,3,19,D,F,0.907627,69157
16114,0,2,N,0,1,35,N,F,0.907627,69157
16115,0,3,N,0,3,36,N,M,0.895859,72279
16116,0,3,N,0,3,37,N,F,0.895859,72279
16117,0,3,Y,1,3,22,D,F,0.881919,78580
16118,0,3,Y,1,3,22,N,M,0.921287,66250
16119,0,3,N,0,1,34,N,F,0.918486,80908
16120,1,3,Y,1,1,46,D,M,0.898584,79724
16121,0,3,N,0,2,36,D,M,0.921287,66250
16122,0,3,N,0,2,36,D,F,0.921287,66250
16123,0,3,Y,0,2,37,D,F,0.921287,66250
16124,0,3,Y,0,2,41,D,M,0.921287,66250
16125,0,3,N,0,2,34,N,F,0.895859,72279
16126,0,3,N,0,2,34,N,M,0.895859,72279
16127,0,3,N,1,1,40,N,F,0.895859,72279
16128,0,3,A,0,4,19,D,F,0.843072,65469
16129,0,3,N,0,2,35,N,M,0.843072,65469
16130,0,3,N,0,2,33,N,F,0.843072,65469
16131,0,3,Y,0,1,41,N,F,0.872297,70375
16132,1,3,N,0,2,31,N,F,0.937984,87448
16133,0,3,A,0,2,41,N,F,0.870109,63359
16134,0,3,N,0,5,26,N,F,0.974614,82010
16135,1,3,Y,1,2,26,D,F,0.887331,69327
16136,0,3,Y,0,1,40,N,F,0.872297,70375
16137,0,3,N,0,2,58,D,M,0.934765,61429
16138,0,3,N,0,2,53,N,F,0.934765,61429
16139,0,3,N,0,2,23,N,M,0.974614,82010
16140,1,3,Y,1,2,40,N,F,0.859615,123613
16141,0,3,N,0,4,27,D,M,0.974474,52230
16142,0,3,N,0,1,23,D,M,0.92543,71406
16143,1,3,N,0,2,47,N,F,0.859615,123613
16144,1,3,Y,1,1,54,D,F,0.964634,94772
16145,1,2,Y,1,2,52,N,F,0.859615,123613
