voter.id,treatment,victim.status,ge2000,ge2002,fam.members,age,party,sex,pct.white,median.income
40831,0,3,Y,1,2,54,D,F,0.972574,55848
40832,1,3,Y,1,2,50,D,M,0,40278
40832,1,3,Y,1,2,50,D,M,0,40278
40833,0,3,N,0,1,23,N,M,0,11985
40834,0,3,Y,0,1,43,D,F,0.016156,30833
40835,0,3,Y,1,1,66,D,F,0.06422,34444
40836,0,3,Y,1,1,41,N,F,0.883281,61875
40837,0,3,N,0,2,48,D,M,0.754368,50625
40838,0,3,Y,0,1,27,N,M,0.613179,44853
40839,0,3,Y,0,3,22,D,M,0.764227,66154
40840,0,3,Y,0,2,49,N,M,0.836364,79102
40841,0,3,Y,1,1,57,N,F,0.836364,79102
40842,0,3,Y,0,1,40,N,M,0.175204,58452
40843,0,3,N,0,1,59,D,M,0.911111,47750
40844,0,3,N,0,2,20,D,F,0.081545,26821
40845,0,3,N,0,1,39,D,M,0.898679,62534
40846,1,3,N,0,1,30,N,F,0.765993,41250
40847,0,3,Y,1,2,69,D,M,0.859578,70330
40848,0,3,N,0,2,37,D,F,0,23693
40849,1,3,N,0,1,41,D,F,0.90132,69000
40850,1,3,Y,0,3,75,N,M,0.857011,53239
40851,0,3,Y,0,1,56,N,F,0.011919,15556
40852,0,3,N,0,2,30,D,M,0.613988,47857
40853,1,3,N,0,2,29,N,M,0.289107,39777
40854,1,2,N,0,1,37,N,M,0.369306,37083
40855,0,3,Y,0,1,44,D,F,0.018256,25543
40856,1,3,Y,0,2,52,D,M,0.837893,43889
40857,1,3,Y,1,2,39,N,F,0.0299,39417
40858,0,3,N,0,2,24,D,F,0.734266,82511
40859,0,3,Y,1,2,42,N,F,0.924923,55579
40860,0,3,Y,1,2,24,N,M,0.854499,68972
40861,0,3,N,0,3,19,D,F,0.65625,40431
40862,0,3,N,0,1,39,N,F,0.690476,45179
40863,0,3,N,0,2,42,D,M,0.081545,26821
40864,0,3,N,0,1,76,D,M,0.114739,26188
40865,0,3,Y,1,1,51,D,M,0.819778,78604
40866,0,3,Y,1,1,28,N,M,0.84402,92206
40867,0,3,N,0,1,35,D,F,0.039103,27460
40868,0,3,Y,0,3,21,D,F,0.45042,49976
40869,0,3,Y,0,2,65,N,F,0.169231,18476
40870,0,3,N,0,1,40,N,M,0.762295,51741
40871,0,3,N,0,2,49,D,M,0.652991,56250
40872,1,3,N,0,4,58,N,F,0.847597,44821
40873,0,2,Y,0,1,24,D,M,0.011919,15556
40874,0,3,N,0,1,28,D,F,0.763074,75263
40875,0,3,N,0,1,28,N,M,0.034929,31393
40876,1,3,N,0,1,59,D,F,0.866124,71325
40877,0,3,Y,0,2,36,D,M,0.834283,87427
40878,0,3,N,0,1,32,N,F,0.45042,49976
40879,0,3,Y,1,1,71,D,M,0.187192,30950
40880,0,3,N,0,1,36,N,F,0.894785,61024
40881,0,3,N,1,3,42,D,M,0.170424,30274
40882,0,3,Y,0,1,51,D,F,0.021268,21295
40883,0,3,N,0,2,49,D,M,0.810236,76637
40884,0,3,N,0,1,25,N,F,0.692689,40898
40885,0,3,N,0,2,53,D,F,0.847317,48370
40886,0,3,Y,0,2,53,D,M,0,23693
40887,0,3,N,0,2,25,D,M,0,23583
40888,0,3,Y,0,3,47,N,M,0.858516,50357
40889,0,3,N,0,3,89,D,F,0.858516,50357
40890,1,3,Y,1,4,46,D,F,0.121756,38401
40891,0,3,Y,0,2,35,N,F,0.722196,69821
40892,0,3,N,0,2,25,D,M,0.862134,101420
40893,0,3,Y,1,2,38,D,M,0.722196,69821
40894,0,3,N,0,1,50,N,M,0.946636,66971
40895,0,3,Y,1,2,21,D,F,0,10096
40896,0,3,Y,1,2,21,D,M,0.006304,15722
40897,0,3,Y,0,1,26,N,M,0.063149,32813
40898,0,3,N,0,1,39,D,M,0.807118,39821
40899,0,3,N,0,1,59,N,M,0.757976,49900
40900,0,3,N,0,2,24,D,F,0.247263,26212
40900,0,3,N,0,2,24,D,F,0.247263,26212
40901,1,3,N,0,2,22,N,F,0.544822,51463
40902,0,3,N,0,1,19,N,F,0.794296,64783
40903,0,3,N,0,1,25,D,M,0.878344,60528
40904,0,3,N,0,1,39,D,F,0.78098,58125
40905,0,3,N,0,2,42,N,M,0.664995,51588
40906,0,3,Y,1,2,31,D,F,0.782759,65688
40907,1,3,N,0,1,30,N,M,0.703411,124190
40908,0,3,Y,1,1,31,D,F,0.834699,65125
40909,0,3,N,0,2,31,N,M,0.68284,81756
40910,0,3,Y,0,2,35,D,M,0.03012,54286
40911,0,3,Y,0,2,31,D,F,0.847502,68021
40912,0,3,N,0,1,72,N,M,0.689034,57500
40913,0,3,N,1,1,53,N,M,0.729954,85558
40914,0,2,N,0,2,49,D,M,0.76652,47353
40915,0,3,Y,1,2,39,D,F,0.476651,57500
40916,1,3,Y,0,1,32,D,M,0.019724,25978
40917,0,3,N,0,1,24,N,M,0.930631,42682
40918,0,3,Y,1,2,44,D,M,0.476651,57500
40919,1,3,Y,1,3,48,D,F,0.731667,28625
40920,0,3,N,0,2,21,D,M,0.007273,17863
40921,0,3,Y,1,1,31,N,F,0.486513,39531
40922,0,3,N,0,1,82,N,F,0.641561,31447
40923,0,3,Y,1,3,54,D,M,0.898496,80000
40924,1,3,N,0,2,44,N,F,0.856441,59189
40925,0,3,Y,1,2,39,D,F,0.354856,51944
40926,0,3,Y,1,2,26,N,M,0.856415,55931
40927,0,3,Y,0,1,20,N,M,0.878344,60528
40928,0,3,Y,1,1,57,D,F,0.68348,69028
40929,0,3,N,0,2,27,D,M,0.754368,50625
40930,0,3,Y,0,2,52,N,M,0.702176,39297
40931,0,3,N,0,1,22,N,M,0.346669,32135
40932,0,3,Y,0,2,51,N,F,0.702176,39297
40933,0,3,N,0,2,19,D,M,0.894168,71632
40934,0,3,N,0,2,23,D,F,0.557592,69792
40935,0,3,N,0,1,46,N,F,0.211986,30783
40936,0,3,Y,1,1,40,D,M,0.039103,27460
40937,0,3,Y,0,2,19,D,M,0,12188
40938,0,3,Y,0,2,27,D,F,0.82572,65357
40939,0,3,Y,0,3,26,N,M,0.943623,194421
40940,0,3,N,0,2,33,N,M,0.879518,60491
40941,0,3,N,0,2,20,D,M,0.69884,60382
40942,1,3,N,0,2,34,D,M,0.764227,66154
40943,0,3,Y,1,1,19,N,M,0.912656,65526
40944,1,3,Y,0,2,49,D,F,0.544822,51463
40945,0,3,Y,0,2,42,D,F,0.79031,60385
40946,0,3,Y,0,1,25,N,F,0.7135,55039
40947,0,3,Y,0,2,19,D,F,0.878344,60528
40947,0,3,Y,0,2,19,D,F,0.878344,60528
40948,0,3,Y,1,1,47,N,M,0.928021,61833
40949,0,3,Y,1,2,24,N,F,0.928021,61833
40950,1,3,N,0,1,26,N,F,0.791201,70478
40951,0,3,Y,1,1,39,D,M,0.764227,66154
40952,0,2,N,0,1,19,N,M,0.764356,61902
40953,0,3,Y,0,3,19,N,M,0.919003,63112
40954,0,3,N,0,1,30,N,F,0.697124,54954
40955,0,3,Y,1,2,68,N,M,0.930631,42682
40956,0,3,N,0,1,26,D,F,0.84402,92206
40957,0,3,Y,1,1,38,D,F,0.346669,32135
40958,0,3,Y,1,2,74,N,M,0.930631,42682
40959,0,3,N,0,2,23,D,F,0.777684,59313
40960,0,3,N,0,1,28,D,M,0.902632,83156
40961,0,3,Y,1,1,66,N,M,0.729954,85558
40962,0,3,N,0,1,19,N,F,0.953431,50724
40963,0,2,Y,0,1,32,N,M,0.610515,53207
40964,0,3,N,0,1,49,N,F,0.703213,50164
40965,0,3,Y,0,2,25,D,F,0.849955,53571
40966,0,3,Y,1,1,43,D,M,0.889011,74135
40967,0,2,N,0,1,27,N,F,0.753178,68966
40968,0,3,N,0,3,19,N,M,0.794296,64783
40969,0,3,Y,1,2,51,N,M,0.898679,62534
40970,0,3,N,0,1,27,D,F,0.827707,82436
40971,0,3,N,0,1,33,D,M,0.819778,78604
40972,0,3,Y,0,4,66,N,F,0.247091,44000
40973,1,3,N,0,2,19,N,M,0.912656,65526
40974,0,3,N,0,2,30,N,M,0.476658,44000
40975,1,3,N,0,1,21,N,M,0.960076,69125
40976,0,3,N,0,2,33,N,F,0.466131,46889
40977,0,3,N,0,1,34,D,M,0.896033,41607
40978,0,3,N,0,1,27,D,F,0.759789,57489
40979,0,3,N,0,1,42,N,F,0.599226,28438
40980,0,3,N,0,1,22,N,M,0.932184,60000
40981,0,3,Y,0,1,28,N,F,0.083479,20851
40982,0,3,Y,1,1,54,D,M,0.465071,51282
40983,1,3,N,0,1,24,N,M,0.551432,39327
40984,1,3,N,0,2,50,D,F,0.34507,31335
40985,0,3,N,0,1,37,N,M,0.729954,85558
40986,0,3,Y,1,2,28,D,F,0.936275,40500
40987,1,3,Y,1,1,28,N,F,0.854037,68036
40988,0,2,N,0,1,36,N,M,0.536357,52321
40989,0,3,Y,0,1,42,N,M,0.078939,35646
40990,0,3,N,0,1,29,N,M,0,32083
40991,1,3,N,0,2,55,D,M,0.328777,42439
40992,0,3,N,0,1,84,N,M,0.641561,31447
40993,0,3,Y,1,1,41,N,M,0.710908,52150
40994,0,3,Y,1,1,41,D,F,0.45042,49976
40995,0,3,Y,0,2,24,N,M,0.492169,81945
40996,1,3,N,0,2,26,D,F,0.005133,23571
40997,1,3,N,0,1,27,N,F,0.918743,37734
40998,1,3,N,0,4,21,N,M,0.712379,63250
40999,0,3,Y,0,2,37,N,F,0.109967,54233
41000,0,3,N,0,1,60,D,F,0.689034,57500
41001,0,3,Y,1,1,53,D,M,0.791998,80251
41002,0,3,N,0,1,24,D,F,0.387476,40833
41003,0,3,Y,1,2,39,D,F,0.74245,70913
41004,0,2,Y,0,1,48,N,F,0.989784,55100
41005,0,3,Y,0,1,71,D,M,0.729954,85558
41006,0,3,Y,1,1,46,D,F,0.054647,21563
41007,0,3,N,0,2,39,N,F,0.885981,109948
41008,0,3,N,0,1,75,D,F,0.66381,49545
41009,0,3,N,0,2,34,N,M,0.717846,107611
41010,0,3,Y,0,1,37,D,F,0.016966,14286
41011,0,3,Y,0,1,35,D,F,0.610515,53207
41012,0,3,N,0,1,35,D,F,0.346669,32135
41013,0,3,N,0,2,40,N,M,0.68651,43214
41014,0,3,N,0,1,40,D,F,0.016912,47450
41015,0,3,N,0,1,35,D,M,0.304841,54167
41016,0,3,Y,0,1,43,D,F,0.810236,76637
41017,1,3,N,0,4,29,N,M,0.22807,56944
41018,0,3,N,0,1,34,D,F,0.013934,13325
41019,0,3,N,0,1,57,D,M,0.017116,11392
41020,0,3,N,0,1,31,D,M,0.729682,54063
41021,0,3,Y,1,2,27,D,M,0.841516,62805
41022,0,3,Y,1,2,40,D,F,0.309735,41806
41023,0,3,N,0,1,42,D,F,0,25743
41024,0,3,N,0,1,49,D,F,0.302115,38333
41025,0,3,N,0,3,46,D,F,0.430622,42734
41026,1,3,N,0,1,42,D,M,0.119863,51458
41027,0,3,Y,0,1,35,D,F,0.798611,70257
41028,0,3,Y,1,1,57,D,M,0.925,65583
41029,0,3,N,0,1,34,N,M,0.940067,63167
41030,0,3,N,0,1,53,D,M,0.075751,26078
41031,0,3,Y,0,1,27,D,F,0.812339,105365
41032,0,3,Y,0,1,31,D,F,0.86011,89156
41033,0,3,Y,1,1,29,N,M,0.211986,30783
41034,1,3,N,0,2,64,D,F,0.962385,39505
41035,0,3,N,0,1,30,D,F,0.405246,37417
41036,0,3,N,1,1,47,D,M,0.13641,31094
41037,0,3,N,1,1,24,D,F,0.339955,31759
41038,0,2,N,0,1,56,D,F,0.476265,46574
41039,1,3,Y,1,1,46,D,F,0.07457,29297
41040,0,3,N,0,1,32,N,M,0,21964
41041,0,3,N,0,2,68,D,F,0.794296,64783
41041,0,3,N,0,2,68,D,F,0.794296,64783
41042,1,3,N,0,1,37,N,F,0.396448,50238
41043,0,3,Y,1,2,49,D,F,0.875403,72029
41044,0,3,N,0,2,41,N,M,0.411645,57557
41045,0,3,N,0,1,29,D,F,0.729954,85558
41046,0,3,N,0,2,27,N,F,0.854753,76191
41047,0,3,Y,1,2,50,N,M,0.804835,73250
41048,0,3,N,0,1,25,D,F,0.729954,85558
41049,0,3,Y,1,3,69,D,F,0.012474,25172
41050,0,3,N,0,3,20,N,M,0.836965,52188
41051,0,3,N,0,1,30,N,M,0.912656,65526
41052,0,3,Y,1,2,39,D,F,0.611497,41316
41053,0,3,N,0,1,55,D,F,0.132184,31429
41054,0,3,N,0,1,39,D,M,0.631364,39890
41055,1,3,Y,1,1,54,D,F,0.712557,77309
41056,1,2,N,0,1,44,D,F,0.810236,76637
41057,1,3,N,0,3,50,N,F,0.768697,36985
41058,0,2,N,0,1,54,N,M,0.825266,76193
41059,0,3,Y,1,1,49,D,F,0,17019
41060,0,3,N,0,6,20,D,M,0.912656,65526
41060,0,3,N,0,6,20,D,M,0.912656,65526
41061,0,3,Y,0,3,20,N,F,0.856415,55931
41062,0,3,Y,1,1,54,N,F,0.033603,38152
41063,0,3,N,0,2,30,D,M,0.492169,81945
41064,0,3,Y,0,1,26,N,F,0.721805,50859
41065,0,3,N,0,2,42,N,F,0.589123,49962
41066,0,3,Y,0,1,31,D,M,0.173554,50769
41067,0,3,N,0,1,33,D,M,0.894785,61024
41068,0,3,N,0,1,28,N,F,0.858447,57917
41069,0,3,Y,1,1,30,N,F,0.741055,65000
41070,0,3,N,0,1,30,N,F,0.333197,35539
41071,0,3,Y,0,1,60,D,M,0.01318,30427
41072,0,3,Y,1,1,87,D,M,0.916194,108909
41073,0,3,Y,1,1,35,N,M,0.862592,70625
41074,0,3,N,0,2,20,N,M,1,49861
41075,0,3,Y,1,2,34,N,M,0.875403,72029
41076,0,3,N,0,1,45,D,M,0.837893,43889
41077,0,3,Y,1,1,41,N,F,0.12549,31795
41078,0,3,N,0,2,26,D,F,0.590264,45685
41079,0,3,N,0,1,25,N,F,0.753178,68966
41080,0,3,N,0,1,80,D,F,0.346669,32135
41081,0,2,Y,0,1,33,D,M,0.457627,47030
41082,0,3,N,0,1,25,D,M,0.589603,85945
41083,0,3,Y,0,2,20,D,M,0.109967,54233
41084,0,3,N,0,1,35,N,M,0.866648,70827
41085,0,3,Y,0,2,29,N,F,0.766783,57599
41086,0,3,N,0,1,33,D,F,0.648094,56179
41087,1,3,N,0,1,50,D,M,0.01682,14421
41088,0,3,N,0,1,30,D,F,0.346669,32135
41089,0,3,Y,1,2,49,N,F,0.959926,64875
41090,0,3,Y,0,3,47,D,F,0.143634,36085
41091,0,3,N,0,1,26,N,M,0.791201,70478
41092,0,3,Y,0,1,52,D,M,0.989784,55100
41093,0,3,Y,0,2,39,N,F,0.457627,47030
41094,0,3,Y,1,1,70,D,M,0.443169,39050
41095,0,3,N,0,1,40,N,M,0.801636,75086
41096,1,3,N,0,1,28,D,F,0.229388,37551
41097,0,3,Y,0,2,28,D,M,0.277964,30550
41098,0,3,N,0,1,27,D,M,0.936658,76826
41099,0,3,Y,1,2,69,D,M,0.021361,21731
41100,0,3,Y,0,1,35,N,M,0.346669,32135
41101,0,3,Y,1,2,76,D,M,0.847502,68021
41102,0,3,N,0,2,62,N,M,0.845501,69602
41103,1,3,N,0,1,26,D,M,0.729954,85558
41104,0,3,N,1,1,28,D,M,0.031199,22434
41105,0,3,Y,0,1,26,D,F,0.697124,54954
41106,0,3,N,0,1,20,D,M,0.764227,66154
41107,1,3,Y,0,2,40,N,M,0.821906,60602
41108,0,3,Y,0,1,37,N,M,0.816065,58281
41109,0,3,N,0,4,36,D,F,0.821903,70313
41109,0,3,N,0,4,36,D,F,0.821903,70313
41110,1,3,N,0,1,34,N,F,0.791201,70478
41111,0,3,N,1,1,69,D,F,0,17738
41112,0,3,Y,1,2,72,D,F,0.300914,16476
41113,0,3,Y,1,2,75,D,M,0.300914,16476
41114,0,3,Y,0,1,21,D,F,0.031199,22434
41115,0,3,N,0,2,19,D,F,0,17738
41116,0,3,N,0,2,63,N,F,0.125874,36181
41117,0,3,Y,0,1,40,D,F,0.351485,52500
41118,0,3,N,0,1,41,D,F,0.457627,47030
41119,0,3,Y,1,4,84,D,F,0.902632,83156
41120,0,3,N,0,1,27,D,F,0.812166,60589
41121,0,3,N,0,1,34,N,F,0.866648,70827
41122,0,2,Y,1,1,41,D,M,0.875403,72029
41123,0,3,N,0,1,48,D,F,0,32794
41124,0,3,Y,0,2,50,D,M,0.006066,25417
41125,1,3,Y,1,3,21,D,M,0.820742,62131
41126,0,3,N,0,2,23,N,F,0.026102,23125
41127,0,2,N,0,1,62,N,M,0.703411,124190
41128,0,3,N,0,1,28,N,F,0.457627,47030
41129,0,3,N,0,2,37,N,M,0.764227,66154
41130,0,3,Y,1,2,30,D,F,0.795613,64333
41131,0,3,Y,0,2,26,N,F,0.66634,70114
41132,0,3,N,0,2,19,D,F,0.41421,54028
41133,0,3,N,0,1,32,N,M,0.871087,84046
41134,0,3,Y,1,1,32,N,F,0.84402,92206
41135,0,3,Y,1,2,48,D,M,0.414966,63807
41136,0,3,Y,1,2,30,N,M,0.795613,64333
41137,0,3,N,0,2,22,N,M,0.663899,53153
41138,0,3,N,0,2,45,D,M,0.496089,37426
41139,0,3,Y,0,2,29,N,F,0.826816,77019
41140,0,3,N,0,1,37,N,M,0.658284,58250
41141,0,3,Y,0,1,53,N,F,0.037056,24762
41142,0,3,N,0,1,24,D,F,0.825266,76193
41143,0,3,N,0,2,62,D,M,0,14663
41144,0,3,N,0,4,87,N,M,0.902632,83156
41145,0,3,Y,1,1,29,N,F,0.859578,70330
41146,0,3,N,0,1,31,D,F,0.725197,72237
41147,0,3,Y,1,1,44,D,M,0.45042,49976
41148,1,3,N,0,1,27,N,F,0.866124,71325
41149,0,3,N,0,1,32,N,F,0.159722,29808
41150,0,3,N,0,1,20,N,M,0.892724,165544
41151,0,3,N,0,2,24,N,F,0.589603,85945
41152,0,3,N,0,2,60,D,M,0.618905,41490
41153,0,3,Y,0,2,35,N,M,0.940067,63167
41154,0,3,N,0,1,31,D,F,0.888112,62905
41155,0,3,N,0,2,22,N,F,0.856441,59189
41156,0,3,N,0,1,19,N,M,0.929666,71314
41157,0,3,Y,0,1,19,D,F,0.912656,65526
41158,0,3,Y,0,1,34,D,F,0.457627,47030
41159,0,3,Y,0,1,30,N,M,0.030968,33860
41160,0,3,N,0,1,27,D,M,0.890463,66887
41161,0,3,N,0,1,68,N,M,0.908497,106164
41162,0,3,N,0,1,20,D,M,0.016751,20020
41163,0,3,N,0,2,52,N,M,0.081545,26821
41164,0,3,N,0,1,31,D,F,0.842709,22117
41165,1,3,N,0,1,41,D,M,0.358769,39815
41166,0,3,Y,1,2,49,D,F,0.841516,62805
41167,0,3,N,0,1,27,D,M,0.723008,79315
41168,0,3,Y,0,2,22,N,F,0.83584,52688
41169,1,3,N,0,1,28,D,F,0.866124,71325
41170,0,3,N,0,1,43,N,M,0.026102,23125
41171,0,3,Y,1,2,35,N,F,0.45042,49976
41172,0,3,Y,0,1,27,D,M,0.804835,73250
41173,0,2,N,0,1,25,D,F,0.825266,76193
41174,1,3,N,0,2,35,D,F,0.492169,81945
41175,0,3,N,0,1,23,N,M,0.476265,46574
41176,0,3,N,0,1,21,D,F,0.019717,39206
41177,0,3,N,0,2,28,N,F,0.803307,49712
41178,0,3,N,1,2,41,D,M,0.903444,65795
41179,0,3,Y,1,1,26,N,M,0.806818,70295
41180,0,3,Y,1,1,34,D,F,0.723008,79315
41181,0,3,Y,0,1,37,D,F,0.903444,65795
41182,0,3,N,0,1,20,D,M,0.86011,89156
41183,0,2,N,0,3,57,N,F,0.008083,12625
41183,0,3,N,0,3,57,N,F,0.008083,12625
41184,0,3,N,0,1,30,N,M,0.800789,56296
41185,1,3,N,0,1,29,D,M,0.912656,65526
41186,0,3,Y,0,1,26,N,F,0.84402,92206
41187,0,3,Y,1,1,24,D,M,0.387248,31003
41188,1,3,N,0,1,26,N,M,0.854037,68036
41189,0,3,Y,1,2,29,D,F,0.457627,47030
41190,0,2,N,0,1,31,N,M,0.78233,49674
41191,0,3,N,1,2,37,D,F,0.903444,65795
41192,0,3,N,0,2,33,N,F,0.898679,62534
41193,0,3,Y,0,2,30,D,F,0.960193,77350
41194,0,3,Y,0,1,57,D,M,0.233996,32444
41195,0,3,N,0,1,30,N,F,0.856415,55931
41196,0,3,N,0,1,35,N,F,0.856415,55931
41197,1,3,N,0,2,42,N,M,0.928062,67806
41198,0,3,N,0,1,19,N,F,0.870162,36992
41199,0,3,N,0,1,43,D,M,0.133827,41011
41200,0,3,N,0,2,21,D,F,0.019717,39206
41201,0,3,N,0,1,39,D,F,0.852495,72188
41202,0,3,N,0,1,50,N,F,0.813762,64226
41203,0,3,Y,0,1,34,D,F,0.529811,53083
41204,0,3,Y,1,4,20,N,F,0.816929,69397
41205,0,3,N,0,1,27,N,F,0.861556,77156
41206,0,3,Y,0,1,68,D,F,0.096277,71875
41207,0,3,Y,0,3,68,D,F,0.411645,57557
41208,0,3,N,0,3,70,D,M,0.411645,57557
41209,0,3,Y,1,1,38,D,M,0.686381,50426
41210,0,3,Y,0,1,39,D,M,0.095918,27128
41211,0,3,Y,0,1,38,N,M,0.121239,38317
41212,0,3,N,0,1,62,N,F,0.533168,42276
41213,0,3,N,0,1,28,D,M,0.630545,65439
41214,1,2,Y,0,1,51,N,F,0.229388,37551
41215,0,3,N,0,1,33,N,F,0.804835,73250
41216,0,3,Y,0,1,25,D,F,0.895074,83938
41217,0,3,N,0,1,31,D,F,0.41421,54028
41218,0,3,N,0,1,47,D,F,0.902632,83156
41219,1,3,Y,0,2,42,N,F,0.823461,50417
41220,0,3,Y,1,1,34,D,F,0.039103,27460
41221,1,3,Y,0,1,51,N,F,0.03338,32857
41222,0,3,N,0,2,48,N,F,0.300914,16476
41223,0,3,N,0,2,21,D,F,0.466131,46889
41224,0,3,N,0,4,21,N,F,0.891416,90224
41225,0,3,Y,0,1,19,D,M,0.056152,35703
41226,0,3,Y,1,1,51,D,F,0.028193,28125
41227,0,3,N,0,1,25,N,F,0.457627,47030
41228,0,3,N,0,2,32,D,M,0.874919,87677
41229,0,3,Y,1,2,30,D,F,0.874919,87677
41230,0,3,N,0,1,41,N,F,0.861556,77156
41231,1,3,N,0,1,32,D,M,0.675229,36750
41232,0,3,Y,0,1,48,D,F,0.109967,54233
41233,0,3,Y,1,1,48,N,F,0.472004,37969
41234,0,3,Y,1,2,39,D,M,0.354856,51944
41235,0,3,N,0,1,40,N,F,0.461923,54559
41236,0,3,Y,1,1,25,N,M,0.460492,57500
41237,0,3,Y,1,5,54,N,F,0.910741,66348
41238,0,3,Y,1,1,77,N,F,0.687018,39395
41239,0,3,Y,0,2,24,D,F,0.411645,57557
41240,0,3,Y,0,2,26,N,M,0.776087,39211
41241,0,3,Y,1,2,42,N,F,0.396448,50238
41242,0,3,Y,1,2,49,N,M,0.396448,50238
41243,0,3,Y,1,3,21,D,M,0.766849,71667
41244,0,3,Y,0,2,40,N,F,0.169231,18476
41245,0,3,Y,0,1,53,D,M,0.641026,27656
41246,0,3,N,0,1,32,N,F,0.86893,61829
41247,0,3,N,0,2,51,N,M,0.035714,21673
41248,0,3,Y,0,1,45,D,F,0.274736,66250
41249,0,3,Y,0,2,67,D,M,0.187192,30950
41250,0,3,N,0,1,30,N,F,0.847502,68021
41251,0,3,Y,1,1,34,D,M,0.849955,53571
41252,0,3,N,1,1,27,N,F,0.786596,60469
41253,0,3,N,1,1,36,N,F,0.890463,66887
41254,0,3,N,0,1,78,N,F,0.086845,30886
41255,0,3,N,0,1,23,D,F,0.56833,47105
41256,0,3,N,0,1,27,D,M,0.109967,54233
41257,0,3,N,0,1,27,D,F,0.800789,56296
41258,0,3,Y,1,1,67,D,F,0.885746,88283
41259,0,3,N,0,1,25,N,F,0.913455,178269
41260,0,3,Y,1,1,69,N,F,0.764227,66154
41261,0,3,Y,0,2,19,D,F,0.233996,32444
41262,0,3,Y,0,3,21,D,F,0.905434,38882
41263,0,3,N,0,2,47,D,F,0.047478,21432
41264,0,3,Y,1,2,55,D,F,0.936275,40500
41265,0,2,Y,0,1,60,D,F,0.376552,40195
41266,1,3,Y,0,2,38,D,F,0.913455,178269
41267,0,3,N,0,4,30,D,M,0.821903,70313
41267,0,3,N,0,4,30,D,M,0.821903,70313
41268,0,3,N,0,1,34,N,F,0.862134,101420
41269,0,3,N,0,1,31,N,F,0.376365,40927
41270,0,3,Y,1,1,43,N,F,0.858516,50357
41271,1,3,Y,1,1,32,N,F,0.859578,70330
41272,1,3,N,0,1,22,D,F,0.836828,49808
41273,0,3,N,0,1,33,N,F,0.837893,43889
41274,0,3,Y,0,1,49,N,M,0.476658,44000
41275,0,3,N,0,3,19,D,M,0.58643,55750
41276,0,3,N,0,1,29,N,M,0.422156,35083
41277,0,3,N,1,1,47,D,F,0.283438,52766
41278,0,3,Y,0,1,30,D,M,0.150274,35320
41279,0,3,Y,1,2,25,D,F,0.797304,76832
41280,0,3,N,0,2,31,D,F,0.182843,31236
41281,0,3,N,0,2,22,D,M,0.447966,42321
41282,0,2,N,0,1,34,D,F,0.849188,98032
41283,0,3,N,0,3,59,D,M,0.007014,20625
41284,0,3,Y,0,2,27,D,F,0.522963,67563
41285,0,3,N,0,1,54,D,F,0.413726,45930
41286,1,3,N,0,4,20,N,F,0.944889,50481
41287,0,3,N,0,1,41,D,M,0.461923,54559
41288,0,3,N,0,2,25,D,M,0.777684,59313
41289,0,3,N,0,1,48,N,M,0.852552,200001
41290,0,3,N,0,2,27,D,F,0.86011,89156
41291,0,3,Y,0,3,26,D,F,0.899386,84943
41292,0,3,N,0,1,51,D,M,0.663899,53153
41293,0,3,Y,0,1,75,D,F,0.256291,12969
41294,1,3,N,0,2,32,N,M,0.019724,25978
41295,1,3,N,0,2,24,N,M,0.888112,62905
41296,0,3,N,0,3,62,N,M,0.908924,68750
41297,0,3,Y,1,1,38,N,F,0.930631,42682
41298,0,3,N,0,1,28,N,F,0.801636,75086
41299,0,2,Y,0,3,20,D,M,0.843846,80000
41300,0,3,N,0,1,56,N,M,0.745269,68802
41301,1,3,Y,0,2,43,D,M,0.962385,39505
41302,0,3,Y,1,1,20,D,F,0.892724,165544
41303,0,3,Y,1,2,47,D,M,0.68331,65000
41304,0,3,Y,1,1,78,D,F,0.68331,65000
41305,0,3,Y,1,2,41,D,F,0.68331,65000
41306,0,3,Y,0,2,49,N,M,0.80675,62750
41307,0,3,N,0,1,56,D,F,0.356185,37083
41308,0,3,Y,0,1,25,D,M,0.816929,69397
41309,0,3,Y,1,2,51,D,F,0.761781,76475
41310,0,3,N,0,1,54,N,M,0.039103,27460
41311,0,3,Y,1,1,45,D,F,0.099757,27344
41312,1,3,N,0,3,24,N,F,0.420971,44808
41313,0,3,N,0,1,34,D,M,0.755629,35820
41314,1,3,Y,1,4,20,D,F,0.961783,40357
41315,0,2,N,1,1,47,N,F,0.842466,66667
41316,0,3,Y,1,1,25,D,F,0.791201,70478
41317,0,3,Y,0,2,57,N,M,0.530159,66346
41318,0,2,Y,0,2,19,N,F,0.847597,44821
41319,1,3,Y,1,1,39,N,F,0.932967,200001
41320,0,3,Y,0,2,38,D,M,0.303438,40500
41320,0,3,Y,0,2,38,D,M,0.303438,40500
41321,0,3,Y,1,1,55,D,M,0.490877,48182
41322,0,3,N,1,2,66,N,F,0.683731,53810
41323,0,3,Y,1,2,66,N,M,0.683731,53810
41324,0,3,Y,0,1,25,N,F,0.885161,80388
41325,0,3,N,0,2,57,D,F,0.854753,76191
41326,1,3,N,0,2,24,N,M,0.420971,44808
41327,0,3,Y,0,4,20,D,M,0.54232,51648
41328,0,3,Y,1,2,61,D,M,0.888112,62905
41329,0,3,N,1,2,33,D,F,0.888112,62905
41330,1,3,N,0,1,22,D,F,0.663899,53153
41331,0,3,Y,0,1,34,D,F,0.821368,71637
