"","name","state","treated","y1986","y1994","y1983","y1990"
"586","HAIBACH/MUEHLKREIS","UPPERAUSTRIA",0,0.238764,0.2482599,0.2590362,0.2473958
"587","HAIDERSHOFEN","LOWERAUSTRIA",0,0.3186528,0.2918919,0.3800758,0.3270886
"588","HAIGERMOOS","UPPERAUSTRIA",0,0.2148438,0.1538462,0.229572,0.1686747
"589","HAIMING","TYROL",1,0.3310745,0.3146402,0.3901071,0.3505155
"590","HAINBURG/DONAU","LOWERAUSTRIA",0,0.4319916,0.352459,0.4941549,0.4597571
"591","HAINERSDORF","STYRIA",1,0.1610338,0.1185345,0.2016985,0.1608961
"592","HAINFELD","LOWERAUSTRIA",0,0.516129,0.4511344,0.5489796,0.5192226
"593","HAINSDORF/SCHWARZAUTAL","STYRIA",1,0.1390135,0.1317073,0.1688889,0.1741294
"594","HAINZENBERG","TYROL",1,0.2414966,0.2269231,0.2458333,0.2624585
"595","HALBENRAIN","STYRIA",1,0.2544248,0.1763323,0.2952968,0.2253521
"596","HALBTURN","BURGENLAND",0,0.4149766,0.2887828,0.440094,0.4234234
"597","HALL","STYRIA",1,0.5149182,0.4458599,0.5864198,0.5143885
"598","HALLSTATT","UPPERAUSTRIA",0,0.5566167,0.5439394,0.5960526,0.5500686
"599","HALLTAL","STYRIA",1,0.4242424,0.3167939,0.5192308,0.3963636
"600","HALLWANG","SALZBURG",0,0.3391916,0.2774158,0.3742479,0.3305834
"601","HANDENBERG","UPPERAUSTRIA",0,0.2103896,0.2081006,0.2480106,0.2237017
"602","HANNERSDORF","BURGENLAND",0,0.4855769,0.5082781,0.484472,0.5
"603","HARD","VORARLBERG",1,0.3376348,0.2838485,0.372903,0.3686049
"604","HARDEGG","LOWERAUSTRIA",0,0.3072072,0.2702703,0.3380634,0.3508443
"605","HARGELSBERG","UPPERAUSTRIA",0,0.3561151,0.3269565,0.4060721,0.3667263
"606","HARINGSEE","LOWERAUSTRIA",0,0.3535188,0.2986217,0.3853211,0.3573825
"607","HARMANNSDORF","LOWERAUSTRIA",0,0.3059589,0.2508345,0.3328275,0.3202387
"608","HART/GRAZ","STYRIA",1,0.4640634,0.373516,0.5551623,0.4817162
"609","HART/ZILLERTAL","TYROL",1,0.2078313,0.1974638,0.2283105,0.2426127
"610","HARTBERG UMGEBUNG","STYRIA",1,0.1221122,0.1296151,0.1278261,0.1617188
"611","HARTKIRCHEN","UPPERAUSTRIA",0,0.3535313,0.2888087,0.3583545,0.3426344
"612","HARTL","STYRIA",1,0.1445783,0.1054688,0.1871227,0.1240157
"613","HASLACH/MUEHL","UPPERAUSTRIA",0,0.3789773,0.3562071,0.4171429,0.4023128
"614","HASLAU-MARIA ELLEND","LOWERAUSTRIA",0,0.4978724,0.4245881,0.5672514,0.5295775
"615","HASLAU/BIRKFELD","STYRIA",1,0.5218855,0.44,0.5270758,0.4788274
"616","HATTING","TYROL",1,0.3548085,0.2727273,0.4253101,0.3489649
"617","HATZENDORF","STYRIA",1,0.2338843,0.1938436,0.2771503,0.240228
"618","HAUGSDORF","LOWERAUSTRIA",0,0.3883892,0.3715754,0.3998423,0.4266327
"619","HAUNOLDSTEIN","LOWERAUSTRIA",0,0.4426877,0.388548,0.4950495,0.4411765
"620","HAUS","STYRIA",1,0.2959327,0.2866473,0.3649743,0.3268678
"621","HAUSBRUNN","LOWERAUSTRIA",0,0.6013514,0.5804312,0.6075778,0.597037
"622","HAUSKIRCHEN","LOWERAUSTRIA",0,0.3963345,0.3162194,0.4032967,0.3890187
"623","HAUSLEITEN","LOWERAUSTRIA",0,0.2979493,0.2732769,0.3168927,0.3084516
"624","HAUSMANNSTAETTEN","STYRIA",1,0.3447725,0.2573688,0.4016393,0.3555718
"625","HEIDENREICHSTEIN","LOWERAUSTRIA",0,0.5305595,0.4817495,0.4692308,0.5479452
"626","HEILIGENBERG","UPPERAUSTRIA",0,0.1041162,0.0859189,0.1296758,0.1615202
"627","HEILIGENBLUT","CARINTHIA",1,0.3303457,0.2182362,0.3807588,0.3107735
"628","HEILIGENBRUNN","BURGENLAND",0,0.2496552,0.3040346,0.2552301,0.3244382
"629","HEILIGENKREUZ","LOWERAUSTRIA",0,0.3542601,0.25,0.3782235,0.3353941
"630","HEILIGENKREUZ/LAFNITZTAL","BURGENLAND",0,0.4789823,0.4255319,0.4829857,0.4977728
"631","HEILIGENKREUZ/WAASEN","STYRIA",1,0.2460568,0.2178318,0.2955556,0.2929293
"632","HEIMSCHUH","STYRIA",1,0.3954082,0.3370307,0.4314587,0.3991803
"633","HEITERWANG","TYROL",1,0.2394366,0.1924686,0.2807692,0.2380952
"634","HELDENBERG","LOWERAUSTRIA",0,0.2627119,0.2228654,0.2598639,0.2640449
"635","HELFENBERG","UPPERAUSTRIA",0,0.294751,0.2517289,0.3002833,0.3044693
"636","HELLMONSOEDT","UPPERAUSTRIA",0,0.3617677,0.2812227,0.3795621,0.3770642
"637","HELPFAU-UTTENDORF","UPPERAUSTRIA",0,0.3903615,0.3160377,0.4622357,0.4198427
"638","HENGSBERG","STYRIA",1,0.372093,0.3253165,0.4053691,0.3793103
"639","HENNDORF/WALLERSEE","SALZBURG",0,0.3474962,0.2422332,0.4079463,0.3421184
"640","HENNERSDORF","LOWERAUSTRIA",0,0.5703919,0.4545455,0.608769,0.5428572
"641","HERMAGOR","CARINTHIA",1,0.411496,0.3728278,0.421849,0.4084463
"642","HERMAGOR/PRESSEGGER SEE","CARINTHIA",1,0.4460133,0.4077604,0.4653487,0.4429974
"643","HERNALS","VIENNA",0,0.4848122,0.3435936,0.5314829,0.4662079
"644","HERNSTEIN","LOWERAUSTRIA",0,0.3357314,0.2836711,0.3588457,0.3278496
"645","HERRNBAUMGARTEN","LOWERAUSTRIA",0,0.1889764,0.173785,0.206762,0.1848617
"646","HERZOGENBURG","LOWERAUSTRIA",0,0.579445,0.493928,0.6060542,0.5802626
"647","HERZOGSDORF","UPPERAUSTRIA",0,0.2118028,0.1992157,0.2269737,0.2291826
"648","HIEFLAU","STYRIA",1,0.7259979,0.6533666,0.7948718,0.6973392
"649","HIETZING","VIENNA",0,0.3958597,0.304688,0.4143762,0.3973191
"650","HIMBERG","LOWERAUSTRIA",0,0.6077612,0.4887892,0.6544343,0.6008242
"651","HIMMELBERG","CARINTHIA",1,0.3840733,0.3074649,0.4673748,0.3704776
"652","HINTERBRUEHL","LOWERAUSTRIA",0,0.270775,0.2054353,0.3008169,0.2802885
"653","HINTERSEE","SALZBURG",0,0.3112033,0.2844037,0.3109244,0.3175966
"654","HINZENBACH","UPPERAUSTRIA",0,0.4529357,0.4225865,0.4753146,0.4777475
"655","HIPPACH","TYROL",1,0.1170799,0.1179173,0.1704545,0.1520618
"656","HIRM","BURGENLAND",0,0.6380773,0.5562914,0.6785714,0.6484674
"657","HIRNSDORF","STYRIA",1,0.244389,0.2592593,0.2893401,0.2843373
"658","HIRSCHBACH","LOWERAUSTRIA",0,0.4169096,0.3960674,0.5453262,0.4514286
"659","HIRSCHBACH/MUEHLKREIS","UPPERAUSTRIA",0,0.2527624,0.2379603,0.271261,0.2747093
"660","HIRTENBERG","LOWERAUSTRIA",0,0.6952236,0.6052632,0.7492712,0.6862903
"661","HITTISAU","VORARLBERG",1,0.0942408,0.0661253,0.0888651,0.1175869
"662","HITZENDORF","STYRIA",1,0.3548221,0.3099298,0.396072,0.3746341
"663","HOCHBURG-ACH","UPPERAUSTRIA",0,0.2880044,0.2644172,0.3398212,0.2947059
"664","HOCHFILZEN","TYROL",1,0.5245665,0.5126984,0.5793529,0.5399719
"665","HOCHLEITHEN","LOWERAUSTRIA",0,0.372807,0.3235294,0.3906021,0.3793103
"666","HOCHNEUKIRCHEN-GSCHAIDT","LOWERAUSTRIA",0,0.2160438,0.199262,0.2564103,0.2402597
"667","HOCHWOLKERSDORF","LOWERAUSTRIA",0,0.4866562,0.4416544,0.53125,0.4946071
"668","HOECHST","VORARLBERG",1,0.196472,0.1511208,0.2139918,0.2175981
"669","HOEF-PRAEBACH","STYRIA",1,0.3764045,0.3113924,0.4287834,0.4010914
"670","HOEFEN","TYROL",1,0.2396947,0.2129032,0.3029801,0.279879
"671","HOEFLEIN","LOWERAUSTRIA",0,0.3177419,0.2768987,0.3288815,0.2987616
"672","HOEHNHART","UPPERAUSTRIA",0,0.2332196,0.2512195,0.2665174,0.254717
"673","HOERBICH","UPPERAUSTRIA",0,0.1206897,0.0786517,0.1255605,0.2464455
"674","HOERBRANZ","VORARLBERG",1,0.2473666,0.2068011,0.2716138,0.2903021
"675","HOERSCHING","UPPERAUSTRIA",0,0.5154911,0.4174373,0.5752633,0.3629737
"676","HOF/LEITHABERGE","LOWERAUSTRIA",0,0.4452926,0.3967662,0.4768637,0.4628297
"677","HOF/SALZBURG","SALZBURG",0,0.2400578,0.2233911,0.272,0.255989
"678","HOF/STRADEN","STYRIA",1,0.1636364,0.1749571,0.2078364,0.1805556
"679","HOFAMT PRIEL","LOWERAUSTRIA",0,0.4138943,0.3817635,0.4433198,0.4427861
"680","HOFKIRCHEN/HARTBERG","STYRIA",1,0.0343915,0.0963542,0.0647059,0.0654912
"681","HOFKIRCHEN/MUEHLKREIS","UPPERAUSTRIA",0,0.2374269,0.216152,0.2578692,0.1522634
"682","HOFKIRCHEN/TRATTNACH","UPPERAUSTRIA",0,0.2263711,0.2261185,0.2957746,0.2552941
"683","HOFKIRCHEN/TRAUNKREIS","UPPERAUSTRIA",0,0.3505155,0.2905501,0.4224,0.5045562
"684","HOFSTAETTEN/RAAB","STYRIA",1,0.3102786,0.2692308,0.3556231,0.3166202
"685","HOFSTETTEN-GRUENAU","LOWERAUSTRIA",0,0.3221226,0.2617135,0.3612853,0.3129009
"686","HOHE WAND","LOWERAUSTRIA",0,0.3580097,0.291918,0.4014688,0.3526511
"687","HOHENAU/MARCH","LOWERAUSTRIA",0,0.7121076,0.6266266,0.7203729,0.7114643
"688","HOHENAU/RAAB","STYRIA",1,0.267148,0.2290437,0.3153266,0.2361927
"689","HOHENBERG","LOWERAUSTRIA",0,0.5772218,0.4964029,0.6499176,0.586116
"690","HOHENBRUGG-WEINBERG","STYRIA",1,0.3671233,0.3145743,0.3830703,0.3681241
"691","HOHENEICH","LOWERAUSTRIA",0,0.4366603,0.375,0.4372624,0.4602273
"692","HOHENEMS","VORARLBERG",1,0.278433,0.221975,0.3123128,0.3430257
"693","HOHENRUPPERSDORF","LOWERAUSTRIA",0,0.2132701,0.1807629,0.2351145,0.2076412
"694","HOHENTHURN","CARINTHIA",1,0.4818653,0.4464865,0.5445026,0.5269151
"695","HOHENWARTH-MUEHLBACH/M.","LOWERAUSTRIA",0,0.2535211,0.2442284,0.2527115,0.2801378
"696","HOHENWEILER","VORARLBERG",1,0.1752066,0.1517671,0.1634783,0.236246
"697","HOHENZELL","UPPERAUSTRIA",0,0.1972973,0.1810954,0.2549729,0.2088725
"698","HOLLENEGG","STYRIA",1,0.5029985,0.4301075,0.5462663,0.5128756
"699","HOLLENSTEIN/YBBS","LOWERAUSTRIA",0,0.463035,0.3995098,0.4806451,0.4805511
"700","HOLLENTHON","LOWERAUSTRIA",0,0.2686805,0.2717042,0.28,0.3047619
"701","HOLLERSBACH/PINZGAU","SALZBURG",0,0.388443,0.3536585,0.4290657,0.3940345
"702","HOLZGAU","TYROL",1,0.1450382,0.1176471,0.2367347,0.1882353
"703","HOLZHAUSEN","UPPERAUSTRIA",0,0.4884393,0.3926554,0.5516304,0.52
"704","HOPFGARTEN/BRIXENTAL","TYROL",1,0.2898279,0.2395087,0.3405088,0.2947368
"705","HORITSCHON","BURGENLAND",0,0.4980454,0.4581091,0.5097402,0.4980048
"706","HORNSTEIN","BURGENLAND",0,0.5976872,0.5495441,0.6609231,0.6120422
"707","HUERM","LOWERAUSTRIA",0,0.1548199,0.1414141,0.1923464,0.1545455
"708","HUETTAU","SALZBURG",0,0.4675615,0.4081633,0.5097402,0.4867359
"709","HUETTENBERG","CARINTHIA",1,0.6821274,0.5790297,0.7221206,0.6573948
"710","HUETTSCHLAG","SALZBURG",0,0.2811881,0.2793296,0.2987288,0.3142329
"711","HUNDSHEIM","LOWERAUSTRIA",0,0.5703884,0.4671916,0.5482234,0.5318627
"712","ILLMITZ","BURGENLAND",0,0.4658754,0.4432432,0.4813056,0.4965604
"713","ILZ","STYRIA",1,0.2558581,0.2133333,0.3047744,0.2539877
"714","ILZTAL","STYRIA",1,0.3210099,0.2183486,0.3489681,0.305282
"715","IMSTERBERG","TYROL",1,0.234414,0.2722372,0.2473958,0.2541966
"716","INNERBRAZ","VORARLBERG",1,0.391791,0.3658052,0.3991853,0.429078
"717","INNERE STADT","VIENNA",0,0.278343,0.2130106,0.2681863,0.293566
"718","INNERSCHWAND","UPPERAUSTRIA",0,0.1270161,0.1153082,0.1434511,0.146
"719","INNSBRUCK (LAND)","TYROL",1,0.2921325,0.2396884,0.352258,0.3066589
"720","INNSBRUCK (STADT)","TYROL",1,0.3426718,0.2748338,0.4063333,0.348408
"721","INZERSDORF-GETZERSDORF","LOWERAUSTRIA",0,0.4192741,0.3518519,0.4625323,0.4191083
"722","INZERSDORF/KREMSTAL","UPPERAUSTRIA",0,0.3572761,0.2651663,0.4262295,0.3611111
"723","INZING","TYROL",1,0.3046389,0.2360775,0.3556778,0.3162313
"724","IRDNING","STYRIA",1,0.3114865,0.2425249,0.3701695,0.2745478
"725","IRNFRITZ-MESSERN","LOWERAUSTRIA",0,0.2542886,0.2206674,0.2569659,0.2569296
"726","IRSCHEN","CARINTHIA",1,0.446473,0.4200477,0.4875108,0.4750779
"727","ISCHGL","TYROL",1,0.0965986,0.1494768,0.1589041,0.1370851
"728","ITTER","TYROL",1,0.2898273,0.2776769,0.3597679,0.3049908
"729","JAGERBERG","STYRIA",1,0.1453488,0.149279,0.1587868,0.1894127
"730","JAIDHOF","LOWERAUSTRIA",0,0.1610044,0.1311728,0.1994048,0.1743666
"731","JAPONS","LOWERAUSTRIA",0,0.1592593,0.1106942,0.1605166,0.1532977
"732","JEDENSPEIGEN","LOWERAUSTRIA",0,0.4423077,0.4032043,0.4526184,0.4673768
"733","JEGING","UPPERAUSTRIA",0,0.2905405,0.2576687,0.3716216,0.316726
"734","JENBACH","TYROL",1,0.4673103,0.38897,0.5500281,0.4519632
"735","JERZENS","TYROL",1,0.1734104,0.2082474,0.1659751,0.2019417
"736","JOCHBERG","TYROL",1,0.3764338,0.2988372,0.4556701,0.3535792
"737","JOHNSBACH","STYRIA",1,0.4100719,0.248,0.4166667,0.3488372
"738","JOHNSDORF-BRUNN","STYRIA",1,0.3816047,0.3066132,0.4538462,0.4158607
"739","JOIS","BURGENLAND",0,0.4520231,0.4404015,0.5028442,0.496977
"740","JOSEFSTADT","VIENNA",0,0.3292424,0.2403257,0.3663473,0.3337002
"741","JUDENAU-BAUMGARTEN","LOWERAUSTRIA",0,0.3733333,0.2570281,0.4036327,0.3452502
"742","JUDENDORF-STRASSENGEL","STYRIA",1,0.4992549,0.4151473,0.5831074,0.5235866
"743","JULBACH","UPPERAUSTRIA",0,0.3618234,0.385,0.3688442,0.4099695
"744","JUNGHOLZ","TYROL",1,0.092437,0.0784314,0.0940171,0.097561
"745","KAIBING","STYRIA",1,0.3760684,0.3347639,0.3486238,0.3625
"746","KAINACH/VOITSBERG","STYRIA",1,0.5105042,0.4693878,0.4828326,0.5262055
"747","KAINBACH","STYRIA",1,0.3181818,0.2453271,0.3454545,0.3011858
"748","KAINDORF","STYRIA",1,0.1855204,0.1615667,0.1796966,0.1841808
"749","KAINDORF/SULM","STYRIA",1,0.4745763,0.4375,0.5372937,0.4888179
"750","KAISERSDORF","BURGENLAND",0,0.6396648,0.6240822,0.6434317,0.6661654
"751","KALLHAM","UPPERAUSTRIA",0,0.3407643,0.2994859,0.3895202,0.375502
"752","KALSDORF/GRAZ","STYRIA",1,0.5329176,0.4334309,0.6376244,0.5328806
"753","KALTENBACH","TYROL",1,0.3233645,0.2611465,0.3649907,0.3707865
"754","KALTENBERG","UPPERAUSTRIA",0,0.0909091,0.1309524,0.0765027,0.1442786
"755","KALTENLEUTGEBEN","LOWERAUSTRIA",0,0.5044529,0.3660826,0.559949,0.4961538
"756","KALWANG","STYRIA",1,0.4840426,0.4120267,0.5286017,0.4748908
"757","KAMMERN/LIESINGTAL","STYRIA",1,0.4227405,0.4168224,0.4544534,0.4142857
"758","KAPELLEN","STYRIA",1,0.4952153,0.3747126,0.529148,0.525463
"759","KAPELLN","LOWERAUSTRIA",0,0.2126514,0.1768617,0.2430556,0.2154255
"760","KAPFENBERG","STYRIA",1,0.7162154,0.5903783,0.7652881,0.6391401
"761","KAPFENSTEIN","STYRIA",1,0.2088555,0.2153716,0.2432886,0.254022
"762","KAPPEL/KRAPPFELD","CARINTHIA",1,0.4485106,0.3701189,0.4906367,0.4109704
"763","KAPPL","TYROL",1,0.0740223,0.1206544,0.0977054,0.1160528
"764","KAPRUN","SALZBURG",0,0.5084351,0.4662577,0.5548349,0.5233645
"765","KARLSTEIN/THAYA","LOWERAUSTRIA",0,0.3224254,0.2845361,0.3643989,0.3336605
"766","KARLSTETTEN","LOWERAUSTRIA",0,0.3757792,0.3048359,0.4174312,0.3643478
"767","KARRES","TYROL",1,0.3052959,0.3015385,0.4181818,0.365625
"768","KARROESTEN","TYROL",1,0.351706,0.3548387,0.3812155,0.4267677
"769","KASTEN/BOEHEIMKIRCHEN","LOWERAUSTRIA",0,0.2410714,0.2174312,0.2932127,0.2564347
"770","KATSDORF","UPPERAUSTRIA",0,0.4681481,0.3914566,0.4951299,0.4750542
"771","KATZELSDORF","LOWERAUSTRIA",0,0.443299,0.336,0.4858985,0.437733
"772","KAUMBERG","LOWERAUSTRIA",0,0.3094737,0.2115059,0.3001842,0.2833021
"773","KAUNERBERG","TYROL",1,0.0490798,0.0981595,0.1677019,0.0731707
"774","KAUNS","TYROL",1,0.1845494,0.2085106,0.1640212,0.1791667
"775","KAUTZEN","LOWERAUSTRIA",0,0.2716578,0.2569124,0.3178535,0.3075171
"776","KEFERMARKT","UPPERAUSTRIA",0,0.3856266,0.3236051,0.3966165,0.4070796
"777","KEMATEN/INNBACH","UPPERAUSTRIA",0,0.2989045,0.2638889,0.3777778,0.2740158
"778","KEMATEN/KREMS","UPPERAUSTRIA",0,0.4174067,0.336163,0.4512195,0.4558059
"779","KEMATEN/TIROL","TYROL",1,0.2999223,0.2531224,0.3491172,0.2924242
"780","KEMATEN/YBBS","LOWERAUSTRIA",0,0.6107634,0.498057,0.6329517,0.6134185
"781","KEMETEN","BURGENLAND",0,0.6550999,0.5728953,0.6513026,0.6481676
"782","KENNELBACH","VORARLBERG",1,0.3433333,0.255688,0.3751058,0.3802817
"783","KEUTSCHACH/SEE","CARINTHIA",1,0.4661836,0.4030571,0.5301954,0.4716536
"784","KILB","LOWERAUSTRIA",0,0.2047044,0.1851604,0.233244,0.2246234
"785","KINDBERG","STYRIA",1,0.6044158,0.5559347,0.6424145,0.5777004
"786","KIRCHBACH","CARINTHIA",1,0.360088,0.3146199,0.3669725,0.3470523
"787","KIRCHBACH/STEIERMARK","STYRIA",1,0.1957975,0.1368421,0.2427984,0.1914692
"788","KIRCHBERG-THENING","UPPERAUSTRIA",0,0.5607334,0.4727273,0.5872757,0.5537879
"789","KIRCHBERG/DONAU","UPPERAUSTRIA",0,0.3530281,0.29374,0.3932253,0.3395349
"790","KIRCHBERG/MATTINGHOFEN","UPPERAUSTRIA",0,0.176699,0.1856392,0.2145669,0.1980198
"791","KIRCHBERG/PIELACH","LOWERAUSTRIA",0,0.3425414,0.2749311,0.3923205,0.3224167
"792","KIRCHBERG/RAAB","STYRIA",1,0.3195099,0.3208889,0.3688287,0.3446181
"793","KIRCHBERG/TIROL","TYROL",1,0.3171121,0.2895705,0.3991701,0.3192771
"794","KIRCHBERG/WAGRAM","LOWERAUSTRIA",0,0.3180746,0.2851903,0.3391182,0.3386015
"795","KIRCHBERG/WALDE","LOWERAUSTRIA",0,0.3024809,0.272051,0.3651568,0.3307543
"796","KIRCHBERG/WECHSEL","LOWERAUSTRIA",0,0.2219973,0.1809524,0.2681602,0.2453209
"797","KIRCHBICHL","TYROL",1,0.4830949,0.3900541,0.5681074,0.4766511
"798","KIRCHDORF/INN","UPPERAUSTRIA",0,0.2493888,0.1369863,0.2741117,0.2506394
"799","KIRCHDORF/TIROL","TYROL",1,0.2889391,0.2426557,0.3533374,0.3009878
"800","KIRCHHAM","UPPERAUSTRIA",0,0.22668,0.1907067,0.2388211,0.265121
"801","KIRCHHEIM/INNKREIS","UPPERAUSTRIA",0,0.1953125,0.16,0.2466844,0.2584856
"802","KIRCHSCHLAG","LOWERAUSTRIA",0,0.2424242,0.1983806,0.2804878,0.2896825
"803","KIRCHSCHLAG/BUCKL. WELT","LOWERAUSTRIA",0,0.1883385,0.1707185,0.2121849,0.1935307
"804","KIRCHSCHLAG/LINZ","UPPERAUSTRIA",0,0.3099671,0.2439926,0.3663133,0.3260219
"805","KIRCHSTETTEN","LOWERAUSTRIA",0,0.359491,0.3015544,0.4037404,0.3875969
"806","KIRNBERG/MANK","LOWERAUSTRIA",0,0.0744337,0.0880503,0.0814558,0.1065574
"807","KITTSEE","BURGENLAND",0,0.5005519,0.4305085,0.5432742,0.48903
"808","KITZECK/SAUSAL","STYRIA",1,0.3337469,0.3620026,0.3992849,0.3748503
"809","KLAFFER/HOCHFICHT","UPPERAUSTRIA",0,0.4187919,0.3771131,0.4485095,0.4268929
"810","KLAGENFURT (LAND)","CARINTHIA",1,0.4726524,0.3945438,0.5453953,0.4647633
"811","KLAGENFURT (STADT)","CARINTHIA",1,0.4439991,0.3500468,0.5055704,0.420626
"812","KLAM","UPPERAUSTRIA",0,0.2155555,0.209713,0.2338902,0.2544248
"813","KLAUS","VORARLBERG",1,0.2350746,0.2049632,0.2508197,0.267254
"814","KLAUS/PYHRNBAHN","UPPERAUSTRIA",0,0.5697051,0.5209841,0.6131191,0.6005435
"815","KLAUSEN-LEOPOLDSDORF","LOWERAUSTRIA",0,0.5064194,0.3726027,0.5020408,0.4917293
"816","KLEBLACH-LIND","CARINTHIA",1,0.4785802,0.3955224,0.5500634,0.4536703
"817","KLEIN ST.PAUL","CARINTHIA",1,0.4748804,0.3718559,0.5470992,0.4413619
"818","KLEIN-NEUSIEDL","LOWERAUSTRIA",0,0.7772109,0.625641,0.7867528,0.7387687
"819","KLEIN-POECHLARN","LOWERAUSTRIA",0,0.5432937,0.4746622,0.5844827,0.5574913
"820","KLEINARL","SALZBURG",0,0.3487805,0.3340961,0.4171123,0.3399558
"821","KLEINLOBMING","STYRIA",1,0.2181818,0.2145833,0.2734694,0.2614771
"822","KLEINSOELK","STYRIA",1,0.3087432,0.2668464,0.4064171,0.3201058
"823","KLEINZELL","LOWERAUSTRIA",0,0.2508834,0.2181146,0.3344426,0.2877193
"824","KLEINZELL/MUEHLKREIS","UPPERAUSTRIA",0,0.3648649,0.3392226,0.4052698,0.3793503
"825","KLINGENBACH","BURGENLAND",0,0.631512,0.6070039,0.6516291,0.6419438
"826","KLOECH","STYRIA",1,0.1691599,0.1272085,0.2145251,0.1650055
"827","KLOESTERLE","VORARLBERG",1,0.375,0.3257791,0.4249471,0.4201313
"828","KLOSTERNEUBURG","LOWERAUSTRIA",0,0.3240471,0.247418,0.3599039,0.3205215
"829","KOBENZ","STYRIA",1,0.3805395,0.3320501,0.4355949,0.3760603
"830","KOBERSDORF","BURGENLAND",0,0.5998434,0.5654531,0.6237471,0.5916601
"831","KOBLACH","VORARLBERG",1,0.2597072,0.1884155,0.2524205,0.2917127
"832","KOEFLACH","STYRIA",1,0.6685247,0.5642811,0.7235571,0.6391023
"833","KOENIGSBRUNN/WAGRAM","LOWERAUSTRIA",0,0.3494133,0.341823,0.3447368,0.3696237
"834","KOENIGSTETTEN","LOWERAUSTRIA",0,0.376691,0.3317261,0.4118943,0.3819302
"835","KOENIGSWIESEN","UPPERAUSTRIA",0,0.2564935,0.2641096,0.2876557,0.2861934
"836","KOESSEN","TYROL",1,0.1833004,0.1549816,0.2675986,0.2003949
"837","KOETSCHACH-MAUTHEN","CARINTHIA",1,0.3911223,0.3512494,0.4123801,0.3949657
"838","KOETTMANNSDORF","CARINTHIA",1,0.519186,0.4066066,0.5900929,0.4997098
"839","KOGLHOF","STYRIA",1,0.2543424,0.2132822,0.2941903,0.2234848
"840","KOHFIDISCH","BURGENLAND",0,0.5052546,0.4770868,0.5127186,0.5085574
"841","KOHLBERG","STYRIA",1,0.2021563,0.184,0.2303371,0.2521246
"842","KOHLSCHWARZ","STYRIA",1,0.5140187,0.4123134,0.5772201,0.5062836
"843","KOLLERSCHLAG","UPPERAUSTRIA",0,0.1904762,0.2026538,0.1530864,0.2324196
"844","KOLSASS","TYROL",1,0.2506494,0.2008141,0.2819445,0.2625995
"845","KORNBERG/RIEGERSBURG","STYRIA",1,0.2522639,0.1912929,0.2882273,0.2312579
"846","KOTTES-PURK","LOWERAUSTRIA",0,0.200692,0.1752577,0.229523,0.2112029
"847","KOTTINGBRUNN","LOWERAUSTRIA",0,0.6069959,0.4531392,0.6851785,0.5635716
"848","KRAKAUDORF","STYRIA",1,0.2201087,0.2015306,0.2709497,0.2608696
"849","KRAKAUHINTERMUEHLEN","STYRIA",1,0.2572254,0.2284123,0.2944984,0.2820513
"850","KRAKAUSCHATTEN","STYRIA",1,0.2146597,0.2261306,0.2896175,0.2258064
"851","KRAMSACH","TYROL",1,0.3629167,0.3295405,0.4550822,0.3980705
"852","KRAUBATH/MUR","STYRIA",1,0.5471056,0.4025229,0.6133177,0.5183946
"853","KREMS/DONAU (LAND)","LOWERAUSTRIA",0,0.3365483,0.2873179,0.3716682,0.3440385
"854","KREMS/DONAU (STADT)","LOWERAUSTRIA",0,0.4472327,0.3634669,0.4970973,0.4464655
"855","KREMS/KAERNTEN","CARINTHIA",1,0.3830104,0.3198276,0.4166032,0.3590151
"856","KREMSMUENSTER","UPPERAUSTRIA",0,0.3518418,0.2717079,0.4137652,0.3696487
"857","KRENGLBACH","UPPERAUSTRIA",0,0.4746704,0.4328358,0.4941435,0.4762901
"858","KREUTTAL","LOWERAUSTRIA",0,0.4454665,0.3632019,0.4287599,0.4499382
"859","KREUZSTETTEN","LOWERAUSTRIA",0,0.3692689,0.3164693,0.3597484,0.3839713
"860","KRIEGLACH","STYRIA",1,0.5625,0.4426039,0.6186221,0.5234418
"861","KRIMML","SALZBURG",0,0.3627451,0.3166667,0.4297521,0.3540856
"862","KRISPL","SALZBURG",0,0.2875817,0.2707071,0.314978,0.3036876
"863","KRONSTORF","UPPERAUSTRIA",0,0.5016077,0.4231707,0.5689994,0.5091367
"864","KROTTENDORF","STYRIA",1,0.5092524,0.3864151,0.586515,0.4157387
"865","KROTTENDORF-GAISFELD","STYRIA",1,0.457223,0.40805,0.540386,0.4689793
"866","KRUMAU/KAMP","LOWERAUSTRIA",0,0.2607204,0.2572993,0.2891156,0.3285714
"867","KRUMEGG","STYRIA",1,0.2146172,0.1866359,0.2686375,0.2263936
"868","KRUMMNUSSBAUM","LOWERAUSTRIA",0,0.4649227,0.4184397,0.5046839,0.4757397
"869","KRUMPENDORF/WOERTHER SEE","CARINTHIA",1,0.3109091,0.2291415,0.3636364,0.2877215
"870","KRUSDORF","STYRIA",1,0.1649832,0.1263538,0.2118959,0.1467577
"871","KUCHL","SALZBURG",0,0.3085825,0.2426493,0.3723473,0.3090783
"872","KUKMIRN","BURGENLAND",0,0.3886525,0.3477322,0.4123055,0.3879941
"873","KULM/WEIZ","STYRIA",1,0.29,0.2438163,0.2943396,0.2793103
"874","KULM/ZIRBITZ","STYRIA",1,0.2768595,0.2851406,0.3374486,0.2878788
