treatment,victim.status,voted_2000,voted_2002,fam.members,age,party,sex,pct.white,median.income
0,3,N,0,1,35,N,F,0.926342,53000
0,3,N,0,1,84,N,M,0.676471,41450
0,3,Y,0,1,47,N,F,0.617473,51793
0,3,N,0,1,40,D,M,0.92386,63222
0,3,Y,0,2,44,D,F,0.003895,28015
0,3,N,0,2,32,N,M,0.912656,65526
0,3,N,0,1,25,D,M,0.526473,34727
0,3,N,0,2,41,D,F,0.926778,50234
0,3,Y,0,1,39,N,F,0.715023,50671
0,3,N,0,2,44,N,M,0.926778,50234
0,3,N,0,1,38,N,F,0.818182,56932
0,3,Y,0,2,35,N,F,0.524972,59792
0,3,N,0,1,32,N,F,0.06555,47012
0,3,N,0,1,37,N,M,0.839357,47292
0,2,N,0,3,51,D,M,0.943726,51818
0,3,Y,1,1,49,D,F,0.346669,32135
0,3,Y,1,2,55,N,F,0.885746,88283
0,3,N,0,2,47,N,F,0.826366,61740
0,3,N,0,1,81,D,F,0.570125,55446
0,3,N,0,2,50,N,M,0.898679,62534
0,3,N,0,2,50,N,M,0.898679,62534
0,3,Y,0,2,73,D,F,0.464928,53031
1,3,N,0,3,33,N,M,0.826366,61740
1,2,Y,1,1,41,N,F,0.964286,47500
0,3,Y,0,2,40,D,F,0.968575,46583
0,3,N,0,2,45,D,M,0.968575,46583
0,2,Y,1,1,40,D,F,0.878344,60528
0,3,N,1,2,30,N,F,0.826366,61740
0,3,N,0,2,57,D,M,0.096148,26870
0,3,N,0,1,36,N,M,0.839357,47292
0,3,Y,0,1,46,N,F,0.142598,27386
0,3,Y,1,1,48,N,F,0.063149,32813
0,3,Y,0,2,41,N,M,0.926523,54688
0,3,N,1,2,51,N,M,0.113999,52440
0,3,N,0,2,38,D,M,0.791998,80251
0,3,Y,0,2,68,D,F,0.005015,42011
0,3,N,0,2,30,N,F,0.928062,67806
0,3,Y,1,2,86,D,F,0.882905,54500
0,3,N,0,1,90,N,F,0.126615,32174
1,3,Y,0,1,36,D,F,0.03338,32857
0,3,N,0,1,28,N,F,0.854499,68972
1,3,N,0,1,22,D,M,0.896094,33854
0,3,N,0,1,40,N,M,0.015286,18750
0,3,N,0,1,29,N,F,0.021567,25682
1,3,N,0,1,84,D,F,0.842901,62193
0,3,N,0,1,46,D,F,0.177625,50956
0,3,N,0,2,73,D,M,0,35357
0,3,N,0,1,65,D,F,0.535252,41750
0,3,Y,1,1,58,D,F,0.864472,65341
0,2,N,0,1,37,D,M,0.722196,69821
0,3,N,0,1,60,D,F,0.319267,16919
0,3,N,0,2,46,D,M,0.429985,48828
1,3,N,0,2,58,N,F,0.464928,53031
1,3,N,0,1,48,N,F,0.009302,29167
0,3,N,0,1,42,D,M,0.268208,45329
0,3,Y,1,1,48,N,M,0.524972,59792
0,3,N,0,1,78,D,M,0.028459,16850
0,3,N,0,1,41,D,M,0.634686,22656
0,3,N,0,1,36,N,F,0.856441,59189
0,3,N,0,2,41,N,M,0.878344,60528
0,3,Y,0,2,42,D,M,0.929666,71314
0,3,N,0,1,22,N,F,0.808241,67308
0,3,N,0,2,63,N,M,0.109639,54844
0,3,N,0,1,54,D,M,0.898679,62534
1,3,Y,1,2,33,N,M,0.981747,59464
0,3,N,0,1,41,D,M,0.101628,30588
1,3,N,0,3,27,N,M,0.920011,58199
0,3,Y,1,1,64,D,M,0.894168,71632
1,3,Y,1,2,34,D,M,0.673935,70000
1,3,N,0,2,23,N,M,0.845192,68594
0,3,N,0,1,74,D,F,0.878344,60528
0,3,N,0,2,34,N,M,0.573113,37083
1,2,N,0,1,32,N,M,0.630081,72750
0,3,N,0,1,80,N,F,0.703213,50164
0,3,N,0,1,33,N,M,0,25986
1,3,N,0,1,54,D,M,0.485557,39205
0,3,N,0,2,43,N,M,0.69884,60382
0,3,N,0,1,30,N,M,0.697674,50132
0,3,N,1,1,44,D,M,0.510375,45952
1,3,Y,1,2,38,D,F,0.836828,49808
0,3,N,0,2,50,D,F,0.80675,62750
0,3,Y,1,1,42,N,M,0.870162,36992
0,3,N,0,1,30,N,F,0.849126,73125
1,3,N,0,1,22,N,F,0.980737,26267
0,2,Y,0,3,25,D,F,0.003572,10372
0,3,Y,0,1,47,D,F,0.943623,194421
0,3,N,0,3,30,N,M,0.878344,60528
0,3,N,0,2,39,D,F,0.641026,27656
1,3,Y,0,2,44,N,M,0.912109,147803
1,3,N,0,2,52,N,M,0.108024,40205
0,3,Y,0,1,33,N,F,0.123634,32101
0,3,Y,1,2,67,D,F,0.01873,19333
0,2,Y,1,1,40,D,F,0.809458,65893
0,3,N,0,2,49,D,F,0.294838,42431
0,3,N,0,1,35,N,M,0.870162,36992
0,3,N,0,1,35,D,M,0.854753,76191
0,3,Y,1,1,40,N,M,0.665254,50924
0,2,N,0,1,49,N,M,0,23583
0,3,N,1,2,45,D,F,0.396448,50238
0,3,N,0,2,89,N,F,0.532051,52083
1,3,Y,1,2,39,N,M,0.836828,49808
1,3,N,0,1,44,D,F,0.072109,27094
0,3,Y,0,2,42,D,F,0.804835,73250
0,2,Y,0,1,32,D,F,0.42573,54458
0,3,N,1,4,22,N,M,0.07283,20000
0,3,N,0,1,22,D,M,0.037791,37396
0,3,N,0,2,24,D,F,0,9876
0,3,N,0,2,46,D,F,0,15028
0,3,N,0,1,35,D,F,0.013406,49359
0,3,N,1,2,34,N,F,0.930631,42682
0,3,N,0,1,40,N,M,0.336508,50455
0,3,N,0,1,61,D,F,0.868289,74191
0,3,Y,1,1,48,D,M,0.508941,47500
0,3,Y,0,4,23,D,F,0.878344,60528
0,3,N,0,2,31,N,M,0.878344,60528
0,3,Y,1,1,57,D,M,0.856415,55931
0,3,N,0,1,34,D,M,0.877657,64865
0,3,N,0,2,31,N,M,0.903444,65795
0,3,N,0,2,30,D,M,0.867437,60161
0,3,N,1,2,36,D,F,0.826544,65167
0,3,N,0,2,42,D,F,0.174794,31071
1,3,N,0,1,40,N,F,0.171824,46458
0,3,N,1,1,48,N,F,0.508127,42429
0,3,N,0,2,79,N,F,0.657337,34464
0,3,Y,0,2,51,N,M,0.657337,34464
0,3,Y,0,1,37,D,F,0.823938,81464
1,3,N,0,1,36,N,M,0.961637,77931
1,3,N,0,1,58,D,F,0.902102,73350
0,3,N,0,3,47,N,F,0.820742,62131
1,3,Y,0,1,53,N,M,0.764227,66154
1,3,Y,0,1,34,D,F,0.901667,71875
0,3,Y,1,1,38,D,M,0.903746,75666
1,3,Y,1,1,24,N,M,0.711207,27917
0,3,N,0,1,28,D,F,0.550241,42083
0,3,N,0,1,42,N,F,0.013934,13325
0,2,N,0,1,54,D,M,0.045389,25856
0,3,Y,0,1,50,D,F,0.660558,47373
0,3,N,0,2,42,D,M,0.892746,65066
0,3,Y,0,1,56,D,F,0.703213,50164
0,3,Y,0,1,58,D,M,0.703213,50164
0,3,N,0,1,34,D,F,0.787801,51023
0,3,N,1,1,58,D,M,0.41421,54028
0,3,N,0,1,35,N,M,0.885746,88283
1,3,N,0,2,29,D,M,0.912656,65526
0,3,N,0,1,33,N,M,0.812166,60589
0,3,N,0,1,43,D,M,0.736878,56382
0,3,N,0,1,43,N,M,0.892934,76656
0,3,Y,0,2,23,D,F,0.159722,29808
0,3,N,0,1,37,D,M,0.62512,54615
0,3,N,0,2,40,N,F,0.876133,46016
0,3,N,0,2,33,D,F,0.69884,60382
0,3,Y,1,2,58,D,F,0.703213,50164
0,3,N,0,1,31,D,F,0.006304,15722
0,3,Y,1,2,81,D,M,0.123634,32101
0,3,N,0,1,34,D,F,0.717846,107611
0,3,N,0,2,36,N,F,0.898679,62534
0,2,N,0,1,85,D,F,0.92799,49451
0,3,N,0,1,48,D,M,0.885746,88283
1,3,N,0,1,73,D,M,0.03338,32857
0,3,N,0,2,54,N,F,0.798611,70257
0,3,N,0,2,32,D,M,0.82572,65357
0,3,Y,1,1,43,D,F,0.71236,78255
1,3,N,0,1,30,N,M,0.762295,51741
0,3,N,0,2,40,N,M,0.898679,62534
0,3,N,0,1,23,D,M,0.717846,107611
0,2,N,0,1,52,N,M,0.917874,80544
0,3,Y,1,2,44,D,M,0.068359,24500
0,3,Y,0,2,29,D,F,0.869519,80542
0,3,N,0,1,42,N,F,0.86893,61829
0,3,Y,1,1,55,N,M,0.85343,55395
0,3,N,0,2,63,D,F,0,17375
0,3,N,0,2,74,N,F,0.87576,77070
0,3,Y,0,4,58,D,F,0.016966,14286
1,3,N,0,1,24,N,F,0.013934,13325
0,3,N,0,1,38,N,M,0.806818,65250
0,3,N,1,2,68,D,M,0.440201,35040
0,2,N,0,1,32,D,F,0.631364,39890
0,3,Y,0,1,39,N,F,0.522963,67563
0,3,N,0,1,48,D,F,0.456442,45278
0,2,N,0,1,39,D,M,0.875403,72029
0,3,Y,1,2,34,D,F,0.723018,43071
0,3,N,0,1,29,N,M,0.871087,84046
0,3,Y,1,2,29,D,F,0.573374,56667
0,3,Y,0,2,46,N,F,0.846527,51050
0,3,Y,1,2,43,D,F,0.741206,79761
1,3,Y,0,2,49,D,F,0.0143,9919
0,3,Y,1,2,27,N,M,0.764227,66154
1,3,N,0,1,28,N,M,0.932967,200001
0,3,N,1,2,31,N,F,0.69884,60382
0,3,N,0,2,42,N,M,0.69884,60382
0,2,N,0,3,31,N,M,0.786832,54755
0,3,N,0,1,34,N,M,0.899386,84943
0,3,N,0,1,40,D,M,0.589123,49962
0,3,N,0,2,23,N,F,0.009143,12111
0,2,Y,1,1,36,D,F,0.940623,73125
1,3,Y,0,1,22,N,F,0.174751,62716
0,3,N,0,2,33,D,F,0.782348,56042
0,3,N,0,1,28,N,M,0.812166,60589
0,3,N,0,1,56,D,F,0.027145,19728
1,3,N,0,2,52,N,M,0,11985
0,3,N,0,3,22,D,F,0.73755,51389
0,2,N,0,3,61,D,F,0.020386,60000
0,3,Y,0,1,45,D,M,0.447966,42321
0,3,N,0,2,22,D,M,0.030968,33860
0,3,Y,1,2,47,N,F,0,9876
0,3,N,0,2,42,N,M,0.648094,56179
0,3,Y,1,4,36,N,F,0.135382,45438
0,3,Y,1,4,36,N,F,0.135382,45438
1,3,N,0,2,30,D,M,0.013934,13325
0,3,N,0,3,33,D,F,0.597527,72250
0,3,Y,1,1,54,D,M,0.866063,67250
0,3,Y,1,2,82,D,M,0.878344,60528
0,3,Y,1,2,56,D,F,0.878344,60528
0,3,N,0,1,47,D,F,0,22207
0,3,N,0,2,40,D,M,0.69884,60382
0,3,Y,1,1,44,N,F,0.664785,80685
1,3,Y,1,2,36,D,F,0.013934,13325
0,3,N,0,1,37,D,F,0.912656,65526
0,3,N,0,2,40,D,M,0.548232,38214
0,3,N,0,2,23,D,F,0.04918,27837
0,3,Y,0,1,57,N,M,0.649425,33286
1,3,N,0,3,30,D,M,0.457627,47030
0,2,Y,1,1,31,D,F,0.71236,78255
0,3,Y,1,1,52,N,M,0.028193,28125
0,3,N,0,2,59,D,M,0.41421,54028
0,3,Y,0,1,27,N,M,0.861556,77156
0,3,N,0,1,30,N,M,0.004053,13564
0,3,N,1,2,41,D,M,0.703411,124190
0,3,N,0,1,36,N,F,0.869207,56083
0,3,N,0,1,25,N,F,0.492169,81945
0,3,N,0,2,28,N,M,0.866787,61017
0,2,N,0,1,45,D,F,0.003793,39777
0,3,Y,1,2,60,D,M,0.736992,47019
0,3,N,0,2,24,D,M,0.899386,84943
0,3,N,0,2,43,D,F,0.493671,30536
0,3,Y,1,2,42,D,F,0.664717,46471
0,3,N,0,1,54,N,F,0.697674,50132
0,3,Y,1,1,38,D,M,0.811921,77977
0,3,N,0,4,39,N,M,0.008083,12625
0,3,N,0,4,39,N,M,0.008083,12625
0,2,N,0,3,22,D,M,0.894168,71632
0,3,Y,0,1,36,D,M,0.92386,63222
0,3,N,0,1,85,N,F,0.856441,59189
0,3,Y,1,1,68,N,F,0.868629,169434
0,3,Y,0,4,25,N,M,0.589123,49962
0,3,N,0,1,72,D,F,0.073101,33320
0,3,N,0,2,36,D,F,0.606939,32695
1,3,Y,1,7,60,N,M,0.973941,60833
0,3,N,0,1,49,D,F,0.017614,14375
0,3,Y,0,1,28,D,M,0.050325,17830
1,3,Y,0,1,34,D,F,0.859578,70330
0,3,Y,1,2,29,D,F,0.82572,65357
0,3,N,0,2,42,N,F,0.878344,60528
0,3,N,0,2,50,D,M,0.761781,76475
0,3,N,0,1,22,D,F,0.017614,14375
0,3,N,0,2,39,N,F,0.69884,60382
0,3,N,0,2,22,D,M,0.721779,51741
0,3,Y,1,2,44,N,M,0.69884,60382
0,3,Y,1,2,53,D,F,0.856415,55931
0,3,N,1,2,32,D,F,0.173554,50769
0,3,N,0,1,23,D,M,0.579946,38000
1,3,Y,1,1,52,D,F,0.03338,32857
0,3,N,0,2,48,D,M,0.663899,53153
0,3,Y,1,1,42,D,F,0.133827,41011
0,3,Y,1,1,56,N,F,0.648094,56179
0,3,Y,0,1,33,N,M,0.300589,31573
0,3,N,0,2,34,D,F,0.336508,50455
0,3,N,0,2,34,D,F,0.336508,50455
0,3,N,0,3,46,D,M,0.346669,32135
0,3,N,0,2,23,D,F,0.69371,41346
0,3,N,1,2,49,D,F,0.030324,40814
0,3,Y,1,2,45,D,F,0.579946,38000
0,3,N,0,1,44,D,M,0.943623,194421
1,3,Y,0,2,43,D,M,0.381179,28229
0,3,Y,1,2,40,N,M,0.704883,108633
0,3,N,0,1,29,D,M,0.328777,42439
0,3,N,0,1,76,D,M,0.01318,30427
0,3,N,0,1,46,D,F,0.277964,30550
0,3,Y,1,2,37,D,F,0.704883,108633
1,3,N,0,1,30,D,M,0.25913,61771
0,3,N,0,1,43,D,F,0.457627,47030
0,3,Y,0,4,22,N,F,0.536357,52321
0,3,N,0,2,22,D,F,0.7135,55039
0,3,Y,1,2,32,N,M,0.664785,80685
0,3,N,0,2,25,D,M,0.943726,51818
0,3,N,0,1,30,D,M,0.514625,60521
0,3,Y,1,2,38,D,M,0.148235,24803
0,3,Y,0,1,28,D,F,0,17019
0,3,Y,0,3,22,N,F,0.894231,38950
0,3,N,0,2,31,D,M,0.869714,17750
0,3,N,0,2,45,D,F,0.217374,38075
1,2,Y,0,1,22,D,F,0.854753,76191
0,3,N,0,1,37,D,M,0.798611,70257
1,3,N,0,2,22,N,F,0.908924,68750
0,3,Y,1,2,22,D,F,0.476658,44000
0,3,N,0,1,23,D,F,0.09622,35208
0,3,Y,0,2,34,N,M,0.869207,56083
1,3,N,0,1,35,D,F,0.358769,39815
0,3,Y,1,3,22,N,M,0.111852,51528
0,3,Y,0,2,66,D,F,0.457627,47030
0,3,N,0,2,22,D,F,0.017614,14375
0,3,N,0,1,53,N,M,0.102506,30125
0,3,Y,0,1,56,D,M,0.456054,46378
0,3,Y,1,1,46,D,M,0.883298,87895
0,3,N,0,2,42,D,F,0.869714,17750
0,3,N,0,2,83,N,M,0.823964,41898
0,3,N,0,2,83,N,M,0.823964,41898
0,3,Y,0,4,22,N,M,0.826366,61740
0,3,N,0,1,76,N,M,0.524972,59792
0,2,Y,0,1,28,N,F,0.041423,25000
0,3,Y,0,1,51,N,M,0.657573,40804
0,3,N,0,1,85,D,F,0.802593,55250
0,3,N,0,3,25,D,M,0.680493,54286
0,3,N,0,2,38,D,M,0.013934,13325
0,3,N,0,1,53,N,M,0.876383,37619
1,3,N,0,1,47,D,M,0.01682,14421
0,3,N,0,2,26,D,F,0.009143,12111
0,3,N,0,1,40,N,F,0.096277,71875
0,3,Y,0,2,69,N,F,0.42573,54458
0,3,N,0,2,35,D,F,0.446347,41164
0,3,N,0,1,37,D,F,0.913455,178269
0,3,N,0,1,31,D,F,0.764535,60139
0,3,Y,1,2,36,D,F,0.569353,50000
1,2,N,0,3,22,N,F,0.821906,60602
1,3,Y,0,2,40,N,M,0.508127,42429
1,3,N,1,1,38,D,M,0.464928,53031
1,3,N,0,1,47,D,F,0.563877,59245
0,3,N,0,2,46,D,M,0.007014,20625
0,3,Y,1,1,49,D,F,0,22153
0,3,Y,1,1,41,N,F,0.860572,64222
0,3,N,0,3,25,N,F,0.914792,76812
0,3,Y,1,2,61,N,M,0.457627,47030
0,2,Y,1,3,22,N,F,0.01682,14421
1,3,N,0,1,39,D,F,0.916194,108909
1,3,N,0,1,26,N,M,0.085737,31250
0,3,N,0,4,41,N,M,0.924039,52179
0,3,N,0,4,41,N,M,0.924039,52179
0,3,N,0,2,43,D,M,0.880835,67143
0,3,Y,1,1,64,D,F,0,10722
0,3,N,0,1,47,D,M,0.126615,32174
0,3,N,0,2,30,N,M,0.74618,47604
1,3,N,0,2,62,D,M,0.812339,105365
0,2,N,0,1,27,D,F,0.457627,47030
0,3,N,0,2,53,D,M,0.885981,109948
1,3,N,0,2,59,D,M,0.533233,49643
1,3,N,0,1,50,N,F,0.03338,32857
0,3,N,0,1,25,D,M,0.370231,46987
1,3,N,0,1,29,N,M,0.866124,71325
0,3,Y,0,1,23,D,M,0.607004,53284
0,3,N,0,1,25,D,F,0.820663,32721
1,3,N,0,1,24,D,F,0.016751,20020
1,3,Y,1,2,57,N,F,0.765993,41250
0,3,N,0,2,22,N,F,0.940759,66667
1,2,Y,0,1,36,D,F,0.013934,13325
0,3,N,0,2,44,N,M,0.840791,58826
0,3,N,0,2,38,D,F,0.166162,48934
0,3,N,1,6,29,N,M,0.898829,70556
0,3,N,0,2,53,D,F,0.901019,100571
1,3,N,0,1,42,D,M,0.013406,49359
0,3,N,0,1,41,D,F,0.861556,77156
0,3,Y,0,4,33,N,F,0.584576,39020
0,3,Y,0,4,33,N,F,0.584576,39020
0,3,N,0,1,47,D,M,0.606939,32695
0,3,Y,0,1,44,D,M,0,12188
0,3,N,0,1,23,N,M,0.247091,44000
1,3,Y,0,2,23,N,M,0.928062,67806
0,3,Y,1,2,79,N,M,0.457627,47030
0,3,Y,1,2,76,N,F,0.457627,47030
0,3,N,0,1,25,D,M,0.211986,30783
0,3,Y,1,1,34,N,M,0.924923,55579
0,2,Y,1,1,32,N,F,0.878344,60528
0,3,Y,1,2,22,D,F,0.899911,43967
1,3,Y,1,2,44,D,M,0.802593,55250
0,3,N,0,1,32,N,M,0.275943,52500
0,3,Y,1,4,59,D,M,0.891416,90224
0,3,Y,0,4,60,D,F,0.891416,90224
0,3,Y,0,2,30,D,F,0.664785,80685
0,3,N,0,1,26,N,F,0.551724,40488
0,3,Y,1,2,43,N,F,0.476265,46574
0,3,Y,1,3,30,D,F,0.630545,65439
0,3,N,0,1,34,D,M,0.457627,47030
0,3,N,0,1,75,D,M,0.303512,50855
0,3,N,0,1,47,N,M,0.611497,41316
0,3,N,0,1,59,D,F,0.775321,60694
0,2,N,0,1,35,N,M,0.677948,71116
0,3,N,0,3,29,N,F,0.878344,60528
0,3,Y,1,1,29,N,F,0.917976,88525
0,3,N,1,1,46,N,M,0.786832,54755
0,3,N,0,2,39,N,F,0.887273,200001
0,3,N,0,1,53,N,F,0.327485,31071
1,3,N,0,1,22,N,M,0.039826,12426
0,3,N,0,2,34,N,M,0.7135,55039
0,3,N,0,2,28,D,F,0.182843,31236
1,3,N,0,2,43,N,F,0.514286,49375
0,3,N,0,2,39,N,M,0.949841,70756
0,3,Y,1,2,38,D,F,0.718365,51513
1,3,Y,0,2,26,N,F,0.912656,65526
0,3,Y,1,1,40,N,F,0.717846,107611
0,3,Y,0,2,50,D,F,0.58643,55750
0,3,N,0,2,26,N,F,0,21964
0,3,Y,1,2,66,D,M,0.58643,55750
0,3,Y,0,1,60,N,M,0.486602,41000
0,3,Y,1,1,48,D,F,0.050325,17830
0,3,Y,1,2,30,D,M,0.573374,56667
0,3,N,0,2,68,D,F,0.457814,40000
0,3,Y,1,1,83,N,F,0.812166,60589
0,3,N,0,1,35,N,F,0.875403,72029
0,3,N,0,2,26,N,F,0.755233,39239
1,3,N,1,2,32,D,M,0.004228,23882
0,3,Y,0,2,28,D,M,0.755233,39239
0,3,N,0,2,39,D,M,0.41421,54028
0,3,N,0,1,57,D,M,0.834446,45089
0,3,N,0,1,44,N,F,0.109639,54844
0,3,N,0,2,22,D,M,0.006066,25417
0,3,Y,0,2,68,D,F,0.061029,41250
0,3,Y,1,1,59,D,M,0.551479,34417
0,3,N,0,1,50,D,M,0.885746,88283
0,3,N,0,1,26,N,F,0.755233,39239
0,3,Y,0,2,46,N,M,0.717846,107611
0,3,N,0,2,30,N,F,0.866124,71325
0,3,N,0,2,24,N,F,0.004888,28018
0,3,Y,0,2,25,D,F,0.01682,14421
1,3,Y,1,2,34,D,M,0.802593,55250
0,3,Y,1,2,66,D,F,0.015286,18750
0,3,N,1,1,38,N,M,0.898679,62534
0,3,N,0,2,40,D,F,0.113842,17583
1,3,N,0,1,46,D,M,0.71176,39750
1,3,N,0,1,33,D,M,0.809458,65893
0,3,N,0,1,48,D,F,0.028605,24536
0,3,N,0,2,45,D,M,0.494597,51164
0,3,N,0,1,42,D,M,0.603152,59250
0,3,N,0,1,22,N,M,0.4926,55398
0,3,N,0,2,25,N,M,0.109967,54233
0,2,N,0,1,56,D,M,0.791346,63889
0,3,N,0,1,32,D,F,0.066846,32399
0,3,N,0,1,33,D,M,0.003401,33304
0,3,Y,1,1,40,D,F,0.086483,42679
1,3,N,0,2,24,D,F,0.636364,47794
0,3,Y,0,1,28,D,F,0.877657,64865
0,3,Y,1,1,53,D,F,0.866648,70827
0,3,Y,1,1,51,N,M,0.855274,64348
0,3,N,0,2,31,D,M,0.457627,47030
0,3,N,0,3,22,D,M,0.74245,70913
0,3,Y,1,6,44,D,F,0.440201,35040
0,3,N,0,2,24,D,F,0,26694
0,3,N,0,2,22,D,M,0.009069,11185
0,3,N,0,4,22,D,F,0.461923,54559
0,2,N,0,3,24,D,F,0,27953
0,3,Y,0,3,75,N,M,0.44284,56607
0,3,Y,1,2,32,D,M,0.457627,47030
0,3,Y,1,1,67,D,F,0.020185,24573
0,3,N,0,1,67,D,F,0.686381,50426
1,3,N,0,2,59,D,F,0.87463,72250
0,3,N,0,2,41,D,M,0.644265,47370
0,3,N,0,2,36,D,F,0.300589,31573
0,3,Y,0,4,23,D,M,0.07283,20000
0,3,Y,1,1,50,D,F,0.648094,56179
0,3,Y,1,2,49,D,F,0.039103,27460
0,3,Y,0,2,28,N,M,0.793143,28235
0,3,Y,1,2,47,D,F,0.006995,34234
0,3,N,0,1,45,N,F,0.008188,23696
0,3,N,0,1,36,N,M,0.908497,106164
0,3,Y,1,2,49,D,F,0.211177,35673
0,3,Y,1,2,46,N,F,0.717846,107611
0,3,N,0,2,38,N,F,0.894785,61024
1,2,N,0,1,41,N,F,0.721805,50859
0,2,Y,0,1,49,N,M,0.490012,32452
0,3,N,0,1,46,N,M,0.17189,31464
1,3,Y,1,1,42,N,F,0.960076,69125
0,3,Y,1,2,42,D,M,0.033603,38152
0,3,N,0,2,37,N,M,0.032132,30347
0,3,N,0,2,62,N,M,0.911111,47750
0,3,Y,1,2,46,D,F,0.033603,38152
0,3,Y,1,2,45,D,M,0.871087,84046
1,2,Y,1,2,51,N,F,0.836828,49808
1,3,N,0,2,39,N,F,0.912656,65526
1,3,Y,1,1,33,N,F,0.664753,49861
0,3,Y,0,1,34,D,M,0.854037,68036
0,3,N,0,2,25,N,M,0.928062,67806
0,3,N,0,2,23,D,F,0.300914,16476
1,3,N,0,2,98,D,M,0.505738,46354
1,3,N,0,2,30,N,M,0,11985
0,3,Y,1,1,43,D,M,0.351485,52500
0,3,Y,0,3,37,N,M,0.68284,81756
1,3,N,0,2,24,N,F,0.017614,14375
0,3,Y,0,2,62,N,F,0.887273,200001
1,3,N,0,1,38,D,M,0.869207,56083
0,3,Y,1,2,29,N,M,0.695183,29524
0,3,N,0,1,45,D,M,0.034929,31393
0,3,N,0,2,37,D,F,0.494764,46838
0,3,Y,1,2,23,D,M,0.864472,65341
0,3,Y,1,1,67,D,F,0.878344,60528
0,3,Y,1,2,67,D,F,0.847502,68021
0,3,Y,1,2,73,D,M,0.847502,68021
0,3,N,0,2,35,N,M,0.838976,42227
1,3,N,0,1,38,N,M,0.38247,41515
0,3,N,0,1,65,D,F,0,22352
0,3,N,0,2,29,D,M,0.003504,9867
1,3,N,0,2,38,D,M,0.877657,64865
1,3,N,0,2,27,N,F,0.755629,35820
0,3,N,0,1,29,D,M,0.858447,57917
0,3,N,0,1,52,D,M,0.182843,31236
0,3,N,0,3,27,D,M,0.836364,79102
0,3,Y,0,2,50,D,M,0.113999,52440
0,3,N,0,2,30,N,F,0.708062,46250
0,3,N,0,1,36,D,M,0.150274,35320
0,3,Y,0,2,23,N,M,0.736992,47019
0,3,N,0,1,64,D,F,0.457627,47030
0,3,Y,1,1,41,D,M,0.861163,65234
0,3,N,0,2,60,N,F,0.696038,35865
1,2,Y,1,1,47,D,F,0.834446,45089
0,3,N,0,1,30,N,F,0.854753,76191
0,3,N,0,2,32,N,M,0.641561,31447
0,3,N,0,2,31,N,F,0.7998,53859
0,3,Y,1,1,34,D,F,0.54232,51648
0,3,Y,0,2,30,N,F,0.06555,47012
0,3,Y,0,2,37,N,M,0.06555,47012
1,2,N,0,1,24,N,M,0.035553,32340
0,3,Y,0,1,43,D,F,0.570125,55446
1,3,Y,1,3,51,D,F,0.831409,80668
1,3,N,0,3,22,D,F,0.831409,80668
0,3,Y,0,2,26,N,F,0.894231,38950
0,3,N,0,5,25,N,M,0.910741,66348
1,3,Y,0,1,44,D,M,0.764227,66154
1,3,Y,1,2,70,N,M,0.346669,32135
1,3,N,0,1,22,D,M,0.004228,23882
0,3,N,0,1,56,D,M,0.081545,26821
0,3,Y,1,1,29,N,F,0.775321,60694
0,3,N,0,3,31,D,F,0.649551,49375
0,3,Y,1,3,32,N,F,0.878344,60528
0,3,N,0,2,37,N,M,0.878344,60528
0,2,Y,0,1,32,N,F,0.878344,60528
0,3,N,0,3,23,N,F,0.981747,59464
0,3,N,0,2,35,N,F,0.878344,60528
0,3,N,0,1,24,N,F,0.024773,18125
0,3,Y,1,1,36,D,M,0.729954,85558
1,3,N,0,2,58,D,F,0.170648,90502
0,3,Y,0,1,37,D,F,0.632083,36250
0,3,Y,1,1,66,D,F,0.697674,50132
0,3,N,0,1,55,D,M,0.847502,68021
0,3,Y,0,2,23,D,F,0.842901,62193
0,3,N,0,2,37,N,F,0.838976,42227
0,3,N,1,2,41,D,F,0.508127,42429
0,3,N,0,2,27,N,F,0.627966,58619
0,3,Y,1,2,37,D,F,0.457627,47030
0,3,Y,0,2,53,D,M,0.023211,12353
0,3,Y,1,2,26,N,M,0.121756,38401
0,3,N,0,1,63,N,F,0.704883,108633
0,3,Y,1,1,47,D,M,0.416324,40662
0,3,N,0,1,63,D,M,0.761394,59773
0,3,Y,0,11,35,D,F,0.989784,55100
0,2,Y,0,11,35,D,F,0.989784,55100
0,3,Y,0,3,59,D,F,0.019717,39206
0,3,Y,0,3,25,D,M,0.019717,39206
0,3,N,0,1,40,D,F,0.859578,70330
1,3,N,1,2,65,D,F,0.328777,42439
0,3,N,1,1,52,N,M,0.880916,89591
0,3,N,0,1,32,N,F,0.859578,70330
0,3,Y,0,2,40,D,F,0.773649,50694
0,3,Y,0,2,60,D,M,0.039103,27460
0,3,Y,1,1,41,D,M,0.496089,37426
0,3,N,0,1,55,D,F,0.440687,41189
0,3,Y,1,1,56,N,F,0,11985
0,3,N,0,1,40,D,F,0.698405,46838
0,3,N,0,1,32,N,F,0.21879,45455
0,3,Y,0,1,38,N,F,0.277964,30550
0,3,Y,1,1,42,D,F,0.068359,24500
0,3,N,0,1,40,D,F,0.764227,66154
0,2,Y,1,1,41,N,F,0.872038,58125
0,3,N,0,1,72,D,M,0,10653
0,3,Y,1,4,40,D,M,0.173554,50769
0,3,Y,0,2,40,N,M,0.177078,33651
0,3,Y,0,2,44,N,F,0.177078,33651
1,3,N,1,3,51,D,F,0.035553,32340
