treatment,victim.status,voted_2000,voted_2002,fam.members,age,party,sex,pct.white,median.income
1,3,Y,1,2,65,N,F,0.665045,63125
0,3,N,1,1,63,N,M,0.954111,95317
0,2,N,0,3,36,N,M,0.907255,75531
0,3,Y,1,4,49,D,F,0.37034,72218
0,3,Y,1,2,68,D,F,0.123849,71528
1,3,N,0,1,84,N,F,0.366466,70000
0,3,Y,1,2,50,D,M,0.938655,70500
1,3,N,0,2,66,N,F,0.703654,35268
0,3,Y,0,5,59,N,F,0.78434,192840
0,3,Y,1,5,59,N,M,0.78434,192840
0,3,Y,0,5,40,N,F,0.801993,71321
0,3,N,0,2,64,D,M,0.28848,48365
0,3,N,0,3,36,N,F,0.936108,64803
0,3,Y,1,2,47,D,F,0.899595,194479
0,3,N,0,5,44,N,M,0.739112,72030
0,3,Y,1,1,67,D,M,0.440687,41189
1,3,A,1,1,65,N,F,NA,NA
0,3,N,0,1,56,N,M,0.768495,169198
0,3,Y,1,2,50,N,M,0.955556,82617
0,3,Y,1,2,49,N,F,0.955556,82617
0,3,N,0,4,51,N,F,0.974217,93946
0,3,N,0,4,54,N,M,0.974217,93946
0,3,Y,1,2,35,N,M,0.939611,68045
0,3,N,0,2,67,N,F,0.939611,68045
0,3,Y,0,2,69,N,M,0.939611,68045
0,2,N,0,2,39,D,F,0.940789,80000
0,3,Y,1,4,45,N,M,0.940789,80000
0,3,A,1,2,63,N,M,0.895182,71528
1,3,N,0,1,41,N,M,0.743091,61667
0,3,Y,0,2,55,D,F,0.798834,42813
0,3,N,0,3,62,N,M,0.899595,194479
0,3,N,0,3,55,N,F,0.899595,194479
0,3,Y,1,6,55,N,M,1,154137
0,3,Y,1,10,53,D,M,0.846487,77064
0,3,Y,1,10,53,D,M,0.846487,77064
0,3,N,0,10,44,N,F,0.846487,77064
0,3,N,0,10,44,N,F,0.846487,77064
0,3,Y,0,1,77,D,F,0,14318
0,2,N,0,2,39,N,M,0.91191,136271
0,2,Y,1,1,45,N,F,0.989583,126884
0,3,N,0,1,62,D,F,0.820663,32721
0,3,N,0,2,69,D,M,0.989784,55100
0,3,N,0,2,66,D,F,0.989784,55100
0,3,Y,1,2,72,N,F,0.989784,55100
0,3,Y,1,2,72,N,F,0.989784,55100
0,3,N,0,1,70,D,F,0.663188,37813
0,3,Y,1,4,71,N,M,0.91191,136271
0,3,Y,1,4,46,D,F,0.768697,36985
0,2,Y,1,4,60,N,M,1,66875
0,2,Y,1,4,57,D,F,1,66875
0,3,N,0,1,78,N,F,0.697674,50132
0,3,N,0,1,50,D,F,0.768697,36985
0,3,Y,1,4,56,N,M,0.807,71667
0,3,N,0,2,92,N,M,0.793413,52563
0,3,N,0,1,83,D,M,0.006066,25417
0,3,Y,0,4,43,D,F,0.768697,36985
0,3,N,1,1,92,D,F,0.640346,27981
0,3,Y,0,2,50,D,F,0.6,60139
1,3,Y,0,1,52,D,F,0,27944
0,3,Y,1,4,58,N,M,1,154137
0,3,N,0,1,63,N,M,0.858516,50357
0,3,N,0,2,67,D,F,0.858516,50357
0,3,Y,0,2,71,N,M,0.858516,50357
1,3,Y,0,1,62,N,F,0.351121,22875
0,3,Y,1,1,55,D,F,0.696038,35865
0,3,Y,1,2,56,N,M,0.696038,35865
0,3,N,0,2,76,D,F,0.148235,24803
0,3,N,0,2,89,D,M,0.148235,24803
0,3,Y,1,1,68,N,F,0.697674,50132
1,3,N,0,1,53,D,F,0.420971,44808
1,3,Y,1,1,66,D,M,0.563877,59245
0,3,N,0,4,56,D,M,0.397033,51447
0,3,Y,1,4,70,N,M,0.981413,165082
0,3,Y,0,1,40,N,F,0.907881,48750
0,3,Y,1,1,61,N,M,0.591494,35170
0,3,Y,0,1,54,D,F,0.768697,36985
0,3,Y,1,1,65,D,F,0.743161,66875
1,3,Y,0,1,72,N,F,0.685078,49211
1,3,Y,1,1,52,D,F,0.771182,34453
1,3,Y,0,1,40,N,F,0.857461,74167
0,3,N,0,3,50,D,F,0.697674,50132
0,3,N,0,3,52,D,F,0.697674,50132
0,3,Y,1,1,75,D,F,0.490012,32452
1,3,Y,1,3,67,N,M,0.707291,74464
1,3,Y,1,2,68,D,M,0.665254,50924
1,3,Y,1,2,58,D,F,0.665254,50924
0,3,Y,1,1,75,D,M,0.764535,60139
0,3,Y,1,2,57,D,M,0.764535,60139
0,2,N,0,1,74,N,F,0.490012,32452
0,3,N,0,1,78,N,F,0.814088,52115
0,3,Y,0,1,40,N,M,0.983385,89093
0,3,N,0,2,97,D,M,0.664785,80685
0,2,Y,1,1,59,D,M,0.664785,80685
0,3,N,0,1,89,D,M,0.764535,60139
1,3,Y,0,2,39,N,F,0.743091,61667
0,3,Y,0,1,60,D,F,0.809458,65893
1,3,Y,1,1,51,D,F,0.346669,32135
0,3,Y,1,1,65,D,F,0.762295,51741
0,2,Y,0,2,60,D,F,0.003504,9867
1,3,Y,1,2,82,D,M,0.771182,34453
1,3,Y,1,2,76,D,F,0.771182,34453
0,3,Y,1,4,55,D,M,0.369306,37083
0,3,Y,1,1,42,N,M,0.697925,85827
0,3,N,0,1,68,N,F,0.594352,31571
0,3,N,0,1,44,D,M,0.594352,31571
0,3,Y,1,1,54,N,F,0.883825,35156
0,2,Y,1,1,54,D,F,0.899911,43967
0,2,N,0,4,71,D,M,0.167331,99028
0,3,Y,0,1,57,N,F,0.68284,81756
0,3,N,0,2,88,N,F,0.551479,34417
0,2,N,0,4,41,N,M,0.11252,59375
0,2,Y,1,1,52,D,M,0.82572,65357
0,3,N,0,2,87,D,F,0.82572,65357
1,2,N,0,3,22,N,F,0.964634,94772
0,2,Y,1,2,55,N,F,0.907255,75531
0,3,Y,0,2,60,N,F,0.85545,67176
0,3,Y,1,1,80,D,F,0.902546,41146
0,3,N,0,1,70,D,F,0.641561,31447
0,3,N,0,1,35,N,F,0.772829,54519
0,3,N,1,4,45,N,F,0.949825,59844
0,3,Y,1,1,93,D,F,0.597052,28333
0,3,Y,1,2,46,N,F,0.878963,77440
0,3,Y,1,2,45,N,M,0.878963,77440
0,3,N,0,1,70,N,M,0.917088,70938
0,3,Y,0,1,55,D,F,0.897936,76094
1,3,N,0,6,42,N,M,0.812325,59485
0,3,N,1,1,71,D,F,0.855182,62500
1,3,N,1,3,53,N,F,0.743091,61667
1,3,N,1,3,62,N,M,0.743091,61667
0,2,Y,1,2,44,N,F,0.855182,62500
1,2,Y,0,1,51,D,F,0.926337,96784
0,3,N,1,1,43,N,M,0.573653,86143
0,3,Y,1,4,51,N,F,0.935738,102607
0,3,Y,0,2,52,N,F,0.972136,83687
0,3,Y,0,2,49,N,M,0.972136,83687
0,3,N,0,2,74,N,M,0.926337,96784
0,3,Y,1,2,54,N,M,0.897914,75744
0,3,Y,1,2,53,D,F,0.897914,75744
1,3,Y,1,2,55,N,M,0.697925,85827
0,3,Y,1,2,66,N,F,0.969874,89479
0,3,Y,0,3,56,N,F,0.846487,77064
0,3,Y,1,3,55,N,M,0.846487,77064
1,3,Y,1,2,47,N,F,0.899167,74375
1,3,Y,1,2,53,N,M,0.899167,74375
0,3,Y,1,3,52,N,F,0.813531,60938
0,3,Y,1,3,56,D,M,0.813531,60938
0,2,Y,1,4,54,N,F,0.853727,36667
1,3,N,0,2,39,D,F,0.935065,82119
0,3,N,0,4,43,N,F,0.954111,95317
0,3,N,0,2,56,D,F,0.869207,56083
0,3,N,0,2,46,D,F,0.869207,56083
0,3,N,0,3,52,N,M,0.864542,102614
0,2,Y,1,1,80,D,F,0,41932
0,2,N,0,4,57,N,M,0.907881,48750
0,3,Y,0,4,64,N,M,0.766742,65523
0,2,Y,1,2,64,D,M,0.04918,69602
1,2,Y,1,6,62,D,F,0.771182,34453
1,2,Y,1,6,61,D,M,0.771182,34453
0,3,Y,1,2,64,N,M,0.444966,62177
0,3,N,0,2,68,N,F,0.444966,62177
0,3,Y,1,3,60,N,M,0.444966,62177
0,3,N,0,3,89,N,F,0.444966,62177
0,3,Y,0,3,51,N,F,0.444966,62177
0,3,Y,0,2,65,N,F,0.880652,52130
0,3,Y,0,2,73,N,M,0.880652,52130
0,3,Y,1,3,60,N,F,0.889175,84585
0,3,Y,0,1,36,N,M,0.917088,70938
0,3,N,0,3,35,N,M,0.917088,70938
0,3,Y,1,3,43,N,F,0.943576,84501
0,3,Y,1,2,56,N,F,0.683019,85461
0,3,Y,1,4,52,N,F,0.907881,48750
0,3,Y,1,4,52,N,F,0.907881,48750
0,2,Y,0,3,40,N,F,0.889175,84585
0,2,Y,1,1,49,N,F,0.955556,82617
0,3,N,0,2,58,N,F,0.955556,82617
0,3,Y,0,2,47,D,F,0.798724,77723
0,2,Y,0,2,48,N,F,0.884793,100896
0,3,N,0,2,70,N,M,0.822157,65000
0,3,N,0,2,69,N,F,0.822157,65000
0,3,Y,0,4,77,D,F,0.822157,65000
0,3,Y,0,4,77,D,F,0.822157,65000
0,3,N,0,2,54,N,M,0.780619,59145
0,2,Y,1,1,49,N,F,0.903056,77375
0,3,N,0,2,62,N,M,0.668421,57670
0,3,N,0,2,57,D,F,0.668421,57670
0,3,Y,0,2,69,D,F,0.009069,11185
0,3,Y,1,5,59,D,F,0.00665,38867
0,3,Y,1,5,63,D,M,0.00665,38867
0,3,Y,0,2,68,D,M,0.003504,9867
0,3,Y,0,2,68,D,F,0.003504,9867
0,3,Y,1,1,70,D,F,0.642553,40396
0,3,Y,0,1,65,N,F,0.486513,39531
0,3,Y,1,3,61,D,F,0.023489,13202
0,2,Y,1,6,69,D,F,0.023489,13202
0,2,Y,1,6,69,D,F,0.023489,13202
0,3,Y,1,2,54,D,M,0.873582,63958
0,3,Y,1,2,66,D,F,0.550938,33672
0,3,N,0,2,75,D,M,0.550938,33672
0,3,Y,0,1,57,D,F,0.346669,32135
0,2,N,0,1,58,D,M,0,25743
0,3,N,0,1,75,N,F,0.82242,66944
1,3,Y,1,2,50,D,F,0,11985
0,3,N,0,2,79,N,F,0.523358,36786
0,3,Y,1,2,71,D,M,0.523358,36786
0,3,N,0,2,53,D,F,0.862112,63889
0,3,N,0,2,53,D,M,0.862112,63889
1,3,Y,1,1,80,D,F,0.663188,37813
1,3,N,0,2,77,D,F,0.714868,62857
0,2,N,0,1,64,D,M,0.891577,57663
1,3,N,0,2,71,N,F,0.739112,72030
0,3,Y,1,1,38,N,M,0.865967,53750
0,3,N,0,1,38,N,F,1,154137
0,3,A,1,2,61,N,M,0.768495,169198
0,3,A,1,2,59,D,F,0.768495,169198
0,3,N,0,2,96,D,M,0.859375,31731
0,3,Y,1,2,84,D,F,0.859375,31731
0,3,Y,1,2,76,D,M,0.640346,27981
0,3,Y,0,2,74,D,M,0.640346,27981
0,3,Y,1,2,79,D,M,0.687018,39395
0,3,Y,1,2,75,D,F,0.687018,39395
0,3,Y,1,3,36,N,F,0.949825,59844
0,3,N,0,1,82,N,F,0.245994,48015
0,3,N,0,1,65,D,F,0.245994,48015
0,3,Y,1,4,38,N,M,0.04918,69602
1,3,N,0,2,71,D,F,0.551432,39327
1,3,Y,1,2,78,D,M,0.551432,39327
1,3,Y,1,2,66,N,F,0.772829,54519
0,3,N,0,2,55,D,F,0.708062,46250
0,3,Y,0,1,65,D,M,0.584576,39020
0,2,Y,1,3,64,D,M,0.561798,39167
1,3,N,0,1,59,N,M,0.247263,26212
0,3,N,0,1,87,D,F,0.523358,36786
0,2,Y,1,3,63,D,F,0.020979,46000
0,3,Y,1,2,37,N,F,0.909579,71492
0,3,Y,0,2,65,D,F,0.007014,20625
0,3,N,0,3,62,D,M,0.807,71667
0,3,A,1,2,51,N,F,0.955947,104490
0,3,Y,1,1,58,D,F,0.007014,20625
1,3,Y,0,7,42,N,M,0.955947,104490
0,3,A,1,4,62,D,F,0.167331,99028
0,3,N,0,2,53,D,F,0.440687,41189
0,2,Y,0,3,36,N,F,0.89314,67188
0,3,Y,0,4,52,N,M,0.857491,108116
0,3,Y,0,4,50,N,F,0.857491,108116
1,3,Y,0,1,36,N,F,0.772829,54519
0,3,N,0,2,77,D,M,0.897375,176959
0,3,N,0,2,68,D,F,0.897375,176959
0,3,N,0,3,72,D,M,0.877637,42692
0,3,N,0,3,67,N,F,0.877637,42692
1,2,N,0,4,60,D,F,0.108108,61196
0,3,N,0,2,36,D,F,0.864238,69539
0,3,Y,1,1,60,N,F,0.850123,63239
0,3,N,0,3,47,N,M,0.710908,52150
0,3,Y,1,2,59,N,M,0.91191,136271
0,2,Y,1,1,42,D,F,0.697674,50132
1,3,N,0,2,53,N,M,0.936108,64803
1,3,N,1,2,53,N,M,0.85605,72917
0,3,Y,1,3,39,N,F,0.8831,79783
0,3,Y,1,2,39,N,M,0.845679,62292
0,3,Y,1,1,53,N,M,0.826544,65167
1,3,Y,1,3,63,N,M,0.78434,192840
0,3,N,0,1,35,N,M,0.824307,71667
0,3,Y,1,2,51,D,F,0.665045,63125
0,3,N,0,1,40,N,M,0.766742,65523
0,3,Y,1,2,69,N,F,0.78434,192840
0,3,Y,1,2,72,N,M,0.78434,192840
0,3,Y,1,4,49,N,M,0.812325,59485
0,3,Y,1,4,49,N,M,0.812325,59485
0,3,Y,0,3,56,N,M,0.78434,192840
0,3,N,0,2,37,N,M,0.942197,87701
0,3,Y,0,1,40,N,F,0.857639,68393
0,3,Y,1,2,52,D,F,0.903923,71588
0,3,Y,1,2,52,D,M,0.903923,71588
0,3,Y,0,3,41,N,F,0.936088,77867
1,3,Y,1,4,63,N,M,0.96112,151230
0,3,Y,1,1,56,D,F,0.018725,13668
0,3,N,0,1,34,N,F,0.824307,71667
0,3,Y,1,2,50,D,F,0.676166,57109
0,3,Y,0,2,48,D,M,0.676166,57109
1,3,Y,1,3,50,N,M,0.85,108154
0,3,Y,1,1,73,D,F,0,17019
0,3,N,0,4,47,D,M,0.73699,39917
0,3,N,0,4,82,D,M,0.73699,39917
0,3,Y,0,2,35,D,F,0.762771,75272
0,2,Y,0,1,83,D,M,0.664785,80685
0,3,N,0,1,73,D,F,0.73699,39917
0,3,Y,0,3,35,N,M,0.903923,71588
1,3,N,0,1,35,N,M,0.856722,71198
0,3,Y,1,4,45,D,M,0.893313,96715
0,3,Y,1,4,45,D,M,0.893313,96715
0,3,N,0,4,54,N,F,0.710908,52150
0,3,N,0,1,34,N,M,0.37034,72218
0,3,N,0,1,76,N,M,0.913005,77570
0,3,Y,1,2,52,N,M,0.955947,104490
0,3,N,0,2,35,N,M,0.672263,61141
0,3,N,0,2,34,N,M,0.536772,58068
0,3,Y,0,2,48,N,F,0.938655,70500
0,3,N,0,2,40,N,M,0.89314,67188
0,3,Y,1,3,47,N,M,0.937044,110166
0,3,N,0,1,44,D,M,0.938655,70500
1,3,N,0,2,55,N,M,0.900409,80384
0,3,Y,0,3,49,N,M,0.874815,75086
0,3,Y,1,2,51,N,M,0.92507,149295
0,3,N,0,2,49,N,F,0.92507,149295
0,3,N,0,2,70,N,M,0.92507,149295
1,2,Y,1,3,53,D,M,0.937044,110166
1,3,Y,1,3,47,N,F,0.836508,119687
1,3,Y,1,3,51,N,M,0.836508,119687
1,3,Y,1,2,33,N,M,0.915473,68750
0,3,N,0,3,53,D,F,0.872568,58603
0,3,N,0,3,54,N,M,0.872568,58603
0,3,Y,1,2,50,N,F,0.982266,83728
0,3,N,0,3,39,N,M,0.954111,95317
1,3,Y,1,3,45,D,F,0.902381,83202
0,3,N,0,3,35,D,F,0.829247,50300
1,3,Y,1,2,34,D,M,0.798667,63750
1,3,N,1,3,34,N,F,0.81882,48281
0,3,Y,1,6,32,N,M,0.940789,80000
0,3,Y,1,6,32,N,M,0.940789,80000
0,3,Y,1,1,65,N,M,0.857461,74167
0,3,Y,1,1,55,N,M,0.897914,75744
0,3,Y,1,12,55,N,M,0.772829,54519
0,3,Y,1,12,55,N,M,0.772829,54519
0,3,Y,0,2,38,N,M,0.8831,79783
0,3,Y,0,2,39,N,F,0.8831,79783
0,3,N,1,1,82,N,M,0.993945,168418
0,3,N,0,3,62,D,M,0.955947,104490
0,3,N,0,3,64,D,F,0.955947,104490
1,3,N,0,4,49,N,F,0.822374,73906
1,3,N,0,1,27,N,M,0.91073,62393
0,3,N,0,2,45,N,M,0.799015,81744
0,3,Y,1,2,46,N,M,0.981413,165082
0,3,Y,0,2,48,N,F,0.981413,165082
0,2,Y,0,1,46,N,F,0.900409,80384
0,2,Y,1,1,48,N,F,0.962861,79791
1,3,Y,1,4,34,N,M,0.929078,72125
0,3,Y,1,4,52,N,M,0.683019,85461
0,3,Y,1,4,52,N,M,0.683019,85461
0,3,N,0,2,84,D,M,0.937984,71528
0,3,Y,1,2,83,D,F,0.937984,71528
0,3,Y,0,1,31,I,F,0.910133,69375
0,3,Y,1,4,45,D,F,0.688849,82499
0,3,Y,1,4,45,D,F,0.688849,82499
0,3,Y,1,4,47,D,M,0.688849,82499
0,3,Y,1,4,47,D,M,0.688849,82499
0,3,N,0,3,74,N,M,0.920937,99336
0,2,Y,1,1,44,N,M,0.833554,102009
1,3,Y,0,2,40,N,F,0.921569,88754
0,2,N,1,3,43,N,M,0.953027,106529
0,3,Y,0,2,40,N,M,0.73986,72625
0,3,Y,0,2,54,N,M,0.665045,63125
0,3,Y,1,2,45,D,F,0.909579,71492
0,3,N,0,5,35,N,M,0.801993,71321
0,2,N,0,1,32,N,F,0.846487,77064
0,3,Y,0,1,52,D,F,0.91073,62393
0,3,Y,0,3,43,N,M,0.91073,62393
0,3,Y,1,2,68,N,M,0.867143,76888
0,3,Y,1,2,68,N,F,0.867143,76888
0,3,N,0,3,85,N,M,0.85,69712
0,3,N,0,2,33,N,M,0.93441,51786
1,3,Y,1,2,44,D,M,0.89913,52917
1,3,Y,0,2,43,D,F,0.89913,52917
0,3,N,0,4,64,N,M,0.878963,77440
0,3,N,0,4,59,D,F,0.878963,77440
0,3,N,0,1,47,N,M,0.91073,62393
0,3,Y,1,2,76,N,F,0.836508,119687
0,3,Y,1,2,77,N,M,0.836508,119687
0,2,Y,0,8,43,N,F,0.913005,77570
0,2,Y,0,8,43,N,F,0.913005,77570
0,3,Y,0,2,38,N,F,0.910326,84527
0,3,Y,1,2,44,N,M,0.910326,84527
0,3,N,0,2,38,N,M,0.613986,91004
0,3,N,1,1,49,N,M,0.855899,62292
0,3,Y,1,2,65,D,F,0.898148,102682
0,3,Y,1,2,69,N,M,0.898148,102682
1,3,N,0,2,73,N,M,0.989583,126884
0,3,Y,1,1,39,D,F,0.802985,57273
0,2,Y,1,1,44,N,M,0.93441,51786
0,3,Y,1,2,54,N,F,0.98125,82774
0,3,Y,1,3,36,D,M,0.95098,87036
0,3,Y,1,2,43,N,F,0.8831,79783
0,3,Y,0,2,45,N,M,0.8831,79783
0,2,Y,0,1,46,D,F,0.888256,134397
0,3,Y,1,2,49,N,M,0.899595,194479
0,3,Y,1,2,44,D,F,0.895182,71528
0,3,Y,0,2,46,N,M,0.895182,71528
1,3,N,0,2,77,D,F,0.536772,58068
1,3,N,0,2,80,D,M,0.536772,58068
1,3,N,0,1,32,D,F,0.802985,57273
0,3,N,0,4,31,D,M,0.921569,88754
0,3,Y,1,2,59,N,F,0.921569,88754
0,3,Y,1,1,44,N,F,0.974217,93946
1,3,N,0,2,90,N,F,0.937984,71528
0,3,N,0,4,53,N,F,0.924195,98867
0,3,Y,0,2,53,N,F,0.983385,89093
0,2,N,0,2,29,D,M,0.855182,62500
1,3,Y,1,1,44,D,F,0.940789,80000
0,3,Y,1,2,46,N,F,0.939884,138932
0,3,N,1,2,40,N,M,0.993945,168418
0,3,N,0,2,39,N,F,0.613986,91004
1,3,Y,1,2,74,N,M,0.772829,54519
0,3,Y,1,1,69,N,M,0.855182,62500
0,3,N,0,2,34,N,M,0.167331,99028
0,3,N,0,7,38,N,F,0.929787,80790
0,3,Y,0,7,72,N,M,0.929787,80790
1,3,N,0,3,32,N,F,0.78434,192840
0,3,N,0,3,72,D,F,0.91073,62393
0,2,Y,1,3,36,N,M,0.798834,42813
0,3,Y,0,3,35,N,M,0.917088,70938
0,3,Y,0,3,32,N,F,0.917088,70938
0,3,Y,1,1,38,N,F,0.897611,162044
0,3,N,0,1,71,N,M,0.929567,79067
0,3,Y,0,5,37,N,M,0.866219,79628
1,3,N,1,2,30,N,M,0.739112,72030
0,3,Y,0,2,50,N,M,0.953027,106529
0,3,Y,0,2,45,N,F,0.953027,106529
1,3,N,0,2,34,N,M,0.739112,72030
0,3,N,0,3,34,N,F,0.899595,194479
0,3,Y,0,3,39,N,F,0.899595,194479
0,3,Y,0,1,39,N,F,0.983385,89093
0,3,Y,0,1,90,N,F,0.917073,76361
0,3,Y,0,2,57,D,F,0.710504,52466
0,3,N,0,2,43,N,F,0.929117,81599
0,3,N,0,2,44,N,M,0.929117,81599
0,3,Y,1,1,44,N,M,0.970819,171503
0,2,Y,0,1,44,N,F,0.982266,83728
0,3,Y,0,4,53,N,M,0.926887,192073
0,3,N,0,2,83,N,M,0.926887,192073
0,3,N,0,1,31,N,M,0.850123,63239
0,3,N,1,3,33,D,M,0.556213,76824
0,3,N,0,1,39,D,F,0.613986,91004
0,2,N,1,1,48,N,F,0.910737,73958
0,3,N,0,2,54,N,F,0.955556,82617
0,3,Y,0,2,47,N,M,0.866184,66298
0,3,Y,0,2,47,N,F,0.866184,66298
0,3,N,0,4,47,N,M,0.939884,138932
0,3,N,0,1,38,N,M,0.955453,120203
0,3,N,0,1,37,N,F,0.955453,120203
0,3,Y,1,16,32,N,M,0.96112,151230
0,3,Y,1,16,32,N,M,0.96112,151230
0,3,Y,0,1,41,N,M,0.850123,63239
0,3,Y,1,3,44,D,F,0.981413,165082
1,3,Y,1,2,55,N,M,0.964939,103100
1,3,Y,1,2,55,N,M,0.964939,103100
0,2,N,0,3,40,D,M,0.937044,110166
0,3,N,0,2,40,N,M,0.857639,68393
0,2,N,0,4,59,N,M,0.766742,65523
0,3,N,1,2,57,D,M,0.444966,62177
0,3,Y,1,2,31,N,F,0.911056,75700
0,2,Y,1,1,49,D,F,0.926337,96784
1,2,Y,1,1,54,N,F,0.925871,67969
0,3,Y,1,2,47,D,F,0.810499,69844
0,3,Y,1,2,50,D,M,0.810499,69844
1,3,Y,0,1,50,D,F,0.937044,110166
0,2,N,0,4,30,N,F,0.766742,65523
0,3,N,0,1,75,D,F,0.846487,77064
0,3,N,0,1,38,N,F,0.898148,102682
0,3,N,0,2,45,D,F,0.613986,91004
0,3,Y,0,2,35,N,F,0.71379,54871
0,3,Y,1,2,54,N,M,0.836508,119687
0,3,N,0,2,38,D,F,0.926506,65179
1,3,N,0,4,49,D,F,0.846398,63750
1,3,N,0,4,49,D,M,0.846398,63750
0,3,N,0,1,32,N,F,0.913005,77570
0,2,Y,1,2,54,N,F,0.954111,95317
0,2,Y,0,3,40,N,F,0.78434,192840
0,3,Y,0,3,46,N,F,0.895054,164832
0,3,N,0,3,47,N,M,0.895054,164832
0,3,Y,1,3,68,N,F,0.833554,102009
0,3,N,0,3,70,N,M,0.833554,102009
0,3,Y,0,2,34,N,F,0.911628,94066
1,3,N,0,3,46,N,M,0.810499,69844
0,3,Y,0,3,70,N,M,0.768495,169198
0,3,Y,0,5,28,N,M,0.836508,119687
0,3,N,0,3,34,N,M,0.882413,70238
0,3,Y,0,2,48,N,M,0.916533,87428
0,3,Y,0,2,46,N,F,0.916533,87428
0,3,Y,0,1,39,N,M,0.911628,94066
1,3,Y,0,2,56,N,M,0.739112,72030
1,3,N,0,2,32,N,M,0.836508,119687
0,3,N,0,3,31,N,F,0.78434,192840
0,3,Y,0,3,33,N,F,0.78434,192840
0,3,Y,0,2,45,N,M,0.95098,87036
0,3,N,0,4,54,N,M,0.893313,96715
0,3,N,1,4,52,D,F,0.893313,96715
0,3,Y,1,3,41,N,M,0.822157,65000
0,3,Y,0,3,41,N,F,0.822157,65000
0,2,Y,0,3,41,N,F,0.822157,65000
0,3,Y,1,2,53,D,F,0.843203,49911
0,2,Y,0,1,35,N,F,0.73278,66893
0,3,Y,0,1,39,N,F,0.932442,90656
0,3,Y,1,3,44,N,M,0.85605,72917
0,2,Y,1,3,45,N,F,0.85605,72917
0,3,Y,1,3,45,N,F,0.85605,72917
1,2,Y,1,2,59,N,M,0.936108,64803
0,3,N,0,2,43,N,M,0.913005,77570
0,3,N,0,2,43,N,M,0.913005,77570
0,3,N,0,3,33,D,M,0.728867,73083
0,3,N,0,1,38,D,F,0.862857,55625
0,3,N,0,1,41,D,M,0.104902,68194
0,2,N,0,1,35,D,F,0.668147,57969
0,3,Y,0,1,53,N,M,0.903056,77375
0,3,N,0,2,84,N,F,0.550938,33672
0,2,N,0,2,46,N,M,0.762771,75272
0,2,Y,1,1,46,N,F,0.926337,96784
1,3,Y,1,2,39,N,M,0.701087,48333
0,3,Y,0,2,41,N,M,0.862857,55625
0,3,N,0,2,45,D,F,0.11252,59375
0,3,N,0,2,48,D,M,0.11252,59375
0,3,N,0,3,47,D,F,0.444966,62177
0,3,N,0,3,49,D,M,0.444966,62177
0,3,Y,1,3,40,N,M,0.897375,176959
0,3,Y,0,2,43,N,F,0.675934,72074
0,3,Y,1,2,41,N,M,0.921569,88754
0,3,Y,1,2,42,N,F,0.921569,88754
0,3,N,0,2,56,N,F,0.953027,106529
0,3,N,0,2,56,N,F,0.953027,106529
0,3,N,0,2,30,N,M,0.940789,80000
0,2,A,0,4,53,N,M,0.960043,133245
0,2,A,1,4,52,D,F,0.960043,133245
0,3,Y,1,2,47,D,M,0.867143,76888
0,3,Y,1,2,47,D,F,0.867143,76888
0,3,Y,0,2,35,N,M,0.847328,70441
0,3,N,0,1,42,D,M,0.768495,169198
0,3,Y,0,2,80,N,F,0.91191,136271
0,3,N,0,2,80,N,M,0.91191,136271
0,3,N,0,2,46,D,M,0.895146,76375
0,3,N,0,1,36,D,F,0.676166,57109
0,3,N,1,5,27,N,F,0.613986,91004
0,2,N,0,8,51,N,M,0.913005,77570
0,2,N,0,8,51,N,M,0.913005,77570
0,3,Y,0,2,34,N,M,0.833554,102009
1,3,N,0,1,33,D,M,0.970819,171503
0,3,N,0,1,53,N,M,0.899595,194479
0,3,Y,1,2,43,N,F,0.857639,68393
0,2,Y,1,3,89,N,M,0.970819,171503
0,3,Y,0,2,33,N,F,0.822157,65000
0,3,Y,0,1,44,N,F,0.974217,93946
1,3,N,0,1,36,N,M,0.444966,62177
0,3,Y,0,1,56,N,F,0.962861,79791
0,3,Y,1,3,34,N,M,0.921569,88754
0,3,N,0,1,40,N,F,0.857461,74167
0,3,Y,1,1,32,N,F,0.895182,71528
1,3,Y,0,1,32,N,F,0.89433,102633
1,3,Y,0,2,53,D,F,0.650704,50987
0,2,Y,1,1,51,D,F,0.848629,40208
0,3,N,0,1,33,N,M,0.536772,58068
0,3,N,0,2,44,N,M,0.8831,79783
0,2,Y,1,1,38,N,F,0.895182,71528
0,3,Y,0,1,32,N,F,0.91073,62393
0,3,N,1,1,39,N,F,0.836508,119687
0,3,Y,1,2,62,D,M,0.526473,34727
0,2,Y,0,1,43,I,F,0.96112,151230
0,3,Y,1,3,69,D,M,0.873043,67000
0,3,Y,1,3,61,N,F,0.873043,67000
0,2,N,0,1,92,D,F,0.873043,67000
0,3,Y,1,1,47,D,M,0.962861,79791
0,3,N,0,4,45,N,M,0.981413,165082
0,3,Y,1,2,49,I,F,0.850123,63239
0,3,N,0,1,36,N,M,0.926887,192073
0,3,N,0,2,49,N,M,0.850123,63239
0,3,N,0,2,45,N,M,0.98125,82774
1,2,Y,0,3,37,N,M,0.893313,96715
0,2,N,0,3,51,N,M,0.85346,69688
0,3,N,0,6,90,N,F,0.970819,171503
0,2,Y,0,1,47,D,F,0.916735,161928
0,3,Y,1,2,69,D,F,0.346669,32135
0,3,Y,1,2,82,D,F,0.346669,32135
0,3,Y,0,1,31,N,M,0.895182,71528
