country,wifecoethnic,oppcoethnic,ethnicpercent,vote
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,1
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,1
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,1,1,0.41736227,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,1
benin,0,0,0.156928214,1
benin,0,0,0.156928214,1
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.156928214,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,1
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.104340568,0
benin,0,0,0.032554257,1
benin,0,0,0.032554257,1
benin,0,0,0.032554257,0
benin,0,0,0.032554257,1
benin,0,0,0.032554257,0
benin,0,0,0.032554257,1
benin,0,0,0.032554257,1
benin,0,0,0.032554257,1
benin,0,0,0.032554257,0
benin,0,0,0.032554257,1
benin,0,0,0.032554257,1
benin,0,0,0.032554257,0
benin,0,0,0.032554257,0
benin,0,0,0.032554257,0
benin,0,0,0.032554257,1
benin,0,0,0.032554257,1
benin,0,0,0.032554257,1
benin,0,0,0.032554257,1
benin,0,0,0.032554257,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.122704508,1
benin,0,0,0.122704508,0
benin,0,0,0.045075125,0
benin,0,0,0.045075125,0
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,0
benin,0,0,0.045075125,1
benin,0,0,0.045075125,1
benin,0,0,0.045075125,0
benin,0,0,0.045075125,0
benin,0,0,0.002504174,0
benin,0,0,0.002504174,1
benin,0,0,0.000834725,1
benin,0,0,0.000834725,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,1
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,1,0,0.318662128,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.168729886,0
benin,0,0,0.168729886,1
benin,0,0,0.168729886,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,0
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,0
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.033056361,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,0
benin,0,0,0.137782624,1
benin,0,0,0.137782624,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,0
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.064859886,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,0
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,0
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,0,0.031985406,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,1
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,1,0.070284917,0
benin,0,1,0.070284917,1
benin,0,0,0.007395138,1
benin,0,0,0.003898976,1
benin,0,0,0.003898976,1
benin,0,0,0.003898976,1
benin,0,0,0.003898976,1
benin,0,0,0.006158668,1
benin,0,0,0.006158668,1
benin,0,0,0.006158668,1
benin,0,0,0.006158668,1
benin,0,0,0.01045537,0
benin,0,0,0.01045537,1
benin,0,0,0.01045537,1
benin,0,0,0.01045537,1
benin,0,0,0.01045537,1
mali,1,0,0.263864147,1
mali,1,0,0.263864147,1
mali,1,0,0.263864147,0
mali,1,0,0.263864147,0
mali,1,0,0.263864147,0
mali,1,0,0.263864147,0
mali,1,0,0.263864147,0
mali,1,0,0.263864147,1
