eduyrs,female,close_far_right,minority,father_citizen,father_secondary,years_to_reform
11,1,0,1,0,1,-22
13,1,0,1,0,1,-12
13,0,0,1,0,0,0
12,0,0,1,0,0,7
10,1,0,1,0,0,-6
13,1,0,1,1,1,-9
7,1,0,1,0,0,-30
13,1,0,1,0,0,-1
12,1,0,1,1,1,-10
13,1,0,1,0,0,-12
12,0,0,1,0,1,-3
13,0,0,1,0,NA,-20
10,1,0,1,0,0,-6
10,0,0,1,0,0,-8
13,0,0,1,0,1,-10
12,0,0,1,0,1,-8
13,0,1,1,0,0,7
13,1,0,1,0,1,11
5,0,1,1,0,NA,12
13,1,0,1,0,1,4
8,1,0,1,0,0,-27
13,0,0,1,1,1,-14
13,0,0,1,0,0,16
9,1,0,1,0,1,-23
12,1,0,1,1,1,10
13,0,0,1,0,1,-15
11,0,0,1,0,0,5
13,1,0,1,0,0,18
13,1,0,1,0,NA,-23
13,1,0,1,0,1,14
13,0,0,1,0,0,5
13,0,0,0,1,1,-2
8,1,0,1,0,0,-25
13,1,0,1,1,1,-8
13,0,0,1,0,0,-18
6,0,0,1,0,0,-26
11,0,0,1,0,0,-13
13,1,0,1,0,NA,-5
11,1,0,1,0,1,18
5,0,1,1,0,0,-13
13,0,0,1,0,1,1
13,0,0,1,0,0,20
13,1,0,1,0,0,2
13,1,0,1,0,1,6
13,0,0,1,0,1,9
13,0,0,1,0,1,-22
12,0,0,1,0,1,-30
13,1,0,1,0,1,-8
12,1,0,1,0,0,11
12,1,0,NA,1,0,-8
10,1,0,1,0,1,-8
13,1,0,1,0,1,11
8,1,0,1,0,0,-20
13,0,0,1,0,1,-12
13,0,0,1,0,0,-17
6,0,0,1,0,1,-2
10,1,0,1,0,0,15
9,1,0,1,0,0,-29
8,1,0,1,0,0,-39
13,0,0,1,0,1,-9
13,0,0,1,0,0,-12
13,0,0,1,0,1,19
13,1,0,1,0,1,-3
13,1,0,1,0,0,17
13,0,0,1,0,0,-10
12,1,0,1,0,1,-14
8,0,0,1,0,0,-20
9,1,0,1,1,0,1
12,1,0,1,0,1,2
6,0,0,1,0,0,-22
8,0,0,1,0,0,-16
9,0,0,1,0,1,-14
11,1,0,1,0,0,13
11,1,0,1,0,0,-21
13,0,0,1,0,1,-3
13,1,0,1,0,0,0
10,0,0,1,0,1,16
13,0,0,1,0,1,-23
13,0,0,1,0,1,11
13,0,0,1,0,1,14
7,0,0,1,1,0,19
13,0,0,1,0,1,20
13,1,0,1,0,1,6
13,1,0,1,1,1,-4
13,1,0,1,0,1,13
12,0,0,1,0,NA,-11
13,0,0,1,0,0,-8
13,0,0,1,0,1,-12
13,1,0,1,1,NA,-30
13,1,0,1,0,1,-22
8,1,0,1,0,1,-20
7,0,0,0,1,0,-20
10,1,0,1,0,1,-19
8,0,0,1,0,0,-11
13,0,0,1,0,1,18
10,1,0,1,0,0,-34
9,1,0,1,0,1,-23
13,1,0,1,0,NA,15
8,1,0,1,1,0,-10
12,1,0,1,1,0,-20
2,1,0,0,1,0,-23
10,0,0,1,0,0,8
13,1,0,1,0,1,-5
13,0,0,1,0,1,-17
11,0,0,1,0,0,-3
4,0,0,1,0,1,9
8,1,0,1,0,0,-20
7,1,0,1,0,0,-31
13,1,0,1,0,1,14
12,0,0,1,0,0,3
13,1,0,1,0,0,-29
13,0,0,1,0,1,-12
11,0,0,0,1,0,9
13,1,0,1,0,0,9
8,1,0,1,0,0,-12
6,1,0,1,0,0,-17
13,0,1,1,0,0,5
11,0,0,1,0,1,-13
8,0,0,1,0,0,-23
13,1,0,1,0,0,-1
13,1,0,1,0,0,0
13,1,0,1,0,1,16
13,1,0,1,1,1,0
13,1,0,1,0,1,-29
13,1,0,1,0,1,12
13,0,0,1,0,1,-5
13,1,0,1,0,1,6
10,1,0,1,0,0,-32
12,0,0,1,0,1,-5
10,1,0,1,0,1,-35
10,1,0,1,0,1,-9
13,1,0,1,0,1,14
13,1,0,1,0,1,-13
13,1,0,1,0,1,-18
10,1,0,1,0,1,2
13,0,0,1,0,1,-3
13,1,0,1,0,1,9
11,0,0,1,0,0,0
13,0,0,1,0,1,16
11,0,0,1,0,1,17
11,1,0,1,0,0,0
10,0,0,1,0,0,-10
12,0,0,1,0,1,2
13,1,0,1,0,1,8
13,0,0,1,0,1,14
13,1,0,1,0,0,4
13,0,0,1,0,1,14
13,0,0,1,0,1,-23
13,0,0,1,0,1,-7
9,1,0,1,0,0,-8
9,0,0,1,0,0,-23
13,1,0,1,0,1,4
12,1,0,1,0,1,-14
6,1,0,1,0,0,-24
8,1,0,1,0,0,-17
12,0,0,1,0,1,6
10,1,0,1,0,1,11
5,0,0,1,0,0,-9
12,0,0,1,0,1,-3
12,0,0,1,0,1,-26
13,0,0,1,0,1,-8
13,1,0,0,1,0,16
10,1,0,1,0,1,-35
9,1,0,1,1,1,-12
10,1,0,1,0,1,-20
8,0,0,1,0,1,-7
13,1,0,1,0,1,-15
12,1,0,1,0,1,-16
12,1,0,1,0,1,-16
13,1,0,1,0,1,2
13,0,0,1,0,1,10
12,1,0,1,0,1,-2
13,0,0,1,0,1,8
13,0,0,1,0,0,-3
13,0,0,1,0,1,13
13,0,0,1,0,1,-6
10,1,0,1,0,0,-5
13,0,0,1,0,1,-20
10,0,0,0,1,0,-12
12,0,0,0,1,NA,7
13,0,0,1,0,NA,12
11,0,0,1,0,NA,-17
12,0,0,1,0,1,-12
9,0,0,1,0,0,-25
12,0,0,1,0,NA,-1
13,1,0,1,0,1,-1
6,1,0,1,0,0,-34
13,1,0,1,0,0,0
13,1,0,1,0,NA,12
13,0,0,1,0,1,-16
13,0,0,1,0,0,1
13,1,0,1,0,1,12
8,1,0,1,0,1,-28
6,1,0,1,0,1,11
12,1,0,1,0,1,11
10,0,0,1,0,1,-2
11,0,0,1,0,0,-31
13,1,0,1,0,1,-6
11,1,0,0,0,1,9
12,1,0,1,0,1,11
8,0,0,1,0,0,-39
10,0,0,1,0,1,-32
13,0,0,1,0,0,13
13,1,0,1,0,1,18
13,0,0,1,0,1,-13
11,0,0,1,0,NA,7
13,1,0,1,0,NA,-12
11,1,0,1,0,0,9
13,1,0,1,0,1,0
12,1,0,1,1,0,11
12,0,0,1,0,0,-19
8,1,0,1,0,1,7
13,1,0,1,0,1,7
13,1,0,1,1,1,12
11,0,0,1,0,1,6
11,1,0,1,0,1,-6
13,0,0,1,0,1,-27
13,0,0,1,0,0,-16
13,0,1,1,0,1,-14
13,0,0,1,1,NA,-41
13,1,0,1,0,1,13
13,1,0,1,0,0,11
12,1,0,1,0,1,6
6,0,0,1,0,0,-36
11,1,0,0,1,0,11
13,0,0,1,0,0,16
10,1,0,1,0,0,-27
11,0,0,1,0,0,-28
13,1,0,1,0,0,12
12,0,0,1,0,1,4
13,1,0,1,0,NA,17
13,0,0,1,0,1,-4
13,0,0,1,0,0,-30
13,1,0,1,0,1,-39
10,0,0,1,0,0,-14
8,1,0,1,0,0,-24
12,1,0,1,0,1,10
8,1,0,1,0,1,-26
10,0,0,1,1,0,-19
13,0,0,1,0,0,-1
13,0,0,0,1,0,5
13,1,0,1,1,1,6
13,1,0,1,0,1,3
13,0,0,1,0,0,-4
13,0,0,1,0,1,18
12,0,0,1,0,1,12
6,1,0,1,1,1,-31
13,1,0,1,0,0,-31
9,1,0,1,0,0,-25
13,1,0,1,0,1,2
13,1,0,1,1,1,0
13,0,0,1,0,1,-4
8,1,0,1,0,0,-23
12,0,0,1,0,NA,-16
9,1,0,1,0,0,6
13,0,0,1,0,0,-1
9,1,0,1,0,0,-7
9,1,1,1,0,0,2
10,1,0,1,0,NA,1
9,1,0,1,0,0,-23
6,1,0,1,0,0,-34
9,1,0,1,0,1,-15
7,1,0,1,0,0,-10
12,0,0,1,0,1,5
13,1,0,1,0,1,-11
13,1,0,1,0,1,-25
10,1,0,1,0,NA,5
13,0,0,1,0,0,-4
11,1,0,1,0,0,-1
10,0,0,1,0,0,-4
6,1,0,1,0,1,-15
13,1,0,1,0,NA,12
6,1,0,1,0,1,12
12,1,0,1,0,1,-7
13,0,0,1,0,1,8
10,1,0,1,0,NA,-10
10,0,0,1,0,0,2
13,0,0,1,0,0,-3
13,0,0,1,0,1,7
6,1,0,1,0,0,-23
13,0,0,1,0,0,9
11,1,0,1,0,1,0
8,1,0,1,0,0,-18
11,1,0,1,0,1,-12
13,0,0,1,0,1,14
12,1,0,1,0,NA,14
8,1,0,1,0,0,-5
10,0,0,1,0,NA,-7
13,1,0,1,0,1,-22
7,1,0,1,0,0,-13
10,0,0,1,0,0,-22
13,0,0,1,0,1,3
13,0,0,1,0,1,17
11,0,0,1,0,1,-21
13,0,0,1,0,1,20
13,1,0,1,0,1,-1
12,0,0,1,0,1,-8
12,0,0,1,0,1,-22
13,1,0,1,0,1,5
6,1,0,1,0,1,-31
13,1,0,1,0,1,-3
11,1,0,1,0,0,-4
13,0,0,1,0,0,-24
10,0,0,1,0,1,-6
13,1,0,1,0,0,0
13,1,0,0,1,1,18
12,1,0,1,0,1,-10
13,0,0,1,0,1,-18
13,0,0,1,0,1,16
13,0,0,1,0,0,-16
10,1,0,1,0,1,4
13,0,0,1,0,0,-4
13,0,0,1,0,1,19
12,0,0,1,0,0,-27
13,1,0,1,0,1,-6
13,1,0,1,0,1,5
13,0,0,1,0,1,-30
13,0,0,1,0,0,-15
13,1,0,1,0,1,-10
12,0,1,1,0,0,-24
13,1,0,1,0,1,7
12,1,0,1,0,1,12
9,0,0,1,0,1,11
13,1,0,1,0,1,9
13,0,0,1,0,1,10
13,1,0,1,0,1,9
10,0,0,1,0,0,-6
9,1,0,1,0,0,-11
13,1,0,1,0,1,4
13,0,0,1,0,NA,-26
13,0,0,1,0,NA,11
13,1,0,1,0,1,0
13,1,0,1,0,1,6
13,1,0,1,0,1,-5
12,0,0,1,0,0,7
8,0,0,1,0,0,-24
13,1,0,1,0,0,-27
13,1,0,1,0,1,0
13,0,0,1,0,0,-2
6,1,0,1,0,0,-37
7,1,0,1,0,0,-23
13,1,0,1,0,1,0
12,1,0,1,0,1,19
13,0,0,0,0,1,10
8,1,0,1,0,0,-9
13,1,0,1,0,1,7
10,1,0,1,0,0,-6
2,0,0,1,0,0,-20
4,0,0,1,0,0,14
13,1,0,1,0,1,11
13,0,0,1,0,0,1
13,1,0,1,0,1,10
12,1,0,1,0,1,-17
13,1,0,1,1,1,-10
13,0,0,1,0,NA,0
11,0,0,1,0,0,-27
13,1,0,1,0,0,-15
13,0,0,1,0,1,0
9,1,0,1,0,0,-13
12,0,0,1,0,1,-15
7,0,0,1,0,1,-23
6,1,0,1,0,0,-37
13,1,0,1,0,NA,-13
12,1,0,1,0,0,20
13,0,0,1,0,NA,-3
13,1,0,1,0,0,-13
12,0,0,1,0,1,-5
13,1,0,NA,1,NA,8
10,1,0,0,0,0,-4
12,1,0,1,0,0,5
11,1,0,1,0,NA,-3
13,1,0,1,0,1,17
8,1,0,1,0,0,-40
4,0,0,1,0,1,14
13,0,0,0,1,0,18
13,1,0,1,0,1,-10
12,0,0,1,0,1,-27
13,1,0,1,0,1,9
13,0,0,1,0,1,10
8,1,0,1,0,0,-3
13,0,0,1,0,0,0
9,1,0,1,0,1,-9
13,1,0,1,0,1,9
13,0,0,1,0,0,-11
13,1,0,1,0,0,6
12,0,0,1,0,0,3
10,0,0,1,0,0,-11
11,1,0,1,0,1,11
10,1,0,1,0,1,-16
13,1,0,1,0,1,-7
12,1,0,1,0,1,-12
12,1,0,1,0,0,10
11,1,0,1,0,0,-18
9,1,0,1,0,0,-25
13,0,0,1,0,1,-26
10,0,0,1,0,0,-11
13,0,0,1,0,1,10
13,1,0,1,0,1,-12
8,1,0,1,0,0,-36
12,0,0,1,0,1,1
13,1,0,1,0,1,6
4,1,0,1,0,NA,-7
13,1,1,0,0,1,14
13,1,0,1,0,1,-6
13,1,0,1,0,1,14
13,0,0,1,0,1,12
13,0,0,1,0,1,5
12,0,0,1,0,1,19
7,1,0,1,0,0,-27
10,1,0,1,0,1,0
10,0,0,1,0,1,-3
13,1,0,1,0,1,-26
13,0,0,1,0,0,-15
13,1,0,1,0,0,17
12,1,0,1,0,0,17
13,0,0,1,0,0,-13
13,0,0,1,0,1,-17
13,0,0,1,0,1,3
4,0,1,1,0,1,5
13,1,0,1,0,1,-16
11,1,0,1,0,NA,16
13,1,0,1,0,1,5
12,0,0,1,0,1,-7
8,1,0,1,0,0,-30
11,0,0,1,0,1,-23
10,0,1,1,NA,NA,2
10,0,0,1,0,0,9
13,1,0,1,0,1,10
13,1,0,1,0,1,10
13,0,0,1,0,0,0
13,1,0,1,0,1,0
13,0,0,1,0,1,-10
13,1,0,1,0,0,15
13,0,0,1,0,1,11
8,1,0,1,0,0,-20
12,1,0,1,0,1,-9
9,1,0,1,0,0,-6
6,0,0,1,NA,1,-13
13,1,0,1,0,0,6
13,0,0,1,0,0,-21
13,1,0,1,0,1,-5
9,1,0,1,0,NA,-14
13,0,0,1,0,0,-14
6,0,0,1,0,0,-16
7,0,0,1,0,NA,7
13,1,0,1,0,1,-16
13,0,0,1,0,1,14
12,1,0,1,0,NA,-9
12,1,0,1,0,1,-16
13,0,0,1,0,0,-19
10,0,0,0,1,NA,7
13,1,0,1,0,1,19
13,0,0,1,0,0,0
13,1,0,0,1,NA,0
9,1,0,1,0,0,0
6,1,1,1,0,1,-7
13,1,0,1,0,1,-20
13,0,0,1,0,1,10
12,0,0,1,0,NA,-18
13,1,0,1,0,1,8
13,0,0,1,0,1,-9
13,1,0,1,0,1,7
13,0,0,1,0,1,-19
13,1,0,1,0,0,21
13,0,0,1,0,1,-15
13,0,0,1,0,0,-9
12,1,0,1,0,0,-19
13,1,0,1,0,0,19
13,1,0,1,0,0,-3
10,1,0,1,0,1,17
10,0,0,1,1,1,-4
13,0,0,1,0,1,-5
13,1,0,1,0,0,-19
13,1,0,1,0,1,21
12,1,0,1,0,0,10
12,1,1,1,0,0,10
12,1,0,1,1,NA,8
13,0,0,1,0,1,11
13,0,0,1,0,1,21
13,0,0,1,0,1,3
13,1,0,1,0,0,19
12,1,0,1,0,0,-7
13,1,0,1,1,1,15
9,0,1,0,1,NA,-22
13,0,0,1,0,1,0
13,1,0,1,0,1,-24
13,1,0,1,0,1,13
13,1,0,1,0,1,19
13,0,0,0,1,0,17
13,1,0,1,0,1,6
9,1,0,1,0,0,-19
12,1,0,0,1,1,19
13,1,0,1,0,1,-5
5,1,0,1,0,0,9
13,0,0,1,0,1,8
8,1,0,1,0,0,0
12,1,0,1,0,0,-15
13,1,0,1,1,1,9
13,1,0,1,0,1,5
13,1,0,1,0,0,18
3,0,0,0,1,0,-24
12,0,0,0,1,0,9
10,0,0,0,1,NA,-6
13,1,0,1,1,1,21
13,0,0,0,1,1,6
10,1,0,0,1,0,0
13,0,0,0,1,1,15
13,1,0,1,0,1,-15
12,0,0,1,0,1,11
13,0,0,1,0,1,-13
13,1,0,1,0,1,18
13,1,0,1,0,1,9
13,1,0,1,0,1,-3
10,1,1,1,0,0,2
13,0,0,1,1,1,7
13,1,0,1,0,1,16
13,1,0,1,0,1,4
13,1,0,1,0,1,-16
13,1,0,0,1,1,3
11,1,0,1,0,1,-16
13,0,0,1,0,1,1
8,1,0,1,0,1,12
13,0,0,0,1,1,10
13,0,0,1,1,1,0
12,0,0,1,0,1,-23
12,1,0,1,0,NA,-11
13,0,0,1,0,1,14
12,1,0,1,0,1,-28
13,1,0,1,0,1,9
13,0,0,1,0,1,21
13,1,0,0,1,0,18
13,1,0,1,0,1,12
13,1,0,1,0,1,-4
12,1,0,0,1,NA,-5
13,1,0,1,0,1,15
13,0,0,1,0,1,13
11,1,0,1,0,NA,-18
13,0,0,1,0,1,-6
10,1,0,1,0,1,-24
13,1,0,0,1,0,-3
6,1,0,0,1,0,-5
13,1,0,1,0,1,0
13,0,0,1,0,1,-5
7,0,0,1,0,NA,-34
13,0,0,1,0,1,-3
13,1,0,1,0,1,13
10,0,0,1,0,0,14
9,1,0,1,0,NA,-13
10,1,0,1,0,1,5
13,0,0,1,0,1,-9
13,0,0,1,0,1,6
13,0,0,1,0,1,-11
13,1,0,1,0,1,-17
13,1,0,1,0,1,-1
12,1,0,1,0,1,6
13,0,0,1,0,1,10
13,0,0,1,0,1,19
13,1,0,1,0,1,12
13,1,0,1,0,1,15
13,1,0,1,0,1,-31
10,1,1,1,0,1,7
13,1,0,1,1,1,14
13,1,0,1,0,1,11
11,1,0,1,1,1,-27
8,1,0,1,0,0,-11
13,1,0,1,0,1,-4
13,1,0,1,0,1,-6
13,1,0,1,0,1,-24
11,1,0,1,0,0,-6
13,1,0,1,0,1,1
12,0,0,1,0,0,-11
6,1,0,1,0,0,-42
13,1,0,1,0,1,13
12,1,0,1,1,1,10
13,1,1,1,0,1,10
13,0,0,1,0,1,2
10,1,0,1,0,0,-32
13,1,0,1,0,1,15
13,1,0,1,0,1,4
13,1,0,1,0,1,-11
13,0,0,1,0,1,-13
13,1,1,1,0,1,9
13,1,0,1,0,1,8
13,0,0,1,0,0,6
13,1,0,1,1,NA,15
13,1,0,1,0,NA,-15
13,1,0,1,0,1,-17
13,1,0,0,1,0,18
13,0,0,1,0,1,-4
13,1,0,0,1,0,-4
13,1,0,1,0,1,10
13,0,0,1,0,1,-8
12,1,0,0,1,1,19
13,0,0,1,0,0,-4
12,1,0,1,0,0,13
13,1,0,1,1,1,18
13,1,0,1,0,1,-1
10,1,0,1,0,0,-5
13,0,0,1,1,NA,-4
10,1,0,1,0,1,-14
12,1,0,1,0,0,-27
13,1,0,1,1,NA,18
13,1,0,1,0,1,7
13,0,0,1,0,NA,21
13,0,0,1,0,1,15
13,1,0,1,1,1,1
10,0,0,1,0,0,-12
13,1,0,1,0,1,21
12,0,0,1,1,1,11
13,0,0,1,0,0,-10
10,1,0,1,0,1,14
10,1,0,1,0,0,-12
10,1,0,1,0,0,-24
13,0,0,1,0,1,-16
13,1,0,1,0,1,12
10,0,0,0,1,0,2
12,0,0,1,0,0,-3
7,1,0,1,0,NA,-32
11,1,0,1,0,NA,-16
13,1,1,1,0,1,-33
8,0,1,1,0,0,-12
12,0,1,1,0,1,-7
9,1,0,1,0,1,-10
13,1,0,1,0,0,2
6,1,0,1,0,0,-22
13,1,0,1,0,1,3
13,0,0,1,0,1,21
13,0,0,1,0,NA,-19
13,0,0,1,1,1,22
11,1,0,1,0,1,-19
12,1,0,1,0,0,-16
12,0,0,1,0,1,1
13,1,0,1,1,0,4
12,1,0,1,0,1,10
9,1,0,1,0,1,-14
12,0,1,1,0,0,9
13,1,0,1,0,1,-3
13,1,0,1,0,1,4
11,1,0,1,0,0,-13
13,1,0,1,1,0,7
13,1,0,1,1,1,21
7,0,0,1,0,0,-35
12,1,0,1,0,0,-16
13,1,0,1,0,1,21
12,0,1,1,0,0,-34
10,1,0,1,0,1,-28
13,0,0,1,0,0,-5
13,1,0,1,0,1,18
12,1,0,1,0,0,-3
9,0,0,1,0,1,6
13,1,0,1,1,1,21
13,0,0,1,0,1,14
13,1,0,1,0,0,-10
13,0,0,1,0,0,-10
12,0,0,1,0,0,-12
12,1,0,1,0,1,1
13,0,0,1,0,1,-8
8,0,0,1,0,0,-2
8,1,0,1,0,0,-19
13,1,1,1,0,0,14
10,0,0,1,0,1,-10
13,0,0,1,0,1,11
9,1,0,1,0,0,-31
13,0,0,1,0,1,3
13,0,0,1,0,0,-16
13,0,0,1,0,1,7
10,1,0,1,0,1,-19
6,1,0,1,0,1,-26
13,1,0,1,0,1,-9
13,0,0,1,0,1,20
12,1,0,1,0,1,3
13,1,0,1,0,1,-4
13,0,0,1,0,NA,-2
13,1,0,1,0,1,17
10,1,0,1,0,1,-6
13,1,0,1,0,1,3
13,0,0,1,0,1,-28
11,0,0,1,0,1,11
10,1,0,1,0,1,-27
9,0,0,1,0,0,-19
13,0,0,1,0,1,9
13,1,0,1,0,1,4
11,1,0,1,0,1,-9
12,0,0,1,0,1,14
13,0,0,1,0,1,8
6,1,1,1,0,NA,-33
9,0,0,1,0,1,3
13,1,0,1,0,0,0
8,0,0,1,0,NA,-28
10,1,0,1,0,NA,-17
10,0,0,1,0,0,-11
13,0,0,1,1,1,8
10,1,1,1,0,1,-10
10,1,0,1,0,1,-14
10,0,1,1,0,1,-18
13,1,0,1,0,1,3
6,1,0,1,0,1,5
8,1,0,1,0,0,-17
10,0,0,1,0,1,-8
12,0,0,1,1,1,-35
13,1,0,1,0,1,-19
13,1,0,1,0,1,-2
10,0,0,1,0,1,13
12,0,0,1,0,1,-30
10,0,0,1,0,1,-7
10,1,0,1,0,0,2
13,1,0,1,0,1,21
9,1,0,1,0,0,-17
13,1,0,1,0,1,-1
13,1,0,1,0,1,7
13,0,0,1,0,1,-12
10,1,0,1,0,1,-19
13,0,0,1,0,1,-15
13,1,0,1,0,1,0
13,1,0,1,0,1,15
13,1,0,1,0,1,-12
4,0,0,1,0,1,5
10,1,0,1,0,0,-3
12,0,0,1,0,1,-29
13,1,0,0,1,1,16
8,1,0,1,0,1,18
13,1,0,1,0,1,-15
8,1,0,1,0,0,-18
13,0,1,1,0,1,3
4,0,0,1,0,1,-27
13,0,0,1,0,0,4
13,1,0,1,0,1,18
13,0,0,1,0,1,-13
12,1,0,1,0,0,-33
13,0,0,1,0,1,-4
10,1,1,1,0,NA,-18
11,1,0,1,0,1,-30
10,0,0,1,0,NA,-20
10,0,0,1,0,NA,8
10,0,0,1,0,1,-19
13,1,0,1,0,0,12
13,1,0,1,1,0,-10
12,1,0,1,0,1,9
13,0,0,1,0,1,14
6,0,0,1,0,1,8
9,1,0,1,0,0,-27
13,0,0,1,0,1,-16
6,1,0,1,0,1,8
10,0,0,1,0,0,-5
3,0,0,1,0,1,8
13,1,0,1,0,1,-4
8,0,0,1,0,0,-21
2,1,1,1,0,1,-3
7,1,0,1,0,0,-36
13,0,0,1,0,0,3
7,0,1,1,0,NA,-14
10,1,0,1,0,0,3
10,0,0,1,0,0,-5
13,0,0,1,0,1,-16
13,1,0,1,0,1,0
13,0,0,1,0,NA,-16
12,1,0,1,0,NA,-30
12,1,0,1,0,0,-12
9,1,0,1,0,NA,-41
13,1,0,1,0,1,13
13,1,0,1,0,1,-2
13,1,1,1,0,NA,4
8,0,0,1,0,NA,-15
13,0,0,1,0,1,10
13,1,0,1,1,1,12
13,0,0,1,0,1,16
8,1,0,1,0,1,-37
9,1,1,1,0,NA,12
13,0,0,1,0,1,7
13,1,0,1,0,1,-4
13,1,1,1,0,1,-20
12,1,0,1,0,0,-12
13,1,0,1,0,1,0
13,0,0,1,0,0,2
6,0,0,1,0,0,-22
10,1,0,1,0,0,-29
11,1,1,1,0,1,6
5,1,0,0,1,1,6
13,1,0,1,0,1,8
10,1,0,1,0,NA,-25
13,1,0,1,0,1,-14
12,0,0,1,0,0,10
13,1,0,1,0,0,-28
13,1,0,1,1,1,-31
13,1,0,1,0,1,-6
13,1,0,1,0,1,-28
13,1,0,1,0,1,3
11,0,0,1,0,0,-20
6,0,0,1,0,0,-30
7,1,0,1,0,0,-7
12,1,0,1,0,1,13
12,1,0,1,0,1,-1
13,1,0,1,0,1,21
13,0,0,1,0,1,-3
13,1,0,1,0,1,19
6,0,0,0,1,0,22
11,0,0,1,1,1,-7
10,1,0,1,0,1,3
13,0,0,1,1,0,7
13,0,0,1,0,1,1
13,0,0,1,0,0,-4
12,1,0,1,0,1,15
10,1,0,1,0,0,4
13,0,0,1,1,1,-2
12,1,1,1,0,NA,12
13,0,0,1,0,1,9
8,1,0,1,0,1,-9
13,0,0,1,1,1,3
11,0,0,NA,1,NA,14
13,1,0,1,1,NA,-1
13,0,0,1,1,1,19
13,1,0,1,0,1,19
13,1,0,1,0,NA,-11
13,1,0,1,0,1,-2
8,0,0,1,0,0,-16
6,0,0,1,1,0,-16
13,0,0,1,1,1,17
8,0,0,1,0,0,-12
13,0,0,1,0,1,14
4,1,0,0,1,0,12
13,0,0,1,0,1,2
13,1,0,1,0,1,21
11,1,0,1,0,1,3
13,1,0,1,0,1,6
13,0,0,1,0,0,-23
13,1,0,1,0,1,9
13,1,0,1,0,1,15
13,1,0,1,0,1,-16
6,1,1,1,0,1,-13
13,0,0,1,0,0,12
13,0,0,0,1,1,-17
13,0,0,1,0,1,-12
12,0,0,1,0,NA,-9
13,0,0,1,0,1,-10
13,0,0,1,0,1,-16
8,1,0,1,0,1,-20
12,1,0,1,0,0,-12
13,1,0,1,0,1,-9
10,0,0,1,0,1,-23
13,1,0,1,0,0,8
8,1,0,1,0,1,-31
13,0,0,1,0,0,18
13,1,0,1,0,NA,2
13,1,0,1,0,1,-9
13,0,0,1,0,0,-16
13,0,0,1,0,1,2
12,1,0,1,0,0,8
12,1,0,1,0,NA,-3
13,0,0,1,0,1,3
8,0,0,1,0,0,-10
13,0,0,1,0,1,10
10,0,0,1,0,1,18
13,1,0,1,0,1,9
11,1,0,1,0,NA,14
13,1,0,1,0,NA,-4
10,1,0,1,0,0,-31
10,0,0,1,0,1,-16
7,0,0,1,0,0,-17
8,1,0,1,0,0,-18
13,0,0,1,0,0,-35
13,0,0,1,0,1,7
13,1,0,1,0,1,18
13,0,0,1,0,1,19
6,1,0,0,1,1,11
4,0,0,1,0,0,4
12,1,0,1,0,1,-4
13,1,0,1,0,1,17
13,1,0,1,0,1,21
12,0,0,1,0,0,-5
10,1,0,1,1,NA,3
10,0,0,1,0,0,-15
9,1,0,1,0,NA,-18
10,0,0,1,0,NA,9
11,0,0,1,0,0,-18
8,0,0,1,0,NA,-1
12,1,0,1,0,0,-11
13,0,0,1,1,1,4
12,1,0,1,0,0,-2
13,1,0,1,0,1,0
13,1,0,1,0,0,-24
11,1,0,1,0,1,-1
12,0,0,1,0,1,-16
12,1,0,1,0,1,9
10,0,0,0,1,0,-10
13,0,0,1,0,0,6
12,0,0,1,0,1,3
11,1,0,1,0,1,19
11,0,0,1,0,1,-4
13,0,0,1,0,1,-13
13,1,0,0,1,1,2
13,0,0,1,0,1,-9
8,1,0,1,0,0,-10
11,0,0,1,0,0,-23
13,1,0,1,0,1,21
11,0,0,1,0,0,-10
13,1,0,1,0,1,1
13,1,0,1,0,1,20
9,1,0,1,0,1,-3
8,0,0,1,0,0,-21
13,1,0,1,0,1,9
13,1,0,1,1,1,11
6,1,0,1,0,1,11
12,1,1,1,0,1,21
13,1,0,1,0,0,-15
8,1,1,1,0,1,-24
6,0,0,0,1,NA,-1
5,0,0,1,1,NA,11
8,0,1,1,0,0,-22
13,0,0,1,0,1,-16
13,1,0,1,0,1,10
12,1,0,1,0,1,-1
13,1,0,0,1,NA,17
11,0,0,1,0,1,-12
10,0,0,1,0,1,18
10,1,0,1,0,0,-20
11,0,0,1,0,1,-3
13,1,0,1,0,0,-17
13,1,0,1,0,1,21
13,1,0,1,0,1,6
13,0,0,1,0,1,18
13,0,0,1,0,1,-25
12,1,0,1,0,0,-19
8,0,0,1,0,0,-17
12,1,0,1,0,1,-3
13,0,0,1,0,0,-12
13,1,0,1,0,1,18
11,0,0,0,1,1,7
13,0,0,1,0,1,-21
13,1,0,1,0,1,-30
9,0,0,1,0,1,13
13,1,0,1,1,1,15
13,1,0,1,0,1,15
10,1,0,1,0,0,-16
8,1,0,1,0,NA,-44
13,1,0,1,1,1,-12
13,0,0,1,0,0,-8
10,1,0,1,0,NA,0
12,1,0,1,0,0,0
10,1,0,1,0,0,-2
13,0,0,0,1,1,-13
13,1,0,1,0,NA,-16
9,1,0,1,0,1,-35
10,1,0,1,0,1,-24
10,1,0,1,0,0,-8
6,0,0,1,0,NA,-12
1,0,0,0,1,0,-6
11,0,0,0,1,NA,-4
12,0,0,0,1,1,12
12,1,0,0,1,1,15
13,1,0,1,0,1,3
13,0,1,1,0,1,20
9,1,0,1,0,1,3
12,1,0,1,0,1,-7
