eduyrs,female,close_far_right,minority,father_citizen,father_secondary,years_to_reform
7,1,0,0,1,NA,7
13,0,0,1,0,1,16
13,1,0,1,0,1,31
0,0,0,1,0,1,-10
8,1,0,1,0,1,15
13,0,0,1,0,1,31
13,0,0,1,0,1,21
13,1,0,1,0,1,29
10,1,0,1,0,1,-5
13,1,0,1,0,1,24
8,1,0,1,0,1,2
13,0,0,1,0,1,16
13,0,0,1,0,1,12
12,1,0,1,0,0,28
13,0,0,1,1,1,24
12,1,1,0,0,0,17
9,0,0,1,0,1,20
12,0,0,1,0,1,19
13,1,0,1,0,1,1
1,1,0,1,0,1,-8
8,1,0,1,0,1,17
13,0,0,1,0,0,10
8,0,0,1,0,0,-3
13,1,0,1,0,1,5
13,0,0,1,0,1,-5
13,1,0,1,1,1,32
13,1,0,1,1,NA,-16
13,0,0,1,0,NA,21
13,0,0,1,0,1,32
13,0,0,1,0,1,17
13,0,0,1,0,1,30
13,1,0,1,0,1,-11
13,1,0,1,1,1,25
13,0,0,1,0,1,23
13,1,0,1,0,1,12
13,1,0,1,0,1,27
13,1,0,1,0,1,25
13,0,0,1,0,1,0
13,0,1,1,0,1,28
8,0,0,1,0,1,-1
13,1,0,1,0,1,20
13,1,0,1,0,1,-1
12,1,0,1,0,0,0
7,0,0,1,0,0,-5
10,1,0,1,0,1,-18
13,0,0,1,0,1,12
13,1,0,1,0,1,31
13,1,0,1,0,0,1
13,1,0,1,0,1,5
13,1,0,1,0,1,22
13,0,0,1,0,1,21
7,0,0,0,1,1,18
13,1,0,1,0,1,10
13,0,0,1,0,1,17
13,0,0,1,0,1,13
13,0,0,1,0,1,11
9,1,0,1,0,1,-13
13,0,0,1,0,1,-2
13,0,0,1,0,1,19
11,1,0,1,0,1,-11
13,1,0,1,1,1,12
13,1,0,1,0,1,19
4,1,0,1,0,1,24
13,0,0,1,0,1,18
12,0,0,1,0,0,4
3,1,0,1,0,1,31
13,1,0,1,0,1,15
13,0,0,1,0,1,-3
11,1,0,1,0,1,-3
13,1,0,1,0,0,0
11,1,0,1,0,0,-8
12,0,0,1,0,1,-24
13,0,0,1,0,1,-1
13,0,0,1,0,1,0
13,0,0,1,0,1,16
6,1,1,1,1,1,0
3,1,0,1,0,1,19
13,1,0,1,0,1,2
8,0,0,1,0,NA,-12
13,1,0,1,0,0,7
13,1,0,1,0,0,7
13,1,0,1,0,1,8
13,0,0,1,0,1,23
4,1,0,1,1,1,7
13,1,0,1,0,1,27
13,1,0,0,1,0,12
13,0,0,1,0,1,24
12,1,0,1,0,0,-1
13,0,0,1,0,1,30
13,1,1,1,0,1,22
13,0,0,1,0,1,15
13,1,0,1,0,1,20
13,0,0,1,0,1,5
13,1,0,1,0,1,28
12,0,0,1,0,1,-16
11,1,0,1,0,1,-1
12,0,0,1,0,0,-26
13,1,0,1,0,1,19
13,1,0,1,0,1,32
0,1,0,1,0,1,-29
13,1,0,1,0,1,16
13,0,0,1,0,1,21
13,0,0,1,0,1,11
13,0,1,1,1,1,2
3,0,0,1,0,1,-5
1,1,0,1,0,1,-5
13,1,0,1,0,1,9
12,1,0,1,0,1,30
13,0,0,1,0,1,12
8,1,0,1,0,1,2
13,0,0,1,0,1,21
11,1,0,1,0,1,6
13,1,0,1,0,1,7
12,0,0,1,0,1,30
12,0,0,1,0,1,8
13,1,0,1,0,1,7
2,1,0,1,0,1,5
13,0,0,1,0,1,-2
13,1,0,1,0,1,30
13,0,0,1,0,1,-13
13,0,0,1,0,1,-19
13,1,0,1,0,1,25
13,0,0,1,0,0,8
13,1,0,1,0,1,22
10,1,0,1,0,1,17
13,0,1,1,0,1,18
13,1,0,1,0,1,11
13,1,0,1,0,1,-14
11,0,0,1,0,1,-11
7,1,0,1,0,1,-15
13,1,0,1,0,1,7
7,1,0,1,0,NA,-19
13,1,0,1,0,1,26
13,0,0,1,0,1,13
8,0,0,1,1,1,4
12,0,0,1,0,1,4
7,0,0,1,0,0,-22
13,1,0,1,0,1,23
13,0,0,1,0,1,-2
13,0,0,1,0,1,-7
13,0,0,1,0,1,20
13,1,0,1,0,1,-3
13,0,0,1,0,1,18
13,0,0,0,0,1,9
8,1,0,1,0,1,-3
13,1,0,1,0,1,4
13,1,0,1,0,1,31
13,0,0,1,0,0,-23
13,0,0,1,0,1,1
13,1,0,1,0,1,16
12,1,0,1,0,1,32
7,1,0,1,0,1,-20
4,0,0,1,0,0,-4
13,1,0,1,0,1,24
10,1,0,1,0,1,24
13,0,0,1,0,1,-12
12,0,0,1,0,1,-13
13,0,0,1,0,0,13
13,1,0,1,0,0,13
13,0,0,1,0,1,7
11,0,0,1,0,1,11
13,1,0,1,0,1,19
13,1,0,1,0,1,27
7,1,0,1,0,1,-9
13,0,0,1,0,1,32
2,0,0,1,0,1,-18
13,0,0,1,0,1,0
13,0,0,1,0,1,28
13,1,0,1,0,1,7
13,0,0,1,0,1,31
4,0,0,1,0,1,0
13,0,0,1,0,1,11
13,1,0,1,0,1,29
13,1,0,1,0,1,21
7,1,0,1,0,1,-4
13,1,0,1,0,1,2
7,0,0,1,0,1,-7
13,1,0,1,0,1,9
11,0,0,1,0,0,-2
13,0,0,1,0,1,-2
13,1,0,1,0,1,-1
13,1,0,1,0,1,24
11,1,0,1,0,1,5
13,1,0,1,0,1,1
11,0,0,1,0,1,8
10,0,0,1,0,1,12
13,1,0,1,0,1,-2
13,1,0,1,0,1,13
10,1,0,1,0,1,13
7,1,0,1,0,1,1
13,1,0,1,0,1,-13
13,0,0,1,0,1,29
13,1,0,1,0,1,5
12,1,0,1,0,NA,12
10,1,0,1,0,1,2
13,1,0,1,0,1,26
13,0,0,1,1,1,14
13,0,1,NA,NA,NA,-5
7,1,0,1,0,1,-14
13,0,0,0,1,0,14
11,1,0,1,0,1,-4
11,1,0,1,0,0,-6
0,0,0,1,0,1,-2
0,0,0,1,0,1,-3
12,0,0,1,0,1,6
12,1,0,1,0,1,0
7,1,0,1,0,1,-2
12,0,0,1,0,1,-1
13,1,0,1,0,0,10
5,0,1,1,0,0,-2
8,1,0,1,0,0,2
12,1,0,1,1,NA,0
13,1,0,1,0,1,-16
13,0,0,1,0,1,21
3,0,0,1,0,1,16
13,1,0,1,0,1,16
11,1,0,1,0,0,18
10,1,0,1,0,0,-4
7,0,0,1,0,1,-21
12,0,0,1,0,1,15
7,1,0,1,0,0,-18
7,1,0,1,0,NA,-29
11,0,0,1,0,1,4
13,1,0,1,1,1,17
12,1,0,1,0,1,-13
13,0,0,1,0,0,21
13,1,0,1,0,1,23
13,0,0,1,0,1,23
9,1,0,1,0,1,-1
13,1,0,1,0,1,29
13,1,0,1,0,1,-2
12,0,0,1,0,1,8
10,1,0,1,0,1,-9
13,0,0,1,0,1,-4
13,0,0,1,0,0,24
4,1,0,1,0,0,32
7,1,0,1,0,1,-13
13,0,0,1,1,1,26
13,1,0,1,0,1,13
13,0,0,1,0,1,29
0,1,0,1,0,1,1
3,1,0,1,0,1,14
13,1,0,1,0,1,-3
13,1,0,1,0,1,26
12,1,0,1,0,1,18
8,1,0,1,0,NA,-22
13,0,0,1,0,1,29
13,0,0,1,0,1,3
13,0,0,1,0,1,-5
13,0,0,1,0,1,29
0,1,0,1,0,1,5
10,1,0,1,0,1,17
13,1,0,1,0,1,22
13,0,0,1,0,0,21
7,0,0,1,0,1,7
13,0,1,1,0,1,7
9,0,0,1,0,1,15
12,1,0,1,0,1,-11
13,0,0,1,0,1,29
13,0,0,1,0,1,13
13,1,0,1,0,1,17
12,1,0,1,0,1,9
10,0,0,1,0,1,22
13,0,0,1,0,1,26
13,0,0,1,0,1,-4
2,0,0,1,1,1,-2
13,0,0,1,0,0,23
13,0,0,1,0,1,12
13,1,0,1,0,1,26
11,0,0,1,1,1,10
13,0,0,1,0,1,24
13,1,0,1,0,0,32
11,0,0,1,0,1,28
13,0,0,1,0,1,27
8,0,0,1,0,0,-9
13,1,0,1,0,1,-10
13,1,0,NA,NA,NA,0
13,0,0,1,0,1,33
13,0,0,NA,NA,NA,-1
13,1,0,1,0,1,26
13,0,0,1,0,1,29
13,1,0,1,0,0,18
12,1,0,1,0,0,-19
13,0,0,1,0,1,11
13,0,0,1,0,NA,-25
13,1,0,1,0,1,32
13,1,0,1,0,1,-20
13,1,0,1,0,1,31
11,0,1,1,0,1,10
10,0,0,1,1,NA,13
13,1,0,1,0,1,19
12,1,0,1,0,1,2
13,1,0,1,0,1,0
5,1,0,1,0,1,11
13,1,0,1,0,1,25
13,1,1,1,0,1,7
10,1,0,1,0,1,12
13,0,0,1,0,1,19
12,0,0,0,0,1,-13
13,0,0,1,0,1,21
13,1,0,1,0,0,7
13,1,0,1,0,1,24
12,1,0,0,0,1,4
13,0,0,1,0,1,-9
13,0,0,1,0,1,31
10,1,0,1,0,1,2
13,1,0,1,0,1,14
13,1,0,1,0,1,4
13,0,0,1,0,1,16
9,0,0,1,0,1,11
10,0,0,1,0,0,8
12,1,0,1,0,1,-4
13,1,0,1,0,1,0
13,0,0,1,0,1,1
10,1,0,1,0,1,5
13,1,0,0,1,1,32
5,1,0,1,0,1,7
13,1,0,1,0,1,20
9,0,0,1,0,1,25
13,1,0,1,0,1,12
10,1,0,1,0,1,12
13,0,0,1,0,1,1
13,0,0,1,0,NA,5
12,1,0,1,0,1,4
13,0,0,1,0,1,14
13,1,0,1,0,1,3
10,0,0,1,0,1,-4
11,0,0,1,0,1,-3
13,0,0,1,0,1,26
4,1,0,1,0,1,-20
3,1,0,1,0,1,-16
3,1,0,1,0,1,10
13,1,0,1,0,0,-9
13,0,0,1,0,1,-5
9,1,0,1,0,NA,-5
13,1,0,1,0,1,20
8,0,0,1,0,1,9
13,0,0,1,0,1,28
11,0,0,1,1,1,-17
13,0,0,1,1,1,2
13,0,1,1,0,1,21
10,1,0,1,0,1,-23
13,1,0,1,0,1,22
11,1,0,1,0,1,-21
13,0,0,1,1,1,1
13,0,0,1,0,1,3
13,1,0,1,0,1,26
13,1,0,1,1,1,12
12,0,1,1,0,1,-9
13,0,0,0,1,1,13
11,1,0,1,0,NA,0
12,1,0,1,0,1,18
13,1,0,1,0,1,9
13,1,0,1,0,1,8
13,1,0,1,1,1,14
4,0,0,1,0,1,10
13,0,0,1,1,1,-8
7,1,0,1,0,NA,-9
10,0,0,1,0,1,18
13,0,0,1,0,1,5
13,0,0,1,0,1,-6
12,0,0,1,0,0,-2
13,0,0,1,0,1,32
13,0,0,1,0,0,27
13,0,0,1,0,1,24
13,1,0,1,0,1,21
11,0,0,1,0,1,-5
13,1,0,1,0,1,5
13,1,0,1,0,1,26
13,1,0,1,0,1,22
13,1,0,1,0,1,22
9,0,0,1,0,1,15
13,0,0,1,0,1,-20
13,1,0,1,0,1,31
13,1,0,1,0,1,0
13,0,0,1,0,1,-18
7,1,0,1,0,1,-9
13,0,0,1,0,1,12
13,1,0,1,0,1,21
12,0,0,1,0,1,25
13,0,0,1,0,1,12
10,0,0,1,0,1,2
13,1,0,1,0,1,24
6,1,0,1,0,1,32
0,0,0,1,0,1,11
3,0,0,1,0,1,18
13,1,0,1,1,1,25
12,0,0,1,0,1,26
13,1,0,0,1,1,17
2,1,0,1,0,1,12
13,1,0,1,0,1,22
13,1,0,1,0,1,-16
13,0,0,1,0,1,4
13,0,0,1,0,1,-1
13,0,1,1,0,0,-14
12,1,1,1,0,1,2
13,1,0,1,0,1,28
12,0,0,1,0,0,24
10,1,0,1,1,1,18
13,0,0,1,0,1,11
13,0,0,1,0,1,-14
12,0,0,1,0,1,17
11,0,0,1,0,1,-13
13,1,0,1,0,0,12
12,0,0,1,0,1,-3
7,1,0,1,0,1,-11
13,0,0,1,0,1,-7
8,1,0,1,1,1,29
12,1,0,1,0,1,7
13,0,1,1,0,1,17
10,1,0,1,0,1,-11
13,1,0,1,0,1,28
12,1,0,1,0,1,-20
13,0,0,1,0,1,15
13,0,0,1,0,1,22
13,0,0,1,0,1,19
13,1,0,1,0,0,4
7,0,0,1,0,0,-6
13,0,0,1,0,1,20
9,1,0,1,0,NA,-9
9,0,0,1,0,1,19
13,0,0,1,0,1,23
13,0,0,1,1,1,-20
13,1,0,1,0,1,2
9,1,0,1,0,1,-24
13,0,0,1,0,1,8
13,0,0,1,0,1,12
13,1,0,1,0,1,-3
13,1,0,1,0,0,18
7,0,0,1,0,1,-27
13,1,0,1,0,1,30
13,1,0,1,0,1,11
13,0,0,1,0,1,22
7,0,1,1,0,1,-3
5,1,0,1,0,1,31
0,1,1,1,0,0,4
13,0,0,1,0,NA,7
13,1,0,1,0,0,13
13,1,0,1,0,0,-9
13,1,0,1,0,1,8
7,1,0,1,0,0,7
13,0,0,1,0,1,9
8,1,0,1,0,1,-1
13,0,1,1,0,1,15
9,1,0,1,1,NA,29
12,0,0,1,0,1,7
13,0,1,1,0,1,15
13,1,0,1,0,1,23
13,1,0,1,1,NA,0
13,0,0,1,0,1,-4
13,1,0,1,0,1,4
7,0,0,1,0,1,-15
13,0,0,1,0,1,-5
10,0,0,1,0,0,-18
13,0,0,1,0,1,8
4,0,0,1,0,1,32
13,1,0,1,0,NA,-8
1,1,0,1,0,1,5
9,1,0,1,0,1,-8
13,1,0,1,0,NA,11
13,0,0,1,0,1,25
12,0,0,1,0,1,31
6,1,0,1,0,0,-10
7,0,0,1,0,1,-10
11,1,0,1,0,1,13
13,1,0,1,1,0,3
10,0,0,1,0,1,9
13,1,0,1,0,1,23
11,0,0,1,0,1,12
13,1,0,1,0,1,17
10,1,0,1,0,0,-20
13,0,0,1,0,1,4
12,0,0,1,0,0,14
12,0,0,1,0,1,-8
8,1,0,1,0,1,7
9,0,0,1,0,0,-7
13,0,0,0,1,1,23
13,1,0,1,0,1,2
13,0,0,1,1,1,26
13,0,0,1,0,1,-10
13,1,0,1,0,1,21
13,1,0,1,0,1,-6
13,0,1,1,0,0,9
7,0,0,1,0,0,18
13,0,0,1,0,1,3
11,1,1,1,0,1,-2
13,1,0,1,0,0,27
13,1,0,1,0,1,16
13,1,0,1,0,1,-9
8,0,0,0,1,0,27
9,0,1,1,0,1,22
13,1,0,1,0,1,13
13,0,0,1,0,1,-1
8,0,0,1,0,1,7
13,1,0,1,0,1,5
13,1,0,1,0,0,8
13,0,0,1,0,1,2
13,1,0,1,0,1,12
12,0,0,1,0,NA,3
13,0,0,1,0,0,-3
9,0,0,1,0,0,3
13,0,0,1,0,1,25
13,0,0,1,0,1,4
13,1,0,1,0,1,21
13,1,0,1,0,1,18
12,0,0,1,0,1,32
11,0,0,1,0,0,13
13,0,0,1,0,1,-20
9,1,0,1,1,1,7
10,1,1,1,0,1,0
9,0,0,1,0,1,11
11,1,0,1,0,1,25
8,0,0,1,0,0,11
13,0,1,1,NA,1,-8
13,1,0,1,0,1,11
13,1,0,1,0,1,7
3,0,0,1,0,1,17
9,1,0,1,0,1,-12
13,0,0,1,0,1,4
11,0,0,1,0,1,0
13,1,0,1,0,1,20
13,0,0,1,0,1,32
13,1,0,1,0,1,31
13,0,0,1,0,1,7
10,0,0,1,0,1,-3
13,1,0,1,0,1,28
13,1,0,1,0,1,27
13,0,0,1,0,1,33
13,0,0,1,0,1,28
8,0,0,1,0,1,-1
3,0,0,1,0,1,10
13,0,0,1,0,1,-15
2,1,0,1,0,1,-2
12,0,0,1,0,1,0
13,1,0,1,0,1,22
13,0,0,1,0,1,3
13,1,0,1,0,1,15
9,0,0,1,0,1,20
13,0,0,1,0,1,-2
13,1,0,1,0,1,33
13,0,0,1,0,1,7
13,0,0,1,0,0,7
13,0,0,1,0,0,30
13,0,0,1,0,1,8
12,0,0,0,1,1,15
13,0,0,1,0,1,-16
13,1,0,1,0,1,19
13,1,0,1,0,1,-13
13,1,0,1,0,1,12
13,0,0,1,0,1,21
13,0,0,1,0,1,32
13,0,0,1,0,1,28
13,1,0,0,1,1,24
12,0,0,1,0,1,15
5,0,0,0,1,0,21
7,1,1,1,0,0,-7
13,1,0,1,0,1,17
12,0,0,1,0,0,-4
8,0,0,1,0,NA,-7
13,1,0,1,0,1,31
12,0,0,1,0,1,-12
13,1,0,1,0,1,0
13,1,0,1,0,1,30
13,1,0,1,0,1,28
8,1,0,1,0,1,-3
13,0,0,1,0,1,9
13,1,0,1,0,1,0
13,0,0,1,0,1,31
10,0,0,1,0,1,2
13,0,0,1,0,1,32
13,0,1,1,0,1,-8
3,1,0,1,0,NA,-19
2,0,0,1,0,1,17
4,0,0,1,0,1,12
13,0,0,1,1,1,-3
5,0,0,1,0,0,-3
13,1,0,1,0,1,26
13,0,0,1,0,1,5
3,1,0,1,0,1,30
13,1,0,1,1,1,24
10,0,0,1,0,1,4
13,0,0,1,0,1,19
7,0,0,1,0,1,2
13,1,0,1,0,1,6
10,0,1,1,0,1,-7
13,1,0,1,0,1,26
13,0,0,1,0,0,22
13,0,0,1,1,1,9
4,1,0,1,0,1,24
13,1,0,1,0,1,9
13,0,0,1,0,1,21
13,0,0,1,0,NA,17
13,0,0,1,0,1,-8
4,0,0,1,0,0,6
12,0,0,1,0,0,21
4,0,0,1,0,1,23
8,0,0,1,0,1,0
13,1,0,1,0,1,-3
13,1,0,1,0,1,26
13,1,0,1,1,1,2
13,0,0,1,0,1,-3
13,0,0,1,0,1,15
13,0,0,1,0,NA,1
4,0,0,1,0,1,29
0,1,0,1,0,1,-3
7,1,0,1,0,1,8
7,0,0,1,0,0,-10
10,1,1,1,0,NA,6
13,0,0,1,0,0,5
13,0,0,1,0,1,-4
12,1,0,1,0,1,-11
13,1,0,0,1,1,5
13,1,0,1,0,1,6
9,1,0,1,0,1,-21
13,1,0,1,0,1,16
10,0,0,NA,1,0,33
10,0,1,1,0,1,-5
13,1,0,1,1,1,28
4,0,0,1,0,1,23
13,0,1,0,1,1,15
12,0,1,1,0,0,22
13,0,0,1,0,1,9
13,0,0,1,0,1,23
13,0,0,1,0,1,-6
13,1,0,1,0,0,25
13,1,0,1,0,1,21
13,0,1,1,0,1,27
13,1,0,1,0,1,-4
13,1,0,1,0,1,-4
10,1,0,1,0,1,17
9,1,0,1,0,1,6
13,1,0,1,0,1,17
13,0,0,1,0,1,31
13,1,0,1,0,1,12
13,1,0,1,0,1,28
6,1,0,1,0,1,-13
9,0,0,1,0,0,-2
13,1,0,1,0,0,7
13,1,0,1,0,1,-7
7,1,0,1,0,0,-4
7,0,0,1,0,1,-11
13,1,0,1,0,1,-24
0,1,0,1,0,1,-23
13,0,0,1,0,1,19
13,0,0,1,1,1,24
13,1,0,0,0,1,30
13,1,0,1,1,1,-5
10,1,0,1,0,1,17
13,1,0,1,0,1,17
13,0,0,1,0,1,4
13,1,0,1,0,0,2
13,1,0,0,1,0,19
13,1,0,1,0,1,27
13,1,0,1,0,0,16
11,1,0,1,0,1,-3
10,0,0,0,1,0,22
9,0,0,1,0,1,8
13,1,0,1,0,1,-6
11,0,0,1,1,1,4
13,1,0,1,1,1,2
7,0,0,1,0,1,-3
13,0,0,1,0,1,26
7,1,0,1,0,1,26
13,1,0,1,0,1,19
12,0,0,1,0,1,27
2,0,1,1,0,1,-3
13,0,0,1,NA,1,-17
12,0,0,1,0,1,5
11,0,1,1,0,0,32
13,1,1,1,0,1,4
13,0,0,1,0,0,-10
13,0,0,1,1,1,18
11,1,1,1,0,1,22
12,1,0,1,0,1,3
8,1,0,1,1,0,14
13,1,0,1,0,1,23
11,0,0,1,0,1,6
13,1,0,1,0,1,18
13,0,0,1,0,0,21
13,1,0,1,0,1,17
13,0,1,1,0,1,-6
13,1,0,1,0,0,16
11,0,0,1,0,1,6
11,1,0,1,0,1,20
10,0,0,1,0,1,23
13,0,0,1,0,1,20
13,1,0,1,0,1,18
2,0,1,1,0,NA,28
13,0,0,1,0,1,-8
10,1,0,1,0,1,-16
12,1,0,1,0,1,-21
8,0,0,1,0,1,-14
13,1,0,1,0,1,6
13,1,0,1,0,NA,10
11,0,0,1,0,1,15
13,1,0,1,0,1,28
13,1,0,1,0,1,26
12,1,0,1,1,NA,3
10,0,0,1,1,NA,20
13,1,0,1,0,0,29
11,0,0,1,0,1,31
13,1,0,1,0,1,-1
7,1,0,1,0,0,-14
11,1,0,1,0,1,15
13,0,0,1,0,1,15
13,0,0,1,0,1,27
13,0,0,1,0,1,11
12,0,0,1,0,1,-14
12,1,0,1,0,0,3
13,0,0,1,0,1,31
13,1,0,1,0,0,24
13,0,0,1,0,1,24
11,0,0,1,0,1,-14
12,0,0,1,0,0,0
13,1,0,1,0,1,20
13,1,0,1,0,1,12
13,1,0,1,0,1,-2
13,0,0,1,0,1,28
13,1,0,1,NA,NA,-1
13,0,0,1,0,0,3
10,0,0,1,0,1,21
13,1,0,1,0,1,10
8,0,0,1,0,1,-10
13,1,0,1,0,1,19
9,0,0,1,0,0,-12
7,1,0,1,0,NA,-2
7,0,1,1,1,NA,-8
11,0,0,0,1,1,28
7,0,0,1,0,0,-4
13,0,0,1,0,0,12
7,1,0,1,0,1,-16
10,0,0,1,0,0,5
13,0,0,1,0,1,27
13,1,0,1,0,1,5
12,1,0,1,0,1,30
7,0,0,1,0,1,-8
9,0,0,1,0,0,9
13,0,0,1,0,1,11
13,0,0,1,0,1,8
13,0,0,1,0,1,-17
12,1,0,1,0,1,28
13,0,0,1,0,1,19
9,0,0,1,0,1,-6
13,1,0,1,1,0,9
13,0,0,1,0,1,6
13,1,0,1,0,0,7
13,0,0,1,0,1,-13
11,1,0,1,0,1,12
8,1,0,1,0,1,-2
11,0,0,1,0,1,2
11,1,0,1,0,1,-5
13,1,1,1,1,NA,12
12,0,0,1,0,1,21
13,1,0,1,0,1,-4
13,1,0,1,0,1,29
13,1,0,1,0,1,16
13,1,0,1,0,1,-2
13,0,0,1,0,1,2
10,0,1,1,0,1,24
7,0,0,1,0,0,-5
13,1,0,1,0,1,29
13,0,0,1,1,1,-2
10,0,0,1,0,1,30
13,1,0,1,0,1,4
13,1,0,1,0,1,13
13,1,0,1,0,1,16
13,0,0,1,0,0,8
9,0,1,1,0,1,15
9,0,0,1,0,1,14
13,0,0,1,0,1,24
13,0,0,1,0,1,33
7,0,0,1,0,1,-11
13,0,0,1,0,1,21
9,1,0,1,0,1,20
7,0,0,1,0,1,-23
13,1,0,1,0,1,16
9,1,0,1,0,0,7
13,0,0,1,0,1,22
13,1,0,1,0,1,13
13,1,0,1,0,1,25
12,0,0,1,0,1,-14
13,0,0,1,0,0,12
13,0,0,1,0,1,18
13,1,0,1,0,1,2
13,0,0,1,0,1,2
13,0,0,1,0,1,-21
11,1,0,1,0,0,-2
13,1,0,1,0,1,16
7,1,0,1,0,0,-8
13,1,0,1,0,1,-1
13,0,0,1,0,1,5
7,1,0,1,0,1,-2
12,1,0,1,1,1,19
13,1,0,1,0,1,30
13,0,0,1,0,1,28
13,1,0,1,0,1,31
12,1,0,1,0,1,-10
13,0,0,1,0,1,3
13,0,0,1,0,1,26
9,0,0,1,0,1,9
13,0,0,1,0,1,31
11,0,0,1,0,1,11
13,1,0,1,0,1,34
8,0,0,1,0,1,6
13,1,0,1,0,1,31
10,1,0,1,0,1,6
13,1,0,1,0,1,23
9,1,0,1,0,1,-3
7,1,0,1,0,1,10
12,1,0,1,0,1,2
5,0,0,1,0,1,5
13,1,0,1,0,1,19
13,1,0,1,0,0,29
10,1,0,1,0,1,-1
7,0,0,1,0,1,-6
11,1,0,1,1,0,5
0,0,0,1,0,0,-7
6,1,0,1,0,0,-16
7,0,0,1,0,1,-3
13,0,0,1,0,1,32
13,0,0,1,0,1,3
13,1,0,1,0,1,33
11,1,0,1,0,1,12
7,1,1,1,0,0,-13
0,1,0,1,0,1,-22
13,0,0,1,0,1,1
13,0,0,1,0,1,13
13,1,0,1,0,1,18
12,1,0,1,0,0,31
12,0,0,1,0,NA,8
12,0,0,1,0,1,13
13,0,0,1,0,1,24
7,1,0,1,0,0,-18
11,1,0,1,0,1,19
13,1,0,1,0,1,17
10,1,0,1,0,1,31
10,1,0,1,0,1,9
13,0,0,1,0,1,17
7,0,0,1,0,1,25
7,1,0,1,0,1,0
13,1,0,1,0,1,17
13,1,0,1,0,1,1
13,1,0,1,0,NA,-6
13,0,0,1,0,1,25
10,1,0,1,0,1,2
13,1,0,1,0,1,5
7,1,0,1,0,1,-11
13,0,0,1,0,1,19
13,1,1,1,0,1,22
7,1,0,1,0,1,-10
13,1,0,1,0,1,-4
13,1,0,1,0,1,-5
13,1,0,1,0,1,19
11,1,0,1,0,1,-1
13,1,0,1,0,1,23
10,1,0,1,0,1,11
13,1,0,1,0,1,19
12,1,0,1,0,1,2
4,0,0,1,0,1,21
4,0,0,1,0,0,1
9,1,0,1,0,0,18
13,1,0,1,0,1,21
13,0,0,1,0,1,-4
7,0,0,1,0,0,-10
13,1,0,1,0,1,21
13,1,0,1,0,1,16
7,0,0,1,0,0,-13
7,0,0,1,0,0,-14
12,0,0,1,0,1,5
3,1,0,1,0,1,28
13,1,0,1,0,1,34
13,0,0,1,0,1,-8
4,0,0,1,0,1,21
11,1,0,1,0,0,14
12,0,0,0,1,0,32
13,1,0,1,0,1,-4
12,0,0,1,0,1,30
9,0,0,1,0,1,4
12,1,0,1,0,1,7
10,1,0,1,0,1,10
13,1,0,1,0,1,6
10,1,0,1,0,1,2
13,1,0,1,0,1,19
7,1,0,1,0,1,-14
13,1,0,1,0,1,6
13,1,0,1,0,1,3
13,1,0,1,0,1,-7
8,0,0,1,0,0,0
11,0,0,1,0,1,15
13,0,1,1,0,NA,-17
13,1,0,1,0,1,30
13,0,0,1,0,1,8
10,0,0,1,0,1,21
10,0,0,1,0,1,18
7,1,1,1,0,1,-12
11,1,0,1,0,1,33
11,1,0,1,0,1,6
10,0,0,1,0,0,20
13,1,0,1,1,1,6
7,0,0,1,0,1,-19
11,0,0,1,0,1,2
13,0,0,1,0,1,-3
13,0,0,1,0,NA,-1
13,1,0,1,NA,1,9
13,1,0,1,0,1,15
13,1,0,1,0,1,15
13,1,0,1,0,1,15
13,1,0,1,1,1,12
13,1,0,1,0,1,2
12,1,0,1,1,0,31
13,0,0,1,0,1,2
7,1,0,1,0,0,-26
13,0,1,1,0,1,15
13,0,0,1,0,0,-1
7,0,0,1,0,1,-13
13,1,0,1,0,1,-3
13,1,0,1,0,1,-6
13,1,0,1,0,1,-10
13,0,0,1,0,1,16
13,0,0,1,0,1,1
12,1,0,1,0,1,22
9,0,0,1,0,1,-9
12,1,0,1,0,1,19
2,1,0,1,0,1,20
12,0,0,1,0,1,0
9,0,0,1,0,1,19
13,1,0,1,0,1,20
13,0,0,1,0,1,34
12,1,0,1,0,1,16
13,0,0,1,0,1,19
4,0,0,1,0,1,-8
10,1,0,1,0,1,13
13,1,0,0,1,1,26
1,1,0,1,1,1,18
13,1,0,1,1,1,7
3,1,0,1,0,1,31
13,1,0,1,0,1,8
13,0,0,1,0,1,8
13,0,0,1,0,1,32
8,0,0,1,0,1,5
0,0,1,1,0,1,-13
9,0,0,1,0,1,22
13,0,0,1,0,1,12
13,0,0,1,0,0,-1
4,0,0,1,0,1,4
11,1,0,1,0,1,19
7,1,0,1,1,1,-1
10,1,1,1,0,0,-4
13,0,0,1,0,1,20
13,0,0,1,0,1,20
4,1,0,1,0,1,-1
12,0,0,1,0,1,1
10,1,0,1,0,1,-6
13,0,0,1,0,1,15
9,0,0,1,0,1,13
11,0,0,1,0,1,25
12,0,0,1,0,0,12
7,1,0,1,0,1,-1
11,0,0,1,0,1,17
13,1,0,1,0,1,16
13,0,0,1,0,1,1
13,1,0,1,0,1,20
13,0,0,1,0,1,23
13,1,0,1,0,1,29
13,1,0,1,1,NA,26
13,0,0,1,0,1,34
13,0,0,1,0,1,-3
13,0,0,1,0,1,10
0,1,0,0,1,0,-11
13,0,0,1,0,1,13
13,0,0,1,0,1,16
13,0,0,1,0,1,29
13,1,0,1,0,1,34
13,1,0,1,0,1,21
